year,province,city,prov_code,city_code,region,hu_line,gdp,gdp_per_capita,gdp_growth,retail_sales,fixed_asset_inv,real_estate_inv,pop_hukou,pop_urban_hukou,pop_avg,employees,emp_secondary,emp_tertiary,fiscal_revenue,fiscal_exp,edu_exp,sci_exp,secondary_share,tertiary_share,industrial_firms,industrial_profit,fdi,exports,bank_deposits,bank_loans,uni_students,uni_students_per10k,highway_passenger,mobile_users,internet_users,so2_emission,wastewater,sewage_treatment_rate,pm25,lccp_treat,lccp_batch,lccp_first_year,sponge_treat,sponge_batch,sponge_first_year,cbec_treat,cbec_batch,cbec_first_year,ltci_treat,ltci_batch,ltci_first_year,smart_treat,smart_batch,smart_first_year
1994,河北省,石家庄市,130000,130100,东部,东南侧,4174210.0,5719.0,,1265200.0,782414.0,,835.65,,467.37,545.0,168.89,161.26,144688.0,185721.0,42179.0,,49.527,30.194,,,8522.0,,,,45789.0,,1205.0,,,,,,,1,2,2012,0,0,0,1,3,2020,0,0,0,1,1,2013
1995,河北省,石家庄市,130000,130100,东部,东南侧,5403093.0,6639.0,22.7,1654603.0,1147323.0,150504.0,846.27,,528.15,545.0,170.14,174.51,192551.0,235109.0,56759.0,,47.8,32.6,,,13688.0,,,,48312.0,,1331.0,,,,,,,1,2,2012,0,0,0,1,3,2020,0,0,0,1,1,2013
1996,河北省,石家庄市,130000,130100,东部,东南侧,6564068.0,7558.0,15.8,2011507.0,1313169.0,165393.0,854.58,,588.94,540.0,169.08,193.38,234915.0,288763.0,71340.0,,47.3,33.8,,,26180.0,,,,48434.0,,1456.0,,,,,,,1,2,2012,0,0,0,1,3,2020,0,0,0,1,1,2013
1997,河北省,石家庄市,130000,130100,东部,东南侧,7813998.0,8478.0,15.81,2380487.0,2981487.0,163923.0,860.19,,649.73,554.0,185.03,197.77,269364.0,327669.0,85920.0,,46.78,35.23,,,29193.0,,,,48524.0,,1582.0,,,,,,,1,2,2012,0,0,0,1,3,2020,0,0,0,1,1,2013
1998,河北省,石家庄市,130000,130100,东部,东南侧,8458583.0,9398.0,13.7,2680216.0,2259956.0,176376.0,867.27,,710.51,101.0,46.82,53.26,325400.0,398957.0,100501.0,,46.1,36.7,,,34138.0,,,,49754.0,,1573.0,,,,,,,1,2,2012,0,0,0,1,3,2020,0,0,0,1,1,2013
1999,河北省,石家庄市,130000,130100,东部,东南侧,9083677.0,10317.0,10.69,2967588.0,2015717.0,192610.0,875.4,,771.3,97.0,43.47,52.77,352348.0,450443.0,115082.0,,46.2,37.8,1405.0,,42613.0,,,,57494.0,,1893.0,,,,,,,1,2,2012,0,0,0,1,3,2020,0,0,0,1,1,2013
2000,河北省,石家庄市,130000,130100,东部,东南侧,10031119.0,11237.0,10.5,3308800.0,2303645.0,232623.0,889.8,,832.08,94.0,41.16,51.82,377137.0,502528.0,129662.0,,46.5,38.9,1362.0,,14584.0,,,,73997.0,,8536.0,,,,,,,1,2,2012,0,0,0,1,3,2020,0,0,0,1,1,2013
2001,河北省,石家庄市,130000,130100,东部,东南侧,10854284.0,12157.0,10.2,3690981.0,2581724.0,281798.0,895.94,,892.87,91.0,39.52,51.39,443554.0,597249.0,144243.0,,46.24,39.61,1431.0,,16701.0,,,,108213.0,,11611.0,76.0,435126.0,,,,,1,2,2012,0,0,0,1,3,2020,0,0,0,1,1,2013
2002,河北省,石家庄市,130000,130100,东部,东南侧,11868132.0,13187.0,9.9,4115390.0,4122686.0,334070.0,903.99,,904.56,88.0,37.52,50.15,444947.0,688713.0,158823.0,,47.14,39.72,1488.0,,17990.0,,,,147206.0,,12440.0,91.0,712838.0,,,14.0,,1,2,2012,0,0,0,1,3,2020,0,0,0,1,1,2013
2003,河北省,石家庄市,130000,130100,东部,东南侧,13779438.0,15188.0,12.5,4566056.0,5349800.0,620931.0,910.51,,916.24,88.0,37.81,49.93,493429.0,802274.0,173404.0,3253.0,48.25,38.11,1568.0,,25414.0,,19322801.0,13774386.0,186344.0,,10745.0,216.0,756000.0,212073.0,19204.0,28.0,,1,2,2012,0,0,0,1,3,2020,0,0,0,1,1,2013
2004,河北省,石家庄市,130000,130100,东部,东南侧,16334594.0,17871.0,14.1,5330762.0,7167336.0,987633.0,917.55,,927.93,87.0,36.71,50.09,561644.0,929683.0,204151.0,3828.0,48.63,37.27,1555.0,,35199.0,,22088668.0,14748123.0,214537.0,,13586.0,259.0,877627.0,186269.0,25852.0,33.0,,1,2,2012,0,0,0,1,3,2020,0,0,0,1,1,2013
2005,河北省,石家庄市,130000,130100,东部,东南侧,17867750.0,18671.0,13.7,6061650.0,9290289.0,1221027.0,927.3,,939.62,87.0,35.77,51.15,658796.0,1081627.0,240891.0,4519.0,48.45,37.69,1925.0,1228250.0,43931.0,,25741536.0,15610128.0,268128.0,,12797.0,337.0,995206.0,181472.0,24188.0,37.0,,1,2,2012,0,0,0,1,3,2020,0,0,0,1,1,2013
2006,河北省,石家庄市,130000,130100,东部,东南侧,20266320.0,21000.0,13.4,6988128.0,10994463.0,1321452.0,939.5,,951.3,87.0,35.17,51.48,773736.0,1282462.0,268570.0,4542.0,48.35,38.94,2126.0,1485201.0,49379.0,,19684219.0,17315170.0,292617.0,,13027.0,376.0,1181200.0,209879.0,24196.0,79.0,,1,2,2012,0,0,0,1,3,2020,0,0,0,1,1,2013
2007,河北省,石家庄市,130000,130100,东部,东南侧,23607230.0,24243.0,13.2,8210983.0,13901235.0,1975370.0,955.05,,962.99,86.0,34.56,51.27,958720.0,1631692.0,402666.0,31567.0,49.27,38.92,2127.0,2216650.0,32716.0,,33313230.0,18393687.0,316796.0,,13743.0,506.0,1360000.0,197227.0,25734.0,71.0,,1,2,2012,0,0,0,1,3,2020,0,0,0,1,1,2013
2008,河北省,石家庄市,130000,130100,东部,东南侧,28383712.0,28923.0,10.1,10051958.0,17310339.0,2803979.0,966.48,,974.67,85.0,32.76,51.53,1100366.0,1937869.0,491523.0,40922.0,50.19,38.9,2315.0,2415837.0,44028.0,,41115626.0,20799329.0,321660.0,,8788.0,550.0,956940.0,170950.0,20957.0,77.0,,1,2,2012,0,0,0,1,3,2020,0,0,0,1,1,2013
2009,河北省,石家庄市,130000,130100,东部,东南侧,30012797.0,30428.0,11.1,11905536.0,24363602.0,3739781.0,977.41,,986.36,84.0,30.96,52.11,1259614.0,2409171.0,612552.0,38732.0,49.58,40.15,2469.0,2934503.0,54350.0,,51630561.0,28865696.0,366531.0,375.0,8795.0,612.0,1049859.0,143523.0,19045.0,83.0,,1,2,2012,0,0,0,1,3,2020,0,0,0,1,1,2013
2010,河北省,石家庄市,130000,130100,东部,东南侧,34010186.0,33915.0,12.24,14098923.0,29579966.0,5379994.0,989.16,,983.29,84.0,31.11,52.63,1636303.0,3051647.0,700086.0,45021.0,48.63,40.51,2576.0,4129785.0,24415.0,,61158028.0,32720979.0,372921.0,377.0,11029.0,694.0,1312522.0,137934.0,19254.0,95.0,,1,2,2012,0,0,0,1,3,2020,0,0,0,1,1,2013
2011,河北省,石家庄市,130000,130100,东部,东南侧,40826833.0,39919.0,12.01,16629864.0,30269778.0,7891413.0,997.3,,993.2,85.0,30.5,53.89,2212284.0,4035381.0,875153.0,63205.0,49.77,40.07,2379.0,5028692.0,36726.0,,67153408.0,36597860.0,388241.0,389.0,12436.0,808.0,1668017.0,196763.0,25591.0,,,1,2,2012,0,0,0,1,3,2020,0,0,0,1,1,2013
2012,河北省,石家庄市,130000,130100,东部,东南侧,45002098.0,43552.0,10.38,19157615.0,36733348.0,8332125.0,1005.3,,1001.3,91.0,33.96,56.46,2722764.0,4640932.0,1092790.0,75058.0,49.79,40.16,2388.0,5627213.0,84811.0,,76407468.0,39950667.0,395542.0,393.0,13793.0,895.0,1860000.0,179942.0,31058.0,,,1,2,2012,0,0,0,1,3,2020,0,0,0,1,1,2013
2013,河北省,石家庄市,130000,130100,东部,东南侧,48636583.0,48491.0,8.08,19723521.0,41862462.0,9201619.0,1003.2,,1004.2,93.0,33.94,58.74,3151233.0,5229442.0,1161551.0,80065.0,48.51,41.44,2277.0,5938190.0,98050.0,,86077828.0,45120155.0,399055.0,347.0,12206.0,979.0,1920000.0,181532.0,27753.0,,,1,2,2012,0,0,0,1,3,2020,0,0,0,1,1,2013
2014,河北省,石家庄市,130000,130100,东部,东南侧,51702653.0,48970.0,7.9,24234663.0,48839608.0,10180594.0,1024.9,,1020.1,101.0,36.17,64.2,3434745.0,5664878.0,1200899.0,72908.0,46.76,43.81,2594.0,7508303.0,102189.0,,91246125.0,50989204.0,393559.0,384.0,6641.0,1038.0,2140000.0,156030.0,24024.0,,,1,2,2012,0,0,0,1,3,2020,0,0,0,1,1,2013
2015,河北省,石家庄市,130000,130100,东部,东南侧,54405988.0,51043.0,7.5,26930343.0,56898536.0,9862702.0,1028.84,,1026.89,100.0,35.12,65.0,3750529.0,6823857.0,1361602.0,90482.0,45.08,45.84,2752.0,8159119.0,114013.0,,98001484.0,51241043.0,419787.0,408.0,5976.0,1071.0,2330000.0,113652.0,21964.0,,,1,2,2012,0,0,0,1,3,2020,0,0,0,1,1,2013
2016,河北省,石家庄市,130000,130100,东部,东南侧,59277293.0,55177.0,6.8,29752321.0,56784633.0,10157650.0,1038.0,,1033.0,100.0,33.5,65.85,4107238.0,7461188.0,1591856.0,122300.0,45.45,46.44,2704.0,8209311.0,122102.0,,110779000.0,51758900.0,441812.0,,4582.0,1170.0,2810000.0,85815.0,13022.0,,,1,2,2012,0,0,0,1,3,2020,0,0,0,1,1,2013
2017,河北省,石家庄市,130000,130100,东部,东南侧,61770284.0,57024.0,7.11,29833374.0,,12436330.0,973.0,,974.0,92.0,27.99,63.44,4608886.0,8067284.0,1676709.0,100610.0,41.51,50.975,2638.0,9089969.0,139458.0,,117029683.0,89249839.0,460695.0,,3824.0,1265.0,3180000.0,36633.0,8430.0,,87.0,1,2,2012,0,0,0,1,3,2020,0,0,0,1,1,2013
2018,河北省,石家庄市,130000,130100,东部,东南侧,60826180.0,55723.0,7.42,32743989.0,,10656384.0,982.0,,977.0,96.0,27.52,68.28,5196778.0,9916127.0,1971155.0,118720.0,37.57,55.51,2189.0,2541849.0,149993.0,5715706.0,132251558.0,100950559.0,496882.0,,3609.0,1376.0,3740000.0,28399.0,6660.0,,76.0,1,2,2012,0,0,0,1,3,2020,0,0,0,1,1,2013
2019,河北省,石家庄市,130000,130100,东部,东南侧,58100000.0,52859.0,6.7,24651898.0,,8876439.0,1052.0,,1049.0,107.0,28.03,78.8,5691283.0,10513884.0,2144377.0,123373.0,31.53,60.74,2097.0,4184705.0,163351.0,6551323.0,149567778.0,113418631.0,533070.0,,3217.0,1403.0,3930000.0,20326.0,6953.0,,67.0,1,2,2012,0,0,0,1,3,2020,0,0,0,1,1,2013
2020,河北省,石家庄市,130000,130100,东部,东南侧,59350000.0,52961.0,3.85,23826607.0,,,1051.5,,,105.0,,,6321928.0,11422265.0,2185270.0,152812.0,29.4,62.19,2183.0,4339634.0,,7856040.0,164882790.0,130752743.0,583472.0,,1150.0,1416.0,4280000.0,10170.0,,,58.0,1,2,2012,0,0,0,1,3,2020,0,0,0,1,1,2013
2021,河北省,石家庄市,130000,130100,东部,东南侧,64900000.0,57830.0,6.58,25012429.0,,,1051.0,548.0,,108.0,,,6813580.0,11527442.0,2269961.0,153639.0,32.47,59.75,2370.0,4509782.0,,8570525.0,178101845.0,145786780.0,623891.0,,923.0,1428.0,4630000.0,10340.0,,,46.0,1,2,2012,0,0,0,1,3,2020,0,0,0,1,1,2013
2022,河北省,石家庄市,130000,130100,东部,东南侧,71010000.0,63319.0,6.35,25483862.0,,,1054.0,558.0,,104.0,,,6921599.0,12504267.0,2489270.0,214508.0,32.87,59.27,2627.0,3265099.0,,8037149.0,205992208.0,161374214.0,653918.0,,809.0,1450.0,,8370.0,,,46.0,1,2,2012,0,0,0,1,3,2020,0,0,0,1,1,2013
2023,河北省,石家庄市,130000,130100,东部,东南侧,75340000.0,67099.0,6.1,28752066.0,,,,,,,,,7378942.0,12748334.0,2551176.0,255005.0,30.65,61.69,,2959102.0,,7741396.0,231239891.0,180869991.0,682079.0,,,1493.0,,11001.0,,,44.0,1,2,2012,0,0,0,1,3,2020,0,0,0,1,1,2013
1990,河北省,唐山市,130000,130200,东部,东南侧,1218200.0,1872.0,,565640.0,246205.0,,657.41,,650.78,,100.21,63.31,115768.0,73970.0,,,47.365,25.439,,,725.0,,,,6607.0,,2262.0,,,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,2,2014
1991,河北省,唐山市,130000,130200,东部,东南侧,1418500.0,2149.0,,667419.0,243518.0,,662.77,,660.09,,102.89,55.28,129825.0,82617.0,,,48.446,25.746,,,837.0,,,,6567.0,,2335.0,,,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,2,2014
1992,河北省,唐山市,130000,130200,东部,东南侧,1891900.0,3372.0,,653868.0,362961.0,,667.89,,664.08,,109.99,64.45,154573.0,116888.0,21326.0,,48.894,25.913,,,3767.0,,,,7460.0,,2488.0,,,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,2,2014
1993,河北省,唐山市,130000,130200,东部,东南侧,2733800.0,4595.0,,808661.0,580945.0,,671.78,,668.07,,117.08,73.62,251423.0,202155.0,30263.0,,49.342,26.08,,,6696.0,,,,8353.0,,2640.0,,,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,2,2014
1994,河北省,唐山市,130000,130200,东部,东南侧,3864908.0,5818.0,,1051051.0,647620.0,,675.85,,672.05,376.0,124.18,82.79,112778.0,162924.0,40376.0,,49.79,26.247,,,9626.0,,,,9788.0,,2792.0,,,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,2,2014
1995,河北省,唐山市,130000,130200,东部,东南侧,4985998.0,7041.0,17.6,1313899.0,831637.0,56778.0,679.46,,676.04,381.0,124.74,90.79,161672.0,216252.0,50488.0,,47.0,28.1,,,7822.0,,,,11218.0,,2945.0,,,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,2,2014
1996,河北省,唐山市,130000,130200,东部,东南侧,6072800.0,8264.0,20.1,1494797.0,924379.0,65145.0,684.13,,680.03,392.0,141.8,92.05,189890.0,248329.0,60600.0,,46.8,28.8,,,19895.0,,,,11279.0,,3098.0,,,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,2,2014
1997,河北省,唐山市,130000,130200,东部,东南侧,7108752.0,9487.0,17.35,1740096.0,1925887.0,48265.0,688.34,,684.02,374.0,139.89,83.03,214140.0,278064.0,70713.0,,48.74,29.0,,,25605.0,,,,11386.0,,3250.0,,,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,2,2014
1998,河北省,唐山市,130000,130200,东部,东南侧,7811579.0,10710.0,13.7,1916082.0,2203383.0,65655.0,690.13,,688.01,94.0,53.85,34.83,253115.0,320510.0,80826.0,,49.1,29.4,,,29421.0,,,,11812.0,,4312.0,,,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,2,2014
1999,河北省,唐山市,130000,130200,东部,东南侧,8325611.0,11933.0,10.71,2073191.0,2101352.0,145417.0,694.09,,691.99,88.0,49.79,33.52,259903.0,352207.0,90938.0,,49.6,29.8,1024.0,,24382.0,,,,14533.0,,4361.0,,,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,2,2014
2000,河北省,唐山市,130000,130200,东部,东南侧,9150473.0,13156.0,10.5,2289900.0,1211533.0,146190.0,699.79,,695.98,82.0,44.44,32.46,279330.0,405174.0,101050.0,,50.5,30.6,1032.0,,21852.0,,,,30322.0,,8256.0,,,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,2,2014
2001,河北省,唐山市,130000,130200,东部,东南侧,10064571.0,14379.0,10.4,2513631.0,1221448.0,161549.0,700.15,,699.97,76.0,39.75,32.19,357866.0,521851.0,111163.0,,51.1,31.06,1179.0,,15405.0,,,,31109.0,,8338.0,78.0,116912.0,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,2,2014
2002,河北省,唐山市,130000,130200,东部,东南侧,11022878.0,15715.0,10.3,2773512.0,2325423.0,215989.0,702.67,,705.6,72.0,36.85,31.42,346721.0,596014.0,121276.0,,51.74,31.29,1164.0,,12980.0,,,,41577.0,,8399.0,108.0,229000.0,,,43.0,,0,0,0,0,0,0,1,3,2020,0,0,0,1,2,2014
2003,河北省,唐山市,130000,130200,东部,东南侧,12953220.0,18387.0,13.3,3073817.0,3148635.0,280005.0,706.28,,711.23,72.0,36.74,31.22,414259.0,729967.0,131388.0,2046.0,55.2,29.84,1209.0,,20198.0,,10764149.0,7176364.0,79464.0,,4062.0,166.0,330000.0,250308.0,23937.0,51.0,,0,0,0,0,0,0,1,3,2020,0,0,0,1,2,2014
2004,河北省,唐山市,130000,130200,东部,东南侧,16263343.0,22965.0,14.9,3597040.0,4610560.0,456280.0,710.07,,716.86,71.0,36.23,31.82,581269.0,975576.0,174319.0,2232.0,56.26,30.62,1207.0,,41340.0,,13097494.0,8014953.0,64054.0,,8971.0,224.0,431100.0,279134.0,27084.0,65.0,,0,0,0,0,0,0,1,3,2020,0,0,0,1,2,2014
2005,河北省,唐山市,130000,130200,东部,东南侧,20276374.0,28006.0,15.1,4685949.0,6357025.0,391197.0,714.51,,722.5,74.0,37.89,32.46,776137.0,1277866.0,208213.0,2508.0,57.29,31.06,1505.0,1985975.0,50411.0,,15792903.0,8349357.0,71961.0,,11198.0,269.0,264400.0,296488.0,28673.0,81.0,,0,0,0,0,0,0,1,3,2020,0,0,0,1,2,2014
2006,河北省,唐山市,130000,130200,东部,东南侧,23621410.0,32429.0,14.6,5443273.0,7654807.0,484054.0,719.12,,728.13,75.0,38.38,33.17,933758.0,1515404.0,233849.0,3287.0,58.02,31.14,1481.0,2790768.0,50670.0,,18876841.0,10384457.0,79337.0,,11356.0,296.0,326431.0,296038.0,28713.0,80.0,,0,0,0,0,0,0,1,3,2020,0,0,0,1,2,2014
2007,河北省,唐山市,130000,130200,东部,东南侧,27794190.0,37765.0,15.0,6488276.0,10367895.0,618472.0,724.66,,733.76,77.0,39.5,34.01,1192081.0,1929440.0,358997.0,29494.0,57.42,32.25,1379.0,3739484.0,64230.0,,22464118.0,12569167.0,82641.0,,11624.0,351.0,358999.0,287076.0,26571.0,84.0,,0,0,0,0,0,0,1,3,2020,0,0,0,1,2,2014
2008,河北省,唐山市,130000,130200,东部,东南侧,35611900.0,48054.0,13.1,8097600.0,13621892.0,1203834.0,729.41,,739.39,78.0,39.51,34.89,1492670.0,2570426.0,465656.0,39038.0,59.34,31.11,1451.0,3520371.0,83619.0,,28968554.0,15540942.0,90954.0,,9128.0,544.0,525410.0,272076.0,29365.0,91.0,,0,0,0,0,0,0,1,3,2020,0,0,0,1,2,2014
2009,河北省,唐山市,130000,130200,东部,东南侧,38127192.0,51179.0,11.3,9585621.0,21799760.0,1917890.0,733.9,,745.02,82.0,42.75,35.76,1697161.0,2857675.0,513967.0,38572.0,57.76,32.8,1684.0,3604613.0,79275.0,,36578537.0,21973485.0,91138.0,124.0,9868.0,474.0,702732.0,243702.0,20047.0,92.0,,0,0,0,0,0,0,1,3,2020,0,0,0,1,2,2014
2010,河北省,唐山市,130000,130200,东部,东南侧,44691588.0,59389.0,13.1,11345391.0,26657710.0,3383941.0,735.0,,734.45,84.0,43.13,37.86,1958419.0,3324335.0,602372.0,47728.0,58.14,32.42,1568.0,4565968.0,87409.0,,41882483.0,27161068.0,97638.0,133.0,11348.0,501.0,893218.0,238061.0,18170.0,94.0,,0,0,0,0,0,0,1,3,2020,0,0,0,1,2,2014
2011,河北省,唐山市,130000,130200,东部,东南侧,54424541.0,71565.0,11.7,13347990.0,25450636.0,5062717.0,737.1,,736.0,87.0,45.6,38.86,2555624.0,4416812.0,783039.0,61956.0,60.08,30.98,1288.0,5793317.0,108123.0,,47483236.0,30884877.0,105870.0,144.0,12939.0,844.0,1103454.0,331863.0,17308.0,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,2,2014
2012,河北省,唐山市,130000,130200,东部,东南侧,58616363.0,76643.0,10.4,15350161.0,30171685.0,5165172.0,741.8,,739.4,96.0,51.49,41.48,3010936.0,4903141.0,975527.0,105895.0,59.26,31.72,1311.0,5891578.0,123024.0,,54374618.0,35272093.0,125531.0,169.0,13770.0,848.0,1230000.0,313051.0,19396.0,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,2,2014
2013,河北省,唐山市,130000,130200,东部,东南侧,61212139.0,82831.0,4.43,17246086.0,35758674.0,5691492.0,738.7,,740.3,97.0,49.81,44.3,3184152.0,4971792.0,972513.0,90477.0,58.7,32.27,1347.0,5649856.0,135178.0,,61236216.0,39637353.0,111758.0,432.0,13194.0,805.0,1370000.0,282806.0,12589.0,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,2,2014
2014,河北省,唐山市,130000,130200,东部,东南侧,62253023.0,80450.0,5.1,19571127.0,41462408.0,6092982.0,753.2,,750.3,94.0,46.86,44.66,3237498.0,5246569.0,1089918.0,81583.0,57.75,33.27,1598.0,5882111.0,140687.0,,67668536.0,42785559.0,110646.0,147.0,3407.0,734.0,1380000.0,250761.0,13973.0,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,2,2014
2015,河北省,唐山市,130000,130200,东部,东南侧,61030601.0,78398.0,5.6,21478806.0,45438766.0,5686799.0,754.96,,754.06,89.0,42.99,44.48,3349797.0,5922620.0,1232266.0,64203.0,55.13,35.55,1595.0,2454430.0,124376.0,,74568073.0,47794427.0,111421.0,148.0,2656.0,891.0,1390000.0,214723.0,11914.0,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,2,2014
2016,河北省,唐山市,130000,130200,东部,东南侧,63548675.0,81239.0,6.8,23711061.0,49751053.0,4589368.0,760.0,,757.0,88.0,40.54,45.76,3550699.0,6425412.0,1167144.0,85842.0,55.07,35.5,1432.0,4381435.0,148301.0,,82798680.0,49749952.0,115879.0,,2510.0,955.0,1680000.0,125432.0,13269.0,,,0,0,0,0,0,0,1,3,2020,0,0,0,1,2,2014
2017,河北省,唐山市,130000,130200,东部,东南侧,65301459.0,82972.0,7.05,26171695.0,,3577110.0,755.0,,758.0,76.0,32.42,42.07,3803481.0,6626323.0,1337546.0,71110.0,54.98,36.76,1630.0,5601521.0,160669.0,,87484040.0,52128625.0,123287.0,,2887.0,954.0,1930000.0,119808.0,9388.0,,66.0,0,0,0,0,0,0,1,3,2020,0,0,0,1,2,2014
2018,河北省,唐山市,130000,130200,东部,东南侧,69549700.0,87855.0,7.3,27435816.0,,3782273.0,758.0,,757.0,79.0,34.44,42.69,4324347.0,7492880.0,1451959.0,89057.0,54.89,38.02,1712.0,6510000.0,170068.0,3197773.0,93697719.0,55317926.0,133291.0,,2863.0,1002.0,2200000.0,88388.0,7877.0,,60.0,0,0,0,0,0,0,1,3,2020,0,0,0,1,2,2014
2019,河北省,唐山市,130000,130200,东部,东南侧,68900000.0,86667.0,7.3,20946629.0,,3801571.0,756.0,,757.0,78.0,31.81,44.75,4653484.0,7975076.0,1560263.0,98211.0,52.44,39.85,1761.0,5876883.0,180386.0,2939670.0,101379765.0,60848002.0,146262.0,,2768.0,974.0,2610000.0,76959.0,9676.0,,54.0,0,0,0,0,0,0,1,3,2020,0,0,0,1,2,2014
2020,河北省,唐山市,130000,130200,东部,东南侧,72110000.0,93470.0,4.4,20275562.0,,,753.5,,,77.0,,,5070993.0,9262511.0,1657621.0,123386.0,53.21,38.57,1837.0,5227094.0,,3502032.0,111801492.0,69362376.0,165707.0,,799.0,970.0,2855000.0,41856.0,,,49.0,0,0,0,0,0,0,1,3,2020,0,0,0,1,2,2014
2021,河北省,唐山市,130000,130200,东部,东南侧,82310000.0,106784.0,6.7,21432318.0,,,751.0,377.0,,77.0,,,5527064.0,9214638.0,1785522.0,134692.0,55.24,37.38,2041.0,6518282.0,,4166182.0,118807468.0,77481030.0,177703.0,,527.0,967.0,3100000.0,44097.0,,,43.0,0,0,0,0,0,0,1,3,2020,0,0,0,1,2,2014
2022,河北省,唐山市,130000,130200,东部,东南侧,89010000.0,115571.0,4.65,21903934.0,,,751.0,378.0,,74.0,,,5426589.0,9369039.0,1851265.0,105424.0,55.36,37.46,2234.0,877897.0,,6137922.0,134284107.0,88992371.0,182422.0,,400.0,970.0,,52482.0,,,37.0,0,0,0,0,0,0,1,3,2020,0,0,0,1,2,2014
2023,河北省,唐山市,130000,130200,东部,东南侧,91330000.0,118418.0,5.85,23853384.0,,,,,,,,,5814346.0,10015337.0,1830022.0,121353.0,51.02,41.8,,1064177.0,,5802104.0,146461292.0,101880592.0,217862.0,,,966.0,,53684.0,,,40.0,0,0,0,0,0,0,1,3,2020,0,0,0,1,2,2014
1990,河北省,秦皇岛市,130000,130300,东部,东南侧,466700.0,1906.0,,184920.0,131580.0,,246.57,,244.87,,25.46,28.66,41240.0,29764.0,,,32.805,41.911,,,1939.0,,,,3506.0,,527.0,,,,,,,1,2,2012,0,0,0,1,2,2018,0,0,0,1,1,2013
1991,河北省,秦皇岛市,130000,130300,东部,东南侧,564400.0,2277.0,,218000.0,148509.0,,249.19,,247.88,,26.05,29.89,51448.0,37292.0,,,34.089,42.736,,,731.0,,,,3763.0,,554.0,,,,,,,1,2,2012,0,0,0,1,2,2018,0,0,0,1,1,2013
1992,河北省,秦皇岛市,130000,130300,东部,东南侧,689200.0,3199.0,,222804.0,209204.0,,252.21,,249.82,,28.19,31.21,52228.0,40144.0,7790.0,,35.821,42.736,,,3021.0,,,,4812.0,,547.0,,,,,,,1,2,2012,0,0,0,1,2,2018,0,0,0,1,1,2013
1993,河北省,秦皇岛市,130000,130300,东部,东南侧,977000.0,4122.0,,337857.0,236478.0,,254.71,,251.75,,30.33,32.53,93681.0,78068.0,10638.0,,37.553,42.736,,,5310.0,,,,5862.0,,541.0,,,,,,,1,2,2012,0,0,0,1,2,2018,0,0,0,1,1,2013
1994,河北省,秦皇岛市,130000,130300,东部,东南侧,1393006.0,5044.0,,420825.0,278501.0,,257.11,,253.69,138.0,32.47,33.85,70772.0,95306.0,15348.0,,39.284,42.736,,,7600.0,,,,7208.0,,534.0,,,,,,,1,2,2012,0,0,0,1,2,2018,0,0,0,1,1,2013
1995,河北省,秦皇岛市,130000,130300,东部,东南侧,1722375.0,5966.0,13.1,494674.0,477674.0,77184.0,259.96,,255.62,143.0,33.57,36.72,82355.0,111900.0,20058.0,,37.7,42.7,,,9724.0,,,,7467.0,,527.0,,,,,,,1,2,2012,0,0,0,1,2,2018,0,0,0,1,1,2013
1996,河北省,秦皇岛市,130000,130300,东部,东南侧,2010365.0,6888.0,16.2,557644.0,726229.0,80877.0,261.16,,257.56,139.0,39.07,35.18,101994.0,126895.0,24767.0,,36.5,44.5,,,23446.0,,,,8185.0,,521.0,,,,,,,1,2,2012,0,0,0,1,2,2018,0,0,0,1,1,2013
1997,河北省,秦皇岛市,130000,130300,东部,东南侧,2307143.0,7811.0,15.01,637188.0,860062.0,74905.0,261.87,,259.5,141.0,34.8,37.48,118513.0,149137.0,29477.0,,37.05,44.9,,,18375.0,,,,19558.0,,514.0,,,,,,,1,2,2012,0,0,0,1,2,2018,0,0,0,1,1,2013
1998,河北省,秦皇岛市,130000,130300,东部,东南侧,2494997.0,8733.0,13.3,703151.0,654716.0,81933.0,262.93,,261.43,33.0,14.17,18.84,131204.0,170543.0,34187.0,,37.5,44.8,,,19608.0,,,,25429.0,,575.0,,,,,,,1,2,2012,0,0,0,1,2,2018,0,0,0,1,1,2013
