city_id,admin_code_6,city_name_cn,province_code,province_name,prefecture_type,sample_tier,metric_year,period_end,geo_scope,data_status,gdp_current_100m,gdp_real_growth_pct,resident_population_10k,general_public_revenue_100m,general_public_expenditure_100m,gov_fund_revenue_100m,general_debt_limit_100m,general_debt_balance_100m,special_debt_limit_100m,special_debt_balance_100m,statutory_debt_limit_100m,statutory_debt_balance_100m,debt_limit_utilization_pct,statutory_debt_to_gdp_pct,statutory_debt_to_revenue_pct,statutory_debt_to_general_revenue_pct,fiscal_self_sufficiency_pct,fund_revenue_dependence_pct,gov_fund_to_general_revenue_pct,gov_fund_source_status,source_doc_id,source_grade,collection_status,lineage_complete_flag,note
CN-110000,110000,北京市,11,北京市,直辖市,separate,2018,2018-12-31,prefecture_whole,secondary_debt,30319.98,6.60,1368.00,5785.92,7467.52,2009.26,,2034.03,,2214.86,8302.40,4248.89,51.18,14.01,73.43,73.43,77.48,25.78,34.73,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-DEBT-BEIJING-2018;SRC-B2-GOTOHUI-BALANCE-1291961;SRC-B2-GOTOHUI-EXPENDITURE-32603;SRC-B2-GOTOHUI-FUND-286748;SRC-B2-GOTOHUI-GDP-198051;SRC-B2-GOTOHUI-GROWTH-145352;SRC-B2-GOTOHUI-POPULATION-17419;SRC-B2-GOTOHUI-REVENUE-33334;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,B2,needs_review,true,"已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m,statutory_debt_balance_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-120000,120000,天津市,12,天津市,直辖市,separate,2018,2018-12-31,prefecture_whole,official_debt,18809.64,3.60,1066.00,2106.19,3104.53,1160.45,,1399.58,,2678.78,4158.50,4078.36,98.07,21.68,193.64,193.64,67.84,35.52,55.10,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-CELMA-DEBT-TIANJIN-2018;SRC-B2-GOTOHUI-BALANCE-1305971;SRC-B2-GOTOHUI-EXPENDITURE-32602;SRC-B2-GOTOHUI-FUND-1307877;SRC-B2-GOTOHUI-GDP-200379;SRC-B2-GOTOHUI-GROWTH-145350;SRC-B2-GOTOHUI-POPULATION-17430;SRC-B2-GOTOHUI-REVENUE-33335;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,A2,needs_review,true,"已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m,statutory_debt_balance_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-130100,130100,石家庄市,13,河北省,地级市,core,2018,2018-12-31,prefecture_whole,official_debt,6082.62,7.42,977.00,519.68,991.61,560.87,807.86,686.53,422.32,386.86,1230.18,1073.39,87.25,17.65,206.55,206.55,52.41,51.91,107.93,城市预算执行报告（全市口径，A1精确来源）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-OFFICIAL-DEBT-HEBEI-SHIJIAZHUANG-2018;SRC-B2-GOTOHUI-BALANCE-865963;SRC-B2-GOTOHUI-EXPENDITURE-238752;SRC-B2-GOTOHUI-GDP-253597;SRC-B2-GOTOHUI-GROWTH-145353;SRC-B2-GOTOHUI-POPULATION-9626;SRC-B2-GOTOHUI-REVENUE-238748;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021;SRC-A1-SHIJIAZHUANG-CITY-FUND-2018,A1,extracted,true,"已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m,statutory_debt_balance_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。；已接入2018年石家庄市全市政府性基金预算收入精确披露；来源等级为A1，保留执行状态，不改写为最终决算。"
CN-130200,130200,唐山市,13,河北省,地级市,core,2018,2018-12-31,prefecture_whole,secondary_debt,6954.97,7.30,757.00,432.43,749.29,313.16,,,,,1743.73,444.85,25.51,6.40,102.87,102.87,57.71,42.00,72.42,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-EBS-HEBEI-2018;SRC-B2-GOTOHUI-BALANCE-915361;SRC-B2-GOTOHUI-EXPENDITURE-241932;SRC-B2-GOTOHUI-GDP-274721;SRC-B2-GOTOHUI-GROWTH-145356;SRC-B2-GOTOHUI-POPULATION-9525;SRC-B2-GOTOHUI-REVENUE-241937;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,B2,needs_review,true,"已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-130300,130300,秦皇岛市,13,河北省,地级市,core,2018,2018-12-31,prefecture_whole,secondary_debt,1635.56,6.60,299.00,133.43,291.25,87.85,,,,,543.31,237.32,43.68,14.51,177.86,177.86,45.81,39.70,65.84,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-EBS-HEBEI-2018;SRC-B2-GOTOHUI-BALANCE-910320;SRC-B2-GOTOHUI-EXPENDITURE-246255;SRC-B2-GOTOHUI-GDP-301274;SRC-B2-GOTOHUI-GROWTH-145355;SRC-B2-GOTOHUI-POPULATION-9526;SRC-B2-GOTOHUI-REVENUE-246256;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,B2,needs_review,true,"已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-130400,130400,邯郸市,13,河北省,地级市,core,2018,2018-12-31,prefecture_whole,secondary_debt,3454.57,6.55,1054.00,243.40,626.00,167.60,,,,,775.31,277.41,35.78,8.03,113.97,113.97,38.88,40.78,68.86,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-EBS-HEBEI-2018;SRC-B2-GOTOHUI-BALANCE-898747;SRC-B2-GOTOHUI-EXPENDITURE-245505;SRC-B2-GOTOHUI-GDP-898997;SRC-B2-GOTOHUI-GROWTH-145357;SRC-B2-GOTOHUI-POPULATION-9505;SRC-B2-GOTOHUI-REVENUE-245500;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,B2,needs_review,true,"已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-130500,130500,邢台市,13,河北省,地级市,core,2018,2018-12-31,prefecture_whole,secondary_debt,2150.76,7.00,793.00,149.00,494.84,219.34,,,,,480.19,389.67,81.15,18.12,261.52,261.52,30.11,59.55,147.21,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-DEBT-HEBEI-XINGTAI-2018-RATING;SRC-B2-GOTOHUI-BALANCE-892278;SRC-B2-GOTOHUI-EXPENDITURE-245127;SRC-B2-GOTOHUI-GDP-892411;SRC-B2-GOTOHUI-GROWTH-145358;SRC-B2-GOTOHUI-POPULATION-9506;SRC-B2-GOTOHUI-REVENUE-245128;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,B2,needs_review,true,"已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-130600,130600,保定市,13,河北省,地级市,core,2018,2018-12-31,prefecture_whole,official_debt,3589.79,6.60,1204.00,286.36,1050.47,407.40,,124.36,,272.48,498.49,396.84,79.61,11.05,138.58,138.58,27.26,58.72,142.27,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-OFFICIAL-DEBT-HEBEI-BAODING-2018;SRC-B2-GOTOHUI-BALANCE-862003;SRC-B2-GOTOHUI-EXPENDITURE-240300;SRC-B2-GOTOHUI-GDP-278490;SRC-B2-GOTOHUI-GROWTH-145359;SRC-B2-GOTOHUI-POPULATION-9516;SRC-B2-GOTOHUI-REVENUE-240295;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,A2,needs_review,true,"已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m,statutory_debt_balance_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-130700,130700,张家口市,13,河北省,地级市,core,2018,2018-12-31,prefecture_whole,secondary_debt,1536.62,7.50,465.00,156.88,560.26,250.18,,,,,525.61,278.90,53.06,18.15,177.78,177.78,28.00,61.46,159.47,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-DEBT-HEBEI-ZHANGJIAKOU-2018-RATING;SRC-B2-GOTOHUI-BALANCE-889425;SRC-B2-GOTOHUI-EXPENDITURE-245372;SRC-B2-GOTOHUI-GDP-302506;SRC-B2-GOTOHUI-GROWTH-145360;SRC-B2-GOTOHUI-POPULATION-9620;SRC-B2-GOTOHUI-REVENUE-245379;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,B2,needs_review,true,"已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-130800,130800,承德市,13,河北省,地级市,core,2018,2018-12-31,prefecture_whole,official_debt,1481.51,6.44,381.00,104.55,377.17,136.13,,319.58,,181.45,565.70,501.03,88.57,33.82,479.23,479.23,27.72,56.56,130.21,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-OFFICIAL-DEBT-HEBEI-CHENGDE-2018;SRC-B2-GOTOHUI-BALANCE-875078;SRC-B2-GOTOHUI-EXPENDITURE-245992;SRC-B2-GOTOHUI-GDP-874718;SRC-B2-GOTOHUI-GROWTH-145361;SRC-B2-GOTOHUI-POPULATION-9623;SRC-B2-GOTOHUI-REVENUE-245993;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,A2,needs_review,true,"已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m,statutory_debt_balance_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-130900,130900,沧州市,13,河北省,地级市,core,2018,2018-12-31,prefecture_whole,secondary_debt,3676.41,6.40,780.00,263.39,622.25,198.43,,,,,434.22,376.57,86.72,10.24,142.97,142.97,42.33,42.97,75.34,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-EBS-HEBEI-2018;SRC-B2-GOTOHUI-BALANCE-921041;SRC-B2-GOTOHUI-EXPENDITURE-240263;SRC-B2-GOTOHUI-GDP-919677;SRC-B2-GOTOHUI-GROWTH-145362;SRC-B2-GOTOHUI-POPULATION-9514;SRC-B2-GOTOHUI-REVENUE-240262;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,B2,needs_review,true,"已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-131000,131000,廊坊市,13,河北省,地级市,core,2018,2018-12-31,prefecture_whole,secondary_debt,3108.22,6.50,477.00,362.03,620.35,186.93,,,,,384.58,278.95,72.53,8.97,77.05,77.05,58.36,34.05,51.63,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-EBS-HEBEI-2018;SRC-B2-GOTOHUI-BALANCE-858016;SRC-B2-GOTOHUI-EXPENDITURE-246513;SRC-B2-GOTOHUI-GDP-274246;SRC-B2-GOTOHUI-GROWTH-145363;SRC-B2-GOTOHUI-POPULATION-9521;SRC-B2-GOTOHUI-REVENUE-246508;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,B2,needs_review,true,"已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-131100,131100,衡水市,13,河北省,地级市,core,2018,2018-12-31,prefecture_whole,official_debt,1558.69,6.90,455.00,114.99,359.21,127.45,,93.42,,93.70,233.03,187.12,80.30,12.00,162.73,162.73,32.01,52.57,110.84,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-OFFICIAL-DEBT-HEBEI-HENGSHUI-2018-FROM-2019-DECISION;SRC-B2-GOTOHUI-BALANCE-887559;SRC-B2-GOTOHUI-EXPENDITURE-246744;SRC-B2-GOTOHUI-GDP-887655;SRC-B2-GOTOHUI-GROWTH-145364;SRC-B2-GOTOHUI-POPULATION-9511;SRC-B2-GOTOHUI-REVENUE-246745;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,A2,needs_review,true,"已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m,statutory_debt_balance_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-140100,140100,太原市,14,山西省,地级市,core,2018,2018-12-31,prefecture_whole,secondary_debt,3884.48,9.20,373.00,373.23,542.46,374.26,,,,,484.50,464.82,95.94,11.97,124.54,124.54,68.80,50.07,100.28,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-EBS-SHANXI-2018;SRC-B2-GOTOHUI-BALANCE-3051241;SRC-B2-GOTOHUI-EXPENDITURE-274991;SRC-B2-GOTOHUI-GDP-261419;SRC-B2-GOTOHUI-GROWTH-145365;SRC-B2-GOTOHUI-POPULATION-9495;SRC-B2-GOTOHUI-REVENUE-274990;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,B2,needs_review,true,"已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-140200,140200,大同市,14,山西省,地级市,core,2018,2018-12-31,prefecture_whole,secondary_debt,1271.96,6.80,318.00,119.69,333.99,80.95,,,,,334.50,320.50,95.81,25.20,267.78,267.78,35.84,40.35,67.63,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-EBS-SHANXI-2018;SRC-B2-GOTOHUI-BALANCE-1235802;SRC-B2-GOTOHUI-EXPENDITURE-303104;SRC-B2-GOTOHUI-GDP-261395;SRC-B2-GOTOHUI-GROWTH-145366;SRC-B2-GOTOHUI-POPULATION-9489;SRC-B2-GOTOHUI-REVENUE-303103;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,B2,needs_review,true,"已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-140300,140300,阳泉市,14,山西省,地级市,core,2018,2018-12-31,prefecture_whole,secondary_debt,733.69,6.70,132.00,57.62,123.93,13.66,,,,,132.80,122.70,92.39,16.72,212.95,212.95,46.49,19.16,23.71,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-EBS-SHANXI-2018;SRC-B2-GOTOHUI-EXPENDITURE-1243449;SRC-B2-GOTOHUI-GDP-261427;SRC-B2-GOTOHUI-GROWTH-145367;SRC-B2-GOTOHUI-POPULATION-9370;SRC-B2-GOTOHUI-REVENUE-1243448;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,B2,needs_review,true,"已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-140400,140400,长治市,14,山西省,地级市,core,2018,2018-12-31,prefecture_whole,secondary_debt,1645.63,7.40,339.00,150.67,323.73,34.22,,,,,182.60,157.55,86.28,9.57,104.57,104.57,46.54,18.51,22.71,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-EBS-SHANXI-2018;SRC-B2-GOTOHUI-BALANCE-1251189;SRC-B2-GOTOHUI-EXPENDITURE-303829;SRC-B2-GOTOHUI-FUND-1252063;SRC-B2-GOTOHUI-GDP-261435;SRC-B2-GOTOHUI-GROWTH-145368;SRC-B2-GOTOHUI-POPULATION-9333;SRC-B2-GOTOHUI-REVENUE-303828;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,B2,needs_review,true,"已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-140500,140500,晋城市,14,山西省,地级市,core,2018,2018-12-31,prefecture_whole,secondary_debt,1351.85,7.40,221.00,125.30,228.46,20.74,,61.16,,32.56,103.80,93.72,90.29,6.93,74.80,74.80,54.85,14.20,16.55,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-DEBT-SHANXI-JINCHENG-2018;SRC-B2-GOTOHUI-EXPENDITURE-1254840;SRC-B2-GOTOHUI-GDP-261399;SRC-B2-GOTOHUI-GROWTH-145369;SRC-B2-GOTOHUI-POPULATION-9291;SRC-B2-GOTOHUI-REVENUE-1254839;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,B2,needs_review,true,"已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m,statutory_debt_balance_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-140600,140600,朔州市,14,山西省,地级市,core,2018,2018-12-31,prefecture_whole,reported,1065.63,2.70,161.51,90.40,173.88,20.04,,,,,135.30,107.95,79.79,10.13,119.41,119.41,51.99,18.15,22.17,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-EBS-SHANXI-2018;SRC-B2-GOTOHUI-BALANCE-1256405;SRC-B2-GOTOHUI-EXPENDITURE-1256460;SRC-B2-GOTOHUI-GDP-261415;SRC-B2-GOTOHUI-GROWTH-145370;SRC-B2-GOTOHUI-POPULATION-9216;SRC-B2-GOTOHUI-REVENUE-1256459;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,B2,extracted,true,"已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。；已接入2018年朔州市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。"
CN-140700,140700,晋中市,14,山西省,地级市,core,2018,2018-12-31,prefecture_whole,secondary_debt,1447.60,7.09,333.00,150.81,322.64,136.24,,,,,326.00,304.40,93.37,21.03,201.84,201.84,46.74,47.46,90.34,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-EBS-SHANXI-2018;SRC-B2-GOTOHUI-EXPENDITURE-1278916;SRC-B2-GOTOHUI-GDP-261403;SRC-B2-GOTOHUI-GROWTH-145371;SRC-B2-GOTOHUI-POPULATION-9186;SRC-B2-GOTOHUI-REVENUE-1227045;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,B2,needs_review,true,"已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-140800,140800,运城市,14,山西省,地级市,core,2018,2018-12-31,prefecture_whole,secondary_debt,1509.64,7.00,481.75,80.74,337.87,34.83,,,,,161.18,151.16,93.78,10.01,187.22,187.22,23.90,30.14,43.14,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-EBS-SHANXI-2018;SRC-B2-GOTOHUI-BALANCE-3112368;SRC-B2-GOTOHUI-EXPENDITURE-304804;SRC-B2-GOTOHUI-GDP-261431;SRC-B2-GOTOHUI-GROWTH-145372;SRC-B2-GOTOHUI-REVENUE-304803;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,B2,needs_review,true,"已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2018年第三方公开研究面板 D 级临时值（字段=resident_population_10k,gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-140900,140900,忻州市,14,山西省,地级市,core,2018,2018-12-31,prefecture_whole,secondary_debt,989.13,5.00,308.00,81.46,313.78,26.29,,,,,222.70,181.57,81.53,18.36,222.89,222.89,25.96,24.40,32.27,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-EBS-SHANXI-2018;SRC-B2-GOTOHUI-EXPENDITURE-1282604;SRC-B2-GOTOHUI-GDP-261423;SRC-B2-GOTOHUI-GROWTH-145373;SRC-B2-GOTOHUI-POPULATION-9137;SRC-B2-GOTOHUI-REVENUE-1282605;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,B2,needs_review,true,"已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-141000,141000,临汾市,14,山西省,地级市,core,2018,2018-12-31,prefecture_whole,secondary_debt,1440.04,2.80,433.00,126.02,385.92,37.77,,,,,287.00,271.39,94.56,18.85,215.35,215.35,32.65,23.06,29.97,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2019;SRC-SECONDARY-EBS-SHANXI-2018;SRC-B2-GOTOHUI-BALANCE-3051245;SRC-B2-GOTOHUI-EXPENDITURE-1245581;SRC-B2-GOTOHUI-GDP-261407;SRC-B2-GOTOHUI-GROWTH-145374;SRC-B2-GOTOHUI-POPULATION-9180;SRC-B2-GOTOHUI-REVENUE-1245579;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,B2,needs_review,true,"已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2018年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
