city_id,admin_code_6,city_name_cn,province_code,province_name,prefecture_type,sample_tier,metric_year,period_end,geo_scope,data_status,gdp_current_100m,gdp_real_growth_pct,resident_population_10k,general_public_revenue_100m,general_public_expenditure_100m,gov_fund_revenue_100m,general_debt_limit_100m,general_debt_balance_100m,special_debt_limit_100m,special_debt_balance_100m,statutory_debt_limit_100m,statutory_debt_balance_100m,debt_limit_utilization_pct,statutory_debt_to_gdp_pct,statutory_debt_to_revenue_pct,statutory_debt_to_general_revenue_pct,fiscal_self_sufficiency_pct,fund_revenue_dependence_pct,gov_fund_to_general_revenue_pct,gov_fund_source_status,source_doc_id,source_grade,collection_status,lineage_complete_flag,note
CN-511800,511800,雅安市,51,四川省,地级市,core,2024,2024-12-31,prefecture_whole,preliminary,1082.98,6.50,143.30,84.03,261.26,,121.90,115.50,356.90,325.20,478.90,440.70,92.02,40.69,524.46,524.46,32.16,,,未采集,SRC-PROVINCE-DEBT-SICHUAN-2024;SRC-A2-YAAN-CITY-MACRO-FISCAL-2024;SRC-D-DACHUANG-CITY-PANEL-2015-2024,A2,extracted,true,已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2024年第三方公开研究面板 D 级临时值（字段=resident_population_10k）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。；已接入2024年雅安市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-511900,511900,巴中市,51,四川省,地级市,core,2024,2024-12-31,prefecture_whole,preliminary,870.51,6.30,261.30,65.41,404.38,,417.80,416.00,645.00,535.40,1062.80,951.30,89.51,109.28,1454.36,1454.36,16.18,,,未采集,SRC-PROVINCE-DEBT-SICHUAN-2024;SRC-B2-HONGHEIKU-CITY-BULLETIN-CN-511900-2024;SRC-D-DACHUANG-CITY-PANEL-2015-2024,B2,extracted,true,已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2024年第三方公开研究面板 D 级临时值（字段=resident_population_10k）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。；已接入2024年巴中市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-512000,512000,资阳市,51,四川省,地级市,core,2024,2024-12-31,prefecture_whole,preliminary,1090.00,6.50,221.80,72.10,236.10,,285.80,278.10,446.70,391.50,732.50,669.60,91.41,61.43,928.71,928.71,30.54,,,未采集,SRC-PROVINCE-DEBT-SICHUAN-2024;SRC-B2-ZIYANG-CITY-GROWTH-2024;SRC-B2-HONGHEIKU-CITY-BULLETIN-CN-512000-2024;SRC-D-DACHUANG-CITY-PANEL-2015-2024,B2,extracted,true,已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2024年第三方公开研究面板 D 级临时值（字段=resident_population_10k）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。；已接入2024年资阳市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-513200,513200,阿坝藏族羌族自治州,51,四川省,自治州,extended,2024,2024-12-31,prefecture_whole,preliminary,570.11,5.50,82.80,43.75,368.30,,100.00,92.00,78.30,77.90,178.20,169.90,95.34,29.80,388.34,388.34,11.88,,,未采集,SRC-PROVINCE-DEBT-SICHUAN-2024;SRC-B2-HONGHEIKU-CITY-BULLETIN-CN-513200-2024;SRC-D-DACHUANG-CITY-PANEL-2015-2024,B2,extracted,true,已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2024年第三方公开研究面板 D 级临时值（字段=resident_population_10k）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。；已接入2024年阿坝藏族羌族自治州官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-513300,513300,甘孜藏族自治州,51,四川省,自治州,extended,2024,2024-12-31,prefecture_whole,preliminary,580.52,5.40,,60.50,454.50,,112.50,109.20,51.50,48.30,163.90,157.40,96.03,27.11,260.17,260.17,13.31,,,未采集,SRC-PROVINCE-DEBT-SICHUAN-2024;SRC-B2-GANZI-CITY-MACRO-FISCAL-2024,B2,extracted,true,已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2024年甘孜藏族自治州官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-513400,513400,凉山彝族自治州,51,四川省,自治州,extended,2024,2024-12-31,prefecture_whole,preliminary,2474.90,6.00,491.10,220.30,848.50,,350.60,343.50,298.60,227.30,649.20,570.70,87.91,23.06,259.06,259.06,25.96,,,未采集,SRC-PROVINCE-DEBT-SICHUAN-2024;SRC-B2-LIANGSHAN-CITY-MACRO-FISCAL-2024;SRC-D-DACHUANG-CITY-PANEL-2015-2024,B2,extracted,true,已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2024年第三方公开研究面板 D 级临时值（字段=resident_population_10k）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。；已接入2024年凉山彝族自治州官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-520100,520100,贵阳市,52,贵州省,地级市,core,2024,2024-12-31,prefecture_whole,execution,5777.40,6.00,660.25,434.09,693.05,,812.35,803.43,2986.99,2966.05,3799.34,3769.48,99.21,65.25,868.36,868.36,62.63,,,未采集,SRC-PROVINCE-DEBT-GUIZHOU-2024;SRC-B2-HONGHEIKU-CITY-BULLETIN-CN-520100-2024;SRC-A1-NBS-MAJOR-CITY-ANNUAL-2024;SRC-B2-GUIZHOU-REGIONAL-MACRO-2024;SRC-D-DACHUANG-CITY-PANEL-2015-2024,A1,extracted,true,已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2024年贵阳市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-520200,520200,六盘水市,52,贵州省,地级市,core,2024,2024-12-31,prefecture_whole,preliminary,1710.59,5.20,303.70,117.32,351.50,,682.82,676.01,456.97,455.77,1139.79,1131.78,99.30,66.16,964.69,964.69,33.38,,,未采集,SRC-PROVINCE-DEBT-GUIZHOU-2024;SRC-B2-HONGHEIKU-CITY-BULLETIN-CN-520200-2024;SRC-B2-GUIZHOU-REGIONAL-MACRO-2024;SRC-D-DACHUANG-CITY-PANEL-2015-2024,B2,extracted,true,已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2024年六盘水市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-520300,520300,遵义市,52,贵州省,地级市,core,2024,2024-12-31,prefecture_whole,preliminary,5027.20,5.70,649.45,347.80,862.40,,1603.88,1594.11,1197.65,1194.29,2801.53,2788.40,99.53,55.47,801.73,801.73,40.33,,,未采集,SRC-PROVINCE-DEBT-GUIZHOU-2024;SRC-B2-GUIZHOU-ZUNYI-CITY-FISCAL-2024;SRC-B2-GUIZHOU-REGIONAL-MACRO-2024;SRC-D-DACHUANG-CITY-PANEL-2015-2024,B2,extracted,true,已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2024年遵义市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-520400,520400,安顺市,52,贵州省,地级市,core,2024,2024-12-31,prefecture_whole,preliminary,1186.11,4.00,246.55,65.34,296.92,,423.45,419.97,423.28,421.74,846.73,841.71,99.41,70.96,1288.20,1288.20,22.01,,,未采集,SRC-PROVINCE-DEBT-GUIZHOU-2024;SRC-B2-HONGHEIKU-CITY-BULLETIN-CN-520400-2024;SRC-B2-GUIZHOU-REGIONAL-MACRO-2024;SRC-D-DACHUANG-CITY-PANEL-2015-2024,B2,extracted,true,已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2024年安顺市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-520500,520500,毕节市,52,贵州省,地级市,core,2024,2024-12-31,prefecture_whole,preliminary,2457.59,4.30,662.16,134.50,754.20,,968.60,956.36,648.85,647.02,1617.45,1603.38,99.13,65.24,1192.10,1192.10,17.83,,,未采集,SRC-PROVINCE-DEBT-GUIZHOU-2024;SRC-B2-GUIZHOU-BIJIE-CITY-FISCAL-2024;SRC-B2-GUIZHOU-REGIONAL-MACRO-2024;SRC-D-DACHUANG-CITY-PANEL-2015-2024,B2,extracted,true,已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2024年毕节市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-520600,520600,铜仁市,52,贵州省,地级市,core,2024,2024-12-31,prefecture_whole,preliminary,1649.81,4.90,297.59,74.58,501.28,,818.21,811.13,612.32,611.75,1430.53,1422.88,99.47,86.25,1907.86,1907.86,14.88,,,未采集,SRC-PROVINCE-DEBT-GUIZHOU-2024;SRC-B2-HONGHEIKU-CITY-BULLETIN-CN-520600-2024;SRC-B2-GUIZHOU-REGIONAL-MACRO-2024;SRC-D-DACHUANG-CITY-PANEL-2015-2024,B2,extracted,true,已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2024年铜仁市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-522300,522300,黔西南布依族苗族自治州,52,贵州省,自治州,extended,2024,2024-12-31,prefecture_whole,preliminary,1649.81,4.90,316.15,95.27,416.51,,605.79,600.90,518.17,516.91,1123.96,1117.81,99.45,67.75,1173.31,1173.31,22.87,,,未采集,SRC-PROVINCE-DEBT-GUIZHOU-2024;SRC-B2-GUIZHOU-QIANXINAN-CITY-FISCAL-2024;SRC-B2-GUIZHOU-REGIONAL-MACRO-2024;SRC-D-DACHUANG-CITY-PANEL-2015-2024,B2,extracted,true,已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2024年黔西南布依族苗族自治州官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-522600,522600,黔东南苗族侗族自治州,52,贵州省,自治州,extended,2024,2024-12-31,prefecture_whole,preliminary,1432.38,5.60,374.03,80.42,527.26,,508.69,483.66,522.29,520.94,1030.98,1004.60,97.44,70.14,1249.19,1249.19,15.25,,,未采集,SRC-PROVINCE-DEBT-GUIZHOU-2024;SRC-B2-GUIZHOU-QIANDONGNAN-CITY-FISCAL-2024;SRC-B2-GUIZHOU-REGIONAL-MACRO-2024;SRC-D-DACHUANG-CITY-PANEL-2015-2024,B2,extracted,true,已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2024年黔东南苗族侗族自治州官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-522700,522700,黔南布依族苗族自治州,52,贵州省,自治州,extended,2024,2024-12-31,prefecture_whole,preliminary,1947.16,5.60,350.12,128.38,503.01,,751.37,747.03,827.12,822.60,1578.49,1569.63,99.44,80.61,1222.64,1222.64,25.52,,,未采集,SRC-PROVINCE-DEBT-GUIZHOU-2024;SRC-B2-GUIZHOU-QIANNAN-CITY-FISCAL-2024;SRC-B2-GUIZHOU-REGIONAL-MACRO-2024;SRC-D-DACHUANG-CITY-PANEL-2015-2024,B2,extracted,true,已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2024年黔南布依族苗族自治州官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-530100,530100,昆明市,53,云南省,地级市,core,2024,2024-12-31,prefecture_whole,execution,8275.20,4.00,868.70,547.22,842.85,220.71,,758.46,,2083.58,,2842.04,,34.34,519.36,519.36,64.92,28.74,40.33,城市财政局官方预算执行报告（全市口径）,SRC-SECONDARY-DEBT-YUNNAN-KUNMING-2024;SRC-B2-YUNNAN-REGIONAL-FISCAL-2024-530100;SRC-A1-NBS-MAJOR-CITY-ANNUAL-2024;SRC-D-DACHUANG-CITY-PANEL-2015-2024,A1,extracted,true,已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2024年第三方公开研究面板 D 级临时值（字段=resident_population_10k）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。；已接入2024年昆明市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-530300,530300,曲靖市,53,云南省,地级市,core,2024,2024-12-31,prefecture_whole,execution,3677.22,-0.90,563.40,166.83,545.83,31.01,,,,,,1055.10,,28.69,632.44,632.44,30.56,15.67,18.59,城市财政局官方预算执行报告（全市口径）,SRC-SECONDARY-CEIC-CN-530300;SRC-B2-YUNNAN-REGIONAL-FISCAL-2024-530300;SRC-A2-YUNNAN-CITY-FISCAL-2024-QUJING;SRC-D-DACHUANG-CITY-PANEL-2015-2024,A2,extracted,true,已接入商业数据库公开城市债务页的 provisional 补缺值；经济财政字段与债务字段来源状态分开记录，必须回到官方预算/决算或统计公报复核。；已接入2024年第三方公开研究面板 D 级临时值（字段=resident_population_10k）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。；已接入2024年曲靖市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-530400,530400,玉溪市,53,云南省,地级市,core,2024,2024-12-31,prefecture_whole,execution,2582.10,3.80,226.60,157.81,279.70,64.79,401.92,382.95,507.87,493.42,909.79,876.37,96.33,33.94,555.33,555.33,56.42,29.11,41.06,城市财政局官方预算执行报告（全市口径）,SRC-CITY-DEBT-YUNNAN-YUXI-2024;SRC-B2-YUNNAN-REGIONAL-FISCAL-2024-530400;SRC-B2-HONGHEIKU-CITY-BULLETIN-CN-530400-2024;SRC-D-DACHUANG-CITY-PANEL-2015-2024,B2,extracted,true,已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2024年第三方公开研究面板 D 级临时值（字段=resident_population_10k）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。；已接入2024年玉溪市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-530500,530500,保山市,53,云南省,地级市,core,2024,2024-12-31,prefecture_whole,preliminary,1281.91,2.60,,60.22,253.84,,,293.05,,473.82,,766.87,,59.82,1273.45,1273.45,23.72,,,未采集,SRC-CITY-DEBT-YUNNAN-BAOSHAN-2024;SRC-B2-HONGHEIKU-CITY-BULLETIN-CN-530500-2024,B2,extracted,true,已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2024年保山市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-530600,530600,昭通市,53,云南省,地级市,core,2024,2024-12-31,prefecture_whole,execution,2016.91,4.60,480.40,117.52,614.89,42.59,,,,,,1258.20,,62.38,1070.63,1070.63,19.11,26.60,36.24,城市财政局官方预算执行报告（全市口径）,SRC-SECONDARY-CEIC-CN-530600;SRC-B2-YUNNAN-REGIONAL-FISCAL-2024-530600;SRC-B2-HONGHEIKU-CITY-BULLETIN-CN-530600-2024;SRC-D-DACHUANG-CITY-PANEL-2015-2024,B2,extracted,true,已接入商业数据库公开城市债务页的 provisional 补缺值；经济财政字段与债务字段来源状态分开记录，必须回到官方预算/决算或统计公报复核。；已接入2024年第三方公开研究面板 D 级临时值（字段=resident_population_10k）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。；已接入2024年昭通市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-530700,530700,丽江市,53,云南省,地级市,core,2024,2024-12-31,prefecture_whole,execution,710.03,4.70,,56.67,181.01,15.13,,,,,,453.03,,63.80,799.42,799.42,31.31,21.07,26.70,城市财政局官方预算执行报告（全市口径）,SRC-SECONDARY-DEBT-YUNNAN-LIJIANG-2024;SRC-B2-YUNNAN-REGIONAL-FISCAL-2024-530700;SRC-A2-LIJIANG-CITY-FISCAL-EXPENDITURE-2024,A2,extracted,true,已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2024年丽江市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-530800,530800,普洱市,53,云南省,地级市,core,2024,2024-12-31,prefecture_whole,execution,1188.93,3.10,233.70,74.47,324.13,22.69,,213.15,,386.91,,600.06,,50.47,805.77,805.77,22.98,23.35,30.47,城市财政局官方预算执行报告（全市口径）,SRC-OFFICIAL-DEBT-YUNNAN-PUER-2024;SRC-B2-YUNNAN-REGIONAL-FISCAL-2024-530800;SRC-A2-YUNNAN-CITY-FISCAL-2024-PUER;SRC-D-DACHUANG-CITY-PANEL-2015-2024,A2,extracted,true,已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2024年第三方公开研究面板 D 级临时值（字段=resident_population_10k）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。；已接入2024年普洱市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-530900,530900,临沧市,53,云南省,地级市,core,2024,2024-12-31,prefecture_whole,execution,1150.19,3.70,,50.56,270.98,20.23,198.18,191.36,397.84,395.75,596.02,587.11,98.51,51.04,1161.21,1161.21,18.66,28.58,40.01,城市财政局官方预算执行报告（全市口径）,SRC-CITY-DEBT-YUNNAN-LINCANG-2024;SRC-B2-YUNNAN-REGIONAL-FISCAL-2024-530900;SRC-B2-HONGHEIKU-CITY-BULLETIN-CN-530900-2024,B2,extracted,true,已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2024年临沧市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-532300,532300,楚雄彝族自治州,53,云南省,自治州,extended,2024,2024-12-31,prefecture_whole,preliminary,2018.95,2.70,232.70,103.90,322.82,,,,,,,707.08,,35.02,680.54,680.54,32.19,,,未采集,SRC-OFFICIAL-DEBT-YUNNAN-CHUXIONG-2024;SRC-B2-HONGHEIKU-CITY-BULLETIN-CN-532300-2024;SRC-D-DACHUANG-CITY-PANEL-2015-2024,B2,extracted,true,已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2024年第三方公开研究面板 D 级临时值（字段=resident_population_10k）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。；已接入2024年楚雄彝族自治州官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-532500,532500,红河哈尼族彝族自治州,53,云南省,自治州,extended,2024,2024-12-31,prefecture_whole,execution,2985.49,5.20,433.90,145.75,513.14,50.70,280.53,271.73,716.57,710.02,997.10,981.75,98.46,32.88,673.58,673.58,28.40,25.81,34.79,城市财政局官方预算执行报告（全市口径）,SRC-CITY-DEBT-YUNNAN-HONGHE-2024;SRC-B2-YUNNAN-REGIONAL-FISCAL-2024-532500;SRC-B2-HONGHEIKU-CITY-BULLETIN-CN-532500-2024;SRC-D-DACHUANG-CITY-PANEL-2015-2024,B2,extracted,true,已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2024年第三方公开研究面板 D 级临时值（字段=resident_population_10k）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。；已接入2024年红河哈尼族彝族自治州官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-532600,532600,文山壮族苗族自治州,53,云南省,自治州,extended,2024,2024-12-31,prefecture_whole,preliminary,1549.11,6.00,337.20,69.43,388.53,,,,,,,896.59,,57.88,1291.36,1291.36,17.87,,,未采集,SRC-OFFICIAL-DEBT-YUNNAN-WENSHAN-2024;SRC-B2-HONGHEIKU-CITY-BULLETIN-CN-532600-2024;SRC-D-DACHUANG-CITY-PANEL-2015-2024,B2,extracted,true,已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2024年第三方公开研究面板 D 级临时值（字段=resident_population_10k）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。；已接入2024年文山壮族苗族自治州官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-532800,532800,西双版纳傣族自治州,53,云南省,自治州,extended,2024,2024-12-31,prefecture_whole,execution,901.80,3.70,,38.57,152.67,24.55,,,,,,305.39,,33.86,791.78,791.78,25.26,38.89,63.65,城市财政局官方预算执行报告（全市口径）,SRC-OFFICIAL-DEBT-YUNNAN-XISHUANGBANNA-2024;SRC-B2-YUNNAN-REGIONAL-FISCAL-2024-532800;SRC-B2-HONGHEIKU-CITY-BULLETIN-CN-532800-2024,B2,extracted,true,已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2024年西双版纳傣族自治州官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-532900,532900,大理白族自治州,53,云南省,自治州,extended,2024,2024-12-31,prefecture_whole,execution,2010.93,2.50,,104.65,390.10,16.65,229.79,225.60,617.07,612.27,846.86,837.87,98.94,41.67,800.64,800.64,26.83,13.73,15.91,城市财政局官方预算执行报告（全市口径）,SRC-CITY-DEBT-YUNNAN-DALI-2024;SRC-B2-YUNNAN-REGIONAL-FISCAL-2024-532900;SRC-B2-HONGHEIKU-CITY-BULLETIN-CN-532900-2024,B2,extracted,true,已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2024年大理白族自治州官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-533100,533100,德宏傣族景颇族自治州,53,云南省,自治州,extended,2024,2024-12-31,prefecture_whole,preliminary,620.12,3.00,,40.73,177.89,,,,,,,487.52,,78.62,1196.96,1196.96,22.90,,,未采集,SRC-SECONDARY-DEBT-YUNNAN-DEHONG-2024;SRC-B2-HONGHEIKU-CITY-BULLETIN-CN-533100-2024,B2,extracted,true,已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2024年德宏傣族景颇族自治州官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-533300,533300,怒江傈僳族自治州,53,云南省,自治州,extended,2024,2024-12-31,prefecture_whole,preliminary,278.89,4.50,53.20,13.87,129.18,,,111.59,,62.51,,174.10,,62.43,1255.23,1255.23,10.74,,,未采集,SRC-OFFICIAL-DEBT-YUNNAN-NUJIANG-2024;SRC-B2-HONGHEIKU-CITY-BULLETIN-CN-533300-2024;SRC-D-DACHUANG-CITY-PANEL-2015-2024,B2,extracted,true,已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2024年第三方公开研究面板 D 级临时值（字段=resident_population_10k）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。；已接入2024年怒江傈僳族自治州官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-533400,533400,迪庆藏族自治州,53,云南省,自治州,extended,2024,2024-12-31,prefecture_whole,preliminary,307.01,0.40,,19.15,145.35,,109.33,106.81,88.94,88.47,198.27,195.28,98.49,63.61,1019.74,1019.74,13.18,,,未采集,SRC-CITY-DEBT-YUNNAN-DIQING-2024;SRC-A2-DIQING-CITY-MACRO-FISCAL-2024;SRC-B2-HONGHEIKU-CITY-BULLETIN-CN-533400-2024,A2,extracted,true,已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2024年迪庆藏族自治州官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-540100,540100,拉萨市,54,西藏自治区,地级市,core,2024,2024-12-31,prefecture_whole,execution,990.00,6.70,87.64,120.64,465.35,,53.17,52.30,87.12,85.26,140.29,137.56,98.05,13.89,114.03,114.03,25.92,,,未采集,SRC-CITY-DEBT-TIBET-LHASA-2024;SRC-B2-HONGHEIKU-CITY-BULLETIN-CN-540100-2024;SRC-A1-NBS-MAJOR-CITY-ANNUAL-2024;SRC-B2-TIBET-REGIONAL-MACRO-2024;SRC-D-DACHUANG-CITY-PANEL-2015-2024,A1,extracted,true,已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2024年拉萨市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-540200,540200,日喀则市,54,西藏自治区,地级市,core,2024,2024-12-31,prefecture_whole,execution,464.30,6.40,81.45,24.38,450.21,,,,,,,117.35,,25.27,481.34,481.34,5.42,,,未采集,SRC-SECONDARY-DEBT-TIBET-2024-TOTALS;SRC-A2-TIBET-CITY-FISCAL-2024-RIKAZE;SRC-B2-TIBET-REGIONAL-MACRO-2024,A2,extracted,true,已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2024年日喀则市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-540300,540300,昌都市,54,西藏自治区,地级市,core,2024,2024-12-31,prefecture_whole,execution,386.01,6.40,,32.07,325.66,,92.85,89.32,20.58,20.58,113.42,109.90,96.90,28.47,342.69,342.69,9.85,,,未采集,SRC-CITY-DEBT-TIBET-CHANGDU-2024;SRC-A2-TIBET-CITY-FISCAL-2024-CHANGDU;SRC-B2-HONGHEIKU-CITY-BULLETIN-CN-540300-2024;SRC-B2-TIBET-REGIONAL-MACRO-2024,A2,extracted,true,已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2024年昌都市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-540400,540400,林芝市,54,西藏自治区,地级市,core,2024,2024-12-31,prefecture_whole,preliminary,267.78,6.30,,18.51,246.46,,,,,,,55.23,,20.63,298.38,298.38,7.51,,,未采集,SRC-SECONDARY-DEBT-TIBET-2024-TOTALS;SRC-B2-HONGHEIKU-CITY-BULLETIN-CN-540400-2024;SRC-B2-TIBET-REGIONAL-MACRO-2024,B2,extracted,true,已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2024年林芝市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
CN-540500,540500,山南市,54,西藏自治区,地级市,core,2024,2024-12-31,prefecture_whole,preliminary,304.42,5.80,35.75,21.40,284.50,,50.02,48.34,36.42,35.37,86.44,83.71,96.84,27.50,391.17,391.17,7.52,,,未采集,SRC-CITY-DEBT-TIBET-SHANNAN-2024;SRC-B2-HONGHEIKU-CITY-BULLETIN-CN-540500-2024;SRC-B2-TIBET-REGIONAL-MACRO-2024,B2,extracted,true,已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2024年山南市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。
