city_id,admin_code_6,city_code_12,city_name_cn,province_code,province_name,prefecture_type,sample_tier,metric_year,roster_year,roster_source_year,valid_from,valid_to,roster_version_status,source_doc_id,source_locator,system_valid_from,system_valid_to,note
CN-110000,110000,110000000000,北京市,11,北京市,直辖市,separate,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=110100000000, parent=110000000000",2026-08-01T00:00:00+08:00,,
CN-120000,120000,120000000000,天津市,12,天津市,直辖市,separate,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=120100000000, parent=120000000000",2026-08-01T00:00:00+08:00,,
CN-130100,130100,130100000000,石家庄市,13,河北省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=130100000000, parent=130000000000",2026-08-01T00:00:00+08:00,,
CN-130200,130200,130200000000,唐山市,13,河北省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=130200000000, parent=130000000000",2026-08-01T00:00:00+08:00,,
CN-130300,130300,130300000000,秦皇岛市,13,河北省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=130300000000, parent=130000000000",2026-08-01T00:00:00+08:00,,
CN-130400,130400,130400000000,邯郸市,13,河北省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=130400000000, parent=130000000000",2026-08-01T00:00:00+08:00,,
CN-130500,130500,130500000000,邢台市,13,河北省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=130500000000, parent=130000000000",2026-08-01T00:00:00+08:00,,
CN-130600,130600,130600000000,保定市,13,河北省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=130600000000, parent=130000000000",2026-08-01T00:00:00+08:00,,
CN-130700,130700,130700000000,张家口市,13,河北省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=130700000000, parent=130000000000",2026-08-01T00:00:00+08:00,,
CN-130800,130800,130800000000,承德市,13,河北省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=130800000000, parent=130000000000",2026-08-01T00:00:00+08:00,,
CN-130900,130900,130900000000,沧州市,13,河北省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=130900000000, parent=130000000000",2026-08-01T00:00:00+08:00,,
CN-131000,131000,131000000000,廊坊市,13,河北省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=131000000000, parent=130000000000",2026-08-01T00:00:00+08:00,,
CN-131100,131100,131100000000,衡水市,13,河北省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=131100000000, parent=130000000000",2026-08-01T00:00:00+08:00,,
CN-140100,140100,140100000000,太原市,14,山西省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=140100000000, parent=140000000000",2026-08-01T00:00:00+08:00,,
CN-140200,140200,140200000000,大同市,14,山西省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=140200000000, parent=140000000000",2026-08-01T00:00:00+08:00,,
CN-140300,140300,140300000000,阳泉市,14,山西省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=140300000000, parent=140000000000",2026-08-01T00:00:00+08:00,,
CN-140400,140400,140400000000,长治市,14,山西省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=140400000000, parent=140000000000",2026-08-01T00:00:00+08:00,,
CN-140500,140500,140500000000,晋城市,14,山西省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=140500000000, parent=140000000000",2026-08-01T00:00:00+08:00,,
CN-140600,140600,140600000000,朔州市,14,山西省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=140600000000, parent=140000000000",2026-08-01T00:00:00+08:00,,
CN-140700,140700,140700000000,晋中市,14,山西省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=140700000000, parent=140000000000",2026-08-01T00:00:00+08:00,,
CN-140800,140800,140800000000,运城市,14,山西省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=140800000000, parent=140000000000",2026-08-01T00:00:00+08:00,,
CN-140900,140900,140900000000,忻州市,14,山西省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=140900000000, parent=140000000000",2026-08-01T00:00:00+08:00,,
CN-141000,141000,141000000000,临汾市,14,山西省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=141000000000, parent=140000000000",2026-08-01T00:00:00+08:00,,
CN-141100,141100,141100000000,吕梁市,14,山西省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=141100000000, parent=140000000000",2026-08-01T00:00:00+08:00,,
CN-150100,150100,150100000000,呼和浩特市,15,内蒙古自治区,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=150100000000, parent=150000000000",2026-08-01T00:00:00+08:00,,
CN-150200,150200,150200000000,包头市,15,内蒙古自治区,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=150200000000, parent=150000000000",2026-08-01T00:00:00+08:00,,
CN-150300,150300,150300000000,乌海市,15,内蒙古自治区,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=150300000000, parent=150000000000",2026-08-01T00:00:00+08:00,,
CN-150400,150400,150400000000,赤峰市,15,内蒙古自治区,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=150400000000, parent=150000000000",2026-08-01T00:00:00+08:00,,
CN-150500,150500,150500000000,通辽市,15,内蒙古自治区,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=150500000000, parent=150000000000",2026-08-01T00:00:00+08:00,,
CN-150600,150600,150600000000,鄂尔多斯市,15,内蒙古自治区,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=150600000000, parent=150000000000",2026-08-01T00:00:00+08:00,,
CN-150700,150700,150700000000,呼伦贝尔市,15,内蒙古自治区,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=150700000000, parent=150000000000",2026-08-01T00:00:00+08:00,,
CN-150800,150800,150800000000,巴彦淖尔市,15,内蒙古自治区,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=150800000000, parent=150000000000",2026-08-01T00:00:00+08:00,,
CN-150900,150900,150900000000,乌兰察布市,15,内蒙古自治区,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=150900000000, parent=150000000000",2026-08-01T00:00:00+08:00,,
CN-152200,152200,152200000000,兴安盟,15,内蒙古自治区,盟,extended,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=152200000000, parent=150000000000",2026-08-01T00:00:00+08:00,,
CN-152500,152500,152500000000,锡林郭勒盟,15,内蒙古自治区,盟,extended,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=152500000000, parent=150000000000",2026-08-01T00:00:00+08:00,,
CN-152900,152900,152900000000,阿拉善盟,15,内蒙古自治区,盟,extended,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=152900000000, parent=150000000000",2026-08-01T00:00:00+08:00,,
CN-210100,210100,210100000000,沈阳市,21,辽宁省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=210100000000, parent=210000000000",2026-08-01T00:00:00+08:00,,
CN-210200,210200,210200000000,大连市,21,辽宁省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=210200000000, parent=210000000000",2026-08-01T00:00:00+08:00,,
CN-210300,210300,210300000000,鞍山市,21,辽宁省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=210300000000, parent=210000000000",2026-08-01T00:00:00+08:00,,
CN-210400,210400,210400000000,抚顺市,21,辽宁省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=210400000000, parent=210000000000",2026-08-01T00:00:00+08:00,,
CN-210500,210500,210500000000,本溪市,21,辽宁省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=210500000000, parent=210000000000",2026-08-01T00:00:00+08:00,,
CN-210600,210600,210600000000,丹东市,21,辽宁省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=210600000000, parent=210000000000",2026-08-01T00:00:00+08:00,,
CN-210700,210700,210700000000,锦州市,21,辽宁省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=210700000000, parent=210000000000",2026-08-01T00:00:00+08:00,,
CN-210800,210800,210800000000,营口市,21,辽宁省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=210800000000, parent=210000000000",2026-08-01T00:00:00+08:00,,
CN-210900,210900,210900000000,阜新市,21,辽宁省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=210900000000, parent=210000000000",2026-08-01T00:00:00+08:00,,
CN-211000,211000,211000000000,辽阳市,21,辽宁省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=211000000000, parent=210000000000",2026-08-01T00:00:00+08:00,,
CN-211100,211100,211100000000,盘锦市,21,辽宁省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=211100000000, parent=210000000000",2026-08-01T00:00:00+08:00,,
CN-211200,211200,211200000000,铁岭市,21,辽宁省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=211200000000, parent=210000000000",2026-08-01T00:00:00+08:00,,
CN-211300,211300,211300000000,朝阳市,21,辽宁省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=211300000000, parent=210000000000",2026-08-01T00:00:00+08:00,,
CN-211400,211400,211400000000,葫芦岛市,21,辽宁省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=211400000000, parent=210000000000",2026-08-01T00:00:00+08:00,,
CN-220100,220100,220100000000,长春市,22,吉林省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=220100000000, parent=220000000000",2026-08-01T00:00:00+08:00,,
CN-220200,220200,220200000000,吉林市,22,吉林省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=220200000000, parent=220000000000",2026-08-01T00:00:00+08:00,,
CN-220300,220300,220300000000,四平市,22,吉林省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=220300000000, parent=220000000000",2026-08-01T00:00:00+08:00,,
CN-220400,220400,220400000000,辽源市,22,吉林省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=220400000000, parent=220000000000",2026-08-01T00:00:00+08:00,,
CN-220500,220500,220500000000,通化市,22,吉林省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=220500000000, parent=220000000000",2026-08-01T00:00:00+08:00,,
CN-220600,220600,220600000000,白山市,22,吉林省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=220600000000, parent=220000000000",2026-08-01T00:00:00+08:00,,
CN-220700,220700,220700000000,松原市,22,吉林省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=220700000000, parent=220000000000",2026-08-01T00:00:00+08:00,,
CN-220800,220800,220800000000,白城市,22,吉林省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=220800000000, parent=220000000000",2026-08-01T00:00:00+08:00,,
CN-222400,222400,222400000000,延边朝鲜族自治州,22,吉林省,自治州,extended,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=222400000000, parent=220000000000",2026-08-01T00:00:00+08:00,,
CN-230100,230100,230100000000,哈尔滨市,23,黑龙江省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=230100000000, parent=230000000000",2026-08-01T00:00:00+08:00,,
CN-230200,230200,230200000000,齐齐哈尔市,23,黑龙江省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=230200000000, parent=230000000000",2026-08-01T00:00:00+08:00,,
CN-230300,230300,230300000000,鸡西市,23,黑龙江省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=230300000000, parent=230000000000",2026-08-01T00:00:00+08:00,,
CN-230400,230400,230400000000,鹤岗市,23,黑龙江省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=230400000000, parent=230000000000",2026-08-01T00:00:00+08:00,,
CN-230500,230500,230500000000,双鸭山市,23,黑龙江省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=230500000000, parent=230000000000",2026-08-01T00:00:00+08:00,,
CN-230600,230600,230600000000,大庆市,23,黑龙江省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=230600000000, parent=230000000000",2026-08-01T00:00:00+08:00,,
CN-230700,230700,230700000000,伊春市,23,黑龙江省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=230700000000, parent=230000000000",2026-08-01T00:00:00+08:00,,
CN-230800,230800,230800000000,佳木斯市,23,黑龙江省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=230800000000, parent=230000000000",2026-08-01T00:00:00+08:00,,
CN-230900,230900,230900000000,七台河市,23,黑龙江省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=230900000000, parent=230000000000",2026-08-01T00:00:00+08:00,,
CN-231000,231000,231000000000,牡丹江市,23,黑龙江省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=231000000000, parent=230000000000",2026-08-01T00:00:00+08:00,,
CN-231100,231100,231100000000,黑河市,23,黑龙江省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=231100000000, parent=230000000000",2026-08-01T00:00:00+08:00,,
CN-231200,231200,231200000000,绥化市,23,黑龙江省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=231200000000, parent=230000000000",2026-08-01T00:00:00+08:00,,
CN-232700,232700,232700000000,大兴安岭地区,23,黑龙江省,地区,extended,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=232700000000, parent=230000000000",2026-08-01T00:00:00+08:00,,
CN-310000,310000,310000000000,上海市,31,上海市,直辖市,separate,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=310100000000, parent=310000000000",2026-08-01T00:00:00+08:00,,
CN-320100,320100,320100000000,南京市,32,江苏省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=320100000000, parent=320000000000",2026-08-01T00:00:00+08:00,,
CN-320200,320200,320200000000,无锡市,32,江苏省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=320200000000, parent=320000000000",2026-08-01T00:00:00+08:00,,
CN-320300,320300,320300000000,徐州市,32,江苏省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=320300000000, parent=320000000000",2026-08-01T00:00:00+08:00,,
CN-320400,320400,320400000000,常州市,32,江苏省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=320400000000, parent=320000000000",2026-08-01T00:00:00+08:00,,
CN-320500,320500,320500000000,苏州市,32,江苏省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=320500000000, parent=320000000000",2026-08-01T00:00:00+08:00,,
CN-320600,320600,320600000000,南通市,32,江苏省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=320600000000, parent=320000000000",2026-08-01T00:00:00+08:00,,
CN-320700,320700,320700000000,连云港市,32,江苏省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=320700000000, parent=320000000000",2026-08-01T00:00:00+08:00,,
CN-320800,320800,320800000000,淮安市,32,江苏省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=320800000000, parent=320000000000",2026-08-01T00:00:00+08:00,,
CN-320900,320900,320900000000,盐城市,32,江苏省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=320900000000, parent=320000000000",2026-08-01T00:00:00+08:00,,
CN-321000,321000,321000000000,扬州市,32,江苏省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=321000000000, parent=320000000000",2026-08-01T00:00:00+08:00,,
CN-321100,321100,321100000000,镇江市,32,江苏省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=321100000000, parent=320000000000",2026-08-01T00:00:00+08:00,,
CN-321200,321200,321200000000,泰州市,32,江苏省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=321200000000, parent=320000000000",2026-08-01T00:00:00+08:00,,
CN-321300,321300,321300000000,宿迁市,32,江苏省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=321300000000, parent=320000000000",2026-08-01T00:00:00+08:00,,
CN-330100,330100,330100000000,杭州市,33,浙江省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=330100000000, parent=330000000000",2026-08-01T00:00:00+08:00,,
CN-330200,330200,330200000000,宁波市,33,浙江省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=330200000000, parent=330000000000",2026-08-01T00:00:00+08:00,,
CN-330300,330300,330300000000,温州市,33,浙江省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=330300000000, parent=330000000000",2026-08-01T00:00:00+08:00,,
CN-330400,330400,330400000000,嘉兴市,33,浙江省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=330400000000, parent=330000000000",2026-08-01T00:00:00+08:00,,
CN-330500,330500,330500000000,湖州市,33,浙江省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=330500000000, parent=330000000000",2026-08-01T00:00:00+08:00,,
CN-330600,330600,330600000000,绍兴市,33,浙江省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=330600000000, parent=330000000000",2026-08-01T00:00:00+08:00,,
CN-330700,330700,330700000000,金华市,33,浙江省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=330700000000, parent=330000000000",2026-08-01T00:00:00+08:00,,
CN-330800,330800,330800000000,衢州市,33,浙江省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=330800000000, parent=330000000000",2026-08-01T00:00:00+08:00,,
CN-330900,330900,330900000000,舟山市,33,浙江省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=330900000000, parent=330000000000",2026-08-01T00:00:00+08:00,,
CN-331000,331000,331000000000,台州市,33,浙江省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=331000000000, parent=330000000000",2026-08-01T00:00:00+08:00,,
CN-331100,331100,331100000000,丽水市,33,浙江省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=331100000000, parent=330000000000",2026-08-01T00:00:00+08:00,,
CN-340100,340100,340100000000,合肥市,34,安徽省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=340100000000, parent=340000000000",2026-08-01T00:00:00+08:00,,
CN-340200,340200,340200000000,芜湖市,34,安徽省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=340200000000, parent=340000000000",2026-08-01T00:00:00+08:00,,
CN-340300,340300,340300000000,蚌埠市,34,安徽省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=340300000000, parent=340000000000",2026-08-01T00:00:00+08:00,,
CN-340400,340400,340400000000,淮南市,34,安徽省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=340400000000, parent=340000000000",2026-08-01T00:00:00+08:00,,
CN-340500,340500,340500000000,马鞍山市,34,安徽省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=340500000000, parent=340000000000",2026-08-01T00:00:00+08:00,,
CN-340600,340600,340600000000,淮北市,34,安徽省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=340600000000, parent=340000000000",2026-08-01T00:00:00+08:00,,
CN-340700,340700,340700000000,铜陵市,34,安徽省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=340700000000, parent=340000000000",2026-08-01T00:00:00+08:00,,
CN-340800,340800,340800000000,安庆市,34,安徽省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=340800000000, parent=340000000000",2026-08-01T00:00:00+08:00,,
CN-341000,341000,341000000000,黄山市,34,安徽省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=341000000000, parent=340000000000",2026-08-01T00:00:00+08:00,,
CN-341100,341100,341100000000,滁州市,34,安徽省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=341100000000, parent=340000000000",2026-08-01T00:00:00+08:00,,
CN-341200,341200,341200000000,阜阳市,34,安徽省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=341200000000, parent=340000000000",2026-08-01T00:00:00+08:00,,
CN-341300,341300,341300000000,宿州市,34,安徽省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=341300000000, parent=340000000000",2026-08-01T00:00:00+08:00,,
CN-341500,341500,341500000000,六安市,34,安徽省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=341500000000, parent=340000000000",2026-08-01T00:00:00+08:00,,
CN-341600,341600,341600000000,亳州市,34,安徽省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=341600000000, parent=340000000000",2026-08-01T00:00:00+08:00,,
CN-341700,341700,341700000000,池州市,34,安徽省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=341700000000, parent=340000000000",2026-08-01T00:00:00+08:00,,
CN-341800,341800,341800000000,宣城市,34,安徽省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=341800000000, parent=340000000000",2026-08-01T00:00:00+08:00,,
CN-350100,350100,350100000000,福州市,35,福建省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=350100000000, parent=350000000000",2026-08-01T00:00:00+08:00,,
CN-350200,350200,350200000000,厦门市,35,福建省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=350200000000, parent=350000000000",2026-08-01T00:00:00+08:00,,
CN-350300,350300,350300000000,莆田市,35,福建省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=350300000000, parent=350000000000",2026-08-01T00:00:00+08:00,,
CN-350400,350400,350400000000,三明市,35,福建省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=350400000000, parent=350000000000",2026-08-01T00:00:00+08:00,,
CN-350500,350500,350500000000,泉州市,35,福建省,地级市,core,2018,2018,2018,2018-01-01,,official_source_snapshot,SRC-ADMIN-DIVISION-2018,"level=2, code=350500000000, parent=350000000000",2026-08-01T00:00:00+08:00,,
