record_id,city_id,metric_year,period_end,geo_scope,general_debt_limit_100m,general_debt_balance_100m,special_debt_limit_100m,special_debt_balance_100m,statutory_debt_limit_100m,statutory_debt_balance_100m,data_status,source_doc_id,source_grade,collection_status,lineage_complete_flag,note
DEBT-CN-110000-2018-PREFECTURE,CN-110000,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-120000-2018-PREFECTURE,CN-120000,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-130100-2018-PREFECTURE,CN-130100,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-130200-2018-PREFECTURE,CN-130200,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-130300-2018-PREFECTURE,CN-130300,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-130400-2018-PREFECTURE,CN-130400,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-130500-2018-PREFECTURE,CN-130500,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-130600-2018-PREFECTURE,CN-130600,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-130700-2018-PREFECTURE,CN-130700,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-130800-2018-PREFECTURE,CN-130800,2018,2018-12-31,prefecture_whole,,319.58,,181.45,,501.03,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-HEBEI-CHENGDE-2018,A2,extracted,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-130900-2018-PREFECTURE,CN-130900,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-131000-2018-PREFECTURE,CN-131000,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-131100-2018-PREFECTURE,CN-131100,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-140100-2018-PREFECTURE,CN-140100,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-140200-2018-PREFECTURE,CN-140200,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-140300-2018-PREFECTURE,CN-140300,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-140400-2018-PREFECTURE,CN-140400,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-140500-2018-PREFECTURE,CN-140500,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-140600-2018-PREFECTURE,CN-140600,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-140700-2018-PREFECTURE,CN-140700,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-140800-2018-PREFECTURE,CN-140800,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-140900-2018-PREFECTURE,CN-140900,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-141000-2018-PREFECTURE,CN-141000,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-141100-2018-PREFECTURE,CN-141100,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-150100-2018-PREFECTURE,CN-150100,2018,2018-12-31,prefecture_whole,,,,,,840.67,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-CEIC-CN-150100,D,needs_review,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-150200-2018-PREFECTURE,CN-150200,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-150300-2018-PREFECTURE,CN-150300,2018,2018-12-31,prefecture_whole,,,,,,172.94,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-CEIC-CN-150300,D,needs_review,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-150400-2018-PREFECTURE,CN-150400,2018,2018-12-31,prefecture_whole,,,,,,336.94,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-CEIC-CN-150400,D,needs_review,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-150500-2018-PREFECTURE,CN-150500,2018,2018-12-31,prefecture_whole,347.00,348.00,62.51,53.37,409.51,401.37,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-INNER-MONGOLIA-TONGLIAO-2018,A2,extracted,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-150600-2018-PREFECTURE,CN-150600,2018,2018-12-31,prefecture_whole,1432.88,1413.99,44.45,37.82,1477.33,1451.80,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-INNER-MONGOLIA-ORDOS-2018,A2,extracted,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-150700-2018-PREFECTURE,CN-150700,2018,2018-12-31,prefecture_whole,,,,,,371.59,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-CEIC-CN-150700,D,needs_review,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-150800-2018-PREFECTURE,CN-150800,2018,2018-12-31,prefecture_whole,247.82,257.53,42.75,47.98,290.57,305.52,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-INNER-MONGOLIA-BAYANNUR-2018,A2,extracted,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-150900-2018-PREFECTURE,CN-150900,2018,2018-12-31,prefecture_whole,495.85,477.49,74.85,75.02,570.70,552.51,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-INNER-MONGOLIA-ULANQAB-2018,A2,extracted,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-152200-2018-PREFECTURE,CN-152200,2018,2018-12-31,prefecture_whole,188.57,189.89,32.37,30.42,220.94,220.32,official_debt,SRC-OFFICIAL-DEBT-INNER-MONGOLIA-XINGAN-2018,A2,extracted,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-152500-2018-PREFECTURE,CN-152500,2018,2018-12-31,prefecture_whole,,,,,,,not_collected,,,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-152900-2018-PREFECTURE,CN-152900,2018,2018-12-31,prefecture_whole,131.52,128.27,31.48,31.32,163.00,159.59,official_debt,SRC-OFFICIAL-DEBT-INNER-MONGOLIA-ALXA-2018,A2,extracted,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-210100-2018-PREFECTURE,CN-210100,2018,2018-12-31,prefecture_whole,,922.00,,764.00,,1686.00,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-LIAONING-CITIES-2018,A2,extracted,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-210200-2018-PREFECTURE,CN-210200,2018,2018-12-31,prefecture_whole,,1318.00,,667.00,,1985.00,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-LIAONING-CITIES-2018,A2,extracted,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-210300-2018-PREFECTURE,CN-210300,2018,2018-12-31,prefecture_whole,,433.00,,295.00,,728.00,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-LIAONING-CITIES-2018,A2,extracted,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-210400-2018-PREFECTURE,CN-210400,2018,2018-12-31,prefecture_whole,,341.00,,44.00,,385.00,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-LIAONING-CITIES-2018,A2,extracted,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-210500-2018-PREFECTURE,CN-210500,2018,2018-12-31,prefecture_whole,,201.00,,73.00,,274.00,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-LIAONING-CITIES-2018,A2,extracted,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-210600-2018-PREFECTURE,CN-210600,2018,2018-12-31,prefecture_whole,,248.00,,14.00,,262.00,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-LIAONING-CITIES-2018,A2,extracted,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-210700-2018-PREFECTURE,CN-210700,2018,2018-12-31,prefecture_whole,,329.00,,33.00,,362.00,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-LIAONING-CITIES-2018,A2,extracted,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-210800-2018-PREFECTURE,CN-210800,2018,2018-12-31,prefecture_whole,,704.00,,103.00,,807.00,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-LIAONING-CITIES-2018,A2,extracted,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-210900-2018-PREFECTURE,CN-210900,2018,2018-12-31,prefecture_whole,,116.00,,29.00,,145.00,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-LIAONING-CITIES-2018,A2,extracted,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-211000-2018-PREFECTURE,CN-211000,2018,2018-12-31,prefecture_whole,,247.00,,27.00,,274.00,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-LIAONING-CITIES-2018,A2,extracted,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-211100-2018-PREFECTURE,CN-211100,2018,2018-12-31,prefecture_whole,,568.00,,60.00,,628.00,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-LIAONING-CITIES-2018,A2,extracted,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-211200-2018-PREFECTURE,CN-211200,2018,2018-12-31,prefecture_whole,,147.00,,104.00,,251.00,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-LIAONING-CITIES-2018,A2,extracted,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-211300-2018-PREFECTURE,CN-211300,2018,2018-12-31,prefecture_whole,,121.00,,56.00,,177.00,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-LIAONING-CITIES-2018,A2,extracted,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-211400-2018-PREFECTURE,CN-211400,2018,2018-12-31,prefecture_whole,,331.00,,36.00,,367.00,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-LIAONING-CITIES-2018,A2,extracted,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-220100-2018-PREFECTURE,CN-220100,2018,2018-12-31,prefecture_whole,673.19,604.43,626.12,513.33,1299.32,1117.76,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JILIN-2018,A1,extracted,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-220200-2018-PREFECTURE,CN-220200,2018,2018-12-31,prefecture_whole,188.86,172.25,84.51,76.15,273.37,248.40,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JILIN-2018,A1,extracted,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-220300-2018-PREFECTURE,CN-220300,2018,2018-12-31,prefecture_whole,87.14,65.37,18.99,18.72,106.13,84.09,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JILIN-2018,A1,extracted,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-220400-2018-PREFECTURE,CN-220400,2018,2018-12-31,prefecture_whole,59.81,54.57,48.61,44.89,108.42,99.46,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JILIN-2018,A1,extracted,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-220500-2018-PREFECTURE,CN-220500,2018,2018-12-31,prefecture_whole,52.86,53.20,43.74,42.46,96.60,95.66,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JILIN-2018,A1,extracted,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-220600-2018-PREFECTURE,CN-220600,2018,2018-12-31,prefecture_whole,80.81,63.63,9.04,7.13,89.85,70.76,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JILIN-2018,A1,extracted,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-220700-2018-PREFECTURE,CN-220700,2018,2018-12-31,prefecture_whole,83.77,80.01,30.56,28.13,114.33,108.15,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JILIN-2018,A1,extracted,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-220800-2018-PREFECTURE,CN-220800,2018,2018-12-31,prefecture_whole,92.99,85.07,27.22,27.18,120.21,112.25,official_debt,SRC-CITY-PANEL-1990-2023;SRC-PROVINCE-DEBT-JILIN-2018,A1,extracted,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-222400-2018-PREFECTURE,CN-222400,2018,2018-12-31,prefecture_whole,208.92,185.13,70.63,62.78,279.55,247.91,official_debt,SRC-PROVINCE-DEBT-JILIN-2018,A1,extracted,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-230100-2018-PREFECTURE,CN-230100,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-230200-2018-PREFECTURE,CN-230200,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-230300-2018-PREFECTURE,CN-230300,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-230400-2018-PREFECTURE,CN-230400,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-230500-2018-PREFECTURE,CN-230500,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-230600-2018-PREFECTURE,CN-230600,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-230700-2018-PREFECTURE,CN-230700,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-230800-2018-PREFECTURE,CN-230800,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-230900-2018-PREFECTURE,CN-230900,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-231000-2018-PREFECTURE,CN-231000,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-231100-2018-PREFECTURE,CN-231100,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-231200-2018-PREFECTURE,CN-231200,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-232700-2018-PREFECTURE,CN-232700,2018,2018-12-31,prefecture_whole,,,,,,,not_collected,,,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-310000-2018-PREFECTURE,CN-310000,2018,2018-12-31,prefecture_whole,3962.90,2642.90,3740.60,2392.00,7703.50,5034.90,official_debt,SRC-CITY-PANEL-1990-2023;SRC-CITY-DEBT-SHANGHAI-2018,A1,extracted,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-320100-2018-PREFECTURE,CN-320100,2018,2018-12-31,prefecture_whole,,,,,,2419.30,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGSU-2018-CITY-TOTALS,B2,needs_review,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-320200-2018-PREFECTURE,CN-320200,2018,2018-12-31,prefecture_whole,,,,,,1081.60,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGSU-2018-CITY-TOTALS,B2,needs_review,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-320300-2018-PREFECTURE,CN-320300,2018,2018-12-31,prefecture_whole,,,,,,766.40,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGSU-2018-CITY-TOTALS,B2,needs_review,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-320400-2018-PREFECTURE,CN-320400,2018,2018-12-31,prefecture_whole,,,,,,854.70,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGSU-2018-CITY-TOTALS,B2,needs_review,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-320500-2018-PREFECTURE,CN-320500,2018,2018-12-31,prefecture_whole,,,,,,1363.20,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGSU-2018-CITY-TOTALS,B2,needs_review,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-320600-2018-PREFECTURE,CN-320600,2018,2018-12-31,prefecture_whole,,,,,,1500.70,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGSU-2018-CITY-TOTALS,B2,needs_review,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-320700-2018-PREFECTURE,CN-320700,2018,2018-12-31,prefecture_whole,,,,,,467.20,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGSU-2018-CITY-TOTALS,B2,needs_review,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-320800-2018-PREFECTURE,CN-320800,2018,2018-12-31,prefecture_whole,,,,,,524.90,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGSU-2018-CITY-TOTALS,B2,needs_review,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-320900-2018-PREFECTURE,CN-320900,2018,2018-12-31,prefecture_whole,,,,,,1015.40,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGSU-2018-CITY-TOTALS,B2,needs_review,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-321000-2018-PREFECTURE,CN-321000,2018,2018-12-31,prefecture_whole,,,,,,773.20,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGSU-2018-CITY-TOTALS,B2,needs_review,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-321100-2018-PREFECTURE,CN-321100,2018,2018-12-31,prefecture_whole,,,,,,702.20,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGSU-2018-CITY-TOTALS,B2,needs_review,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-321200-2018-PREFECTURE,CN-321200,2018,2018-12-31,prefecture_whole,,,,,,716.20,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGSU-2018-CITY-TOTALS,B2,needs_review,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-321300-2018-PREFECTURE,CN-321300,2018,2018-12-31,prefecture_whole,,,,,,570.40,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGSU-2018-CITY-TOTALS,B2,needs_review,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-330100-2018-PREFECTURE,CN-330100,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-330200-2018-PREFECTURE,CN-330200,2018,2018-12-31,prefecture_whole,,1151.83,,655.47,,1807.30,official_debt,SRC-CITY-PANEL-1990-2023;SRC-CELMA-API-DEBT-3302-2018,A2,extracted,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-330300-2018-PREFECTURE,CN-330300,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-330400-2018-PREFECTURE,CN-330400,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-330500-2018-PREFECTURE,CN-330500,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-330600-2018-PREFECTURE,CN-330600,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-330700-2018-PREFECTURE,CN-330700,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-330800-2018-PREFECTURE,CN-330800,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-330900-2018-PREFECTURE,CN-330900,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-331000-2018-PREFECTURE,CN-331000,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-331100-2018-PREFECTURE,CN-331100,2018,2018-12-31,prefecture_whole,,,,,,,provisional,SRC-CITY-PANEL-1990-2023,D,missing,false,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-340100-2018-PREFECTURE,CN-340100,2018,2018-12-31,prefecture_whole,,,,,,836.66,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-ANHUI-2018-CITY-TOTALS,B2,needs_review,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-340200-2018-PREFECTURE,CN-340200,2018,2018-12-31,prefecture_whole,,,,,,615.59,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-ANHUI-2018-CITY-TOTALS,B2,needs_review,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-340300-2018-PREFECTURE,CN-340300,2018,2018-12-31,prefecture_whole,,,,,,281.81,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-ANHUI-2018-CITY-TOTALS,B2,needs_review,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-340400-2018-PREFECTURE,CN-340400,2018,2018-12-31,prefecture_whole,,,,,,242.78,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-ANHUI-2018-CITY-TOTALS,B2,needs_review,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-340500-2018-PREFECTURE,CN-340500,2018,2018-12-31,prefecture_whole,,,,,,310.50,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-ANHUI-2018-CITY-TOTALS,B2,needs_review,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-340600-2018-PREFECTURE,CN-340600,2018,2018-12-31,prefecture_whole,,,,,,142.89,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-ANHUI-2018-CITY-TOTALS,B2,needs_review,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-340700-2018-PREFECTURE,CN-340700,2018,2018-12-31,prefecture_whole,,,,,,255.93,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-ANHUI-2018-CITY-TOTALS,B2,needs_review,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-340800-2018-PREFECTURE,CN-340800,2018,2018-12-31,prefecture_whole,,,,,,377.42,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-ANHUI-2018-CITY-TOTALS,B2,needs_review,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-341000-2018-PREFECTURE,CN-341000,2018,2018-12-31,prefecture_whole,,,,,,187.26,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-ANHUI-2018-CITY-TOTALS,B2,needs_review,true,法定债务四个分项保持独立；缺失值保留 null。
DEBT-CN-341100-2018-PREFECTURE,CN-341100,2018,2018-12-31,prefecture_whole,,,,,,463.10,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-ANHUI-2018-CITY-TOTALS,B2,needs_review,true,法定债务四个分项保持独立；缺失值保留 null。
