calculation_id,target_table,target_record_id,target_field,formula_id,formula_version,input_record_ids,input_fields,output_value,output_unit,calculation_status,calculated_at,note
CAL-CN-110000-2018-statutory_debt_limit_100m,city_macro_fiscal,MACRO-CN-110000-2018-PREFECTURE,statutory_debt_limit_100m,F-STATUTORY-LIMIT,v1.0,MACRO-CN-110000-2018-PREFECTURE,general_debt_limit_100m;special_debt_limit_100m,8302.40,亿元,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-110000-2018-statutory_debt_balance_100m,city_macro_fiscal,MACRO-CN-110000-2018-PREFECTURE,statutory_debt_balance_100m,F-STATUTORY-BALANCE,v1.0,MACRO-CN-110000-2018-PREFECTURE,general_debt_balance_100m;special_debt_balance_100m,4248.89,亿元,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-110000-2018-debt_limit_utilization_pct,city_macro_fiscal,MACRO-CN-110000-2018-PREFECTURE,debt_limit_utilization_pct,F-DEBT-LIMIT-UTIL,v1.0,MACRO-CN-110000-2018-PREFECTURE,statutory_debt_balance_100m;statutory_debt_limit_100m,51.18,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-110000-2018-statutory_debt_to_gdp_pct,city_macro_fiscal,MACRO-CN-110000-2018-PREFECTURE,statutory_debt_to_gdp_pct,F-DEBT-GDP,v1.0,MACRO-CN-110000-2018-PREFECTURE,statutory_debt_balance_100m;gdp_current_100m,14.01,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-110000-2018-statutory_debt_to_revenue_pct,city_macro_fiscal,MACRO-CN-110000-2018-PREFECTURE,statutory_debt_to_revenue_pct,F-DEBT-REV,v1.0,MACRO-CN-110000-2018-PREFECTURE,statutory_debt_balance_100m;general_public_revenue_100m,73.43,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-110000-2018-statutory_debt_to_general_revenue_pct,city_macro_fiscal,MACRO-CN-110000-2018-PREFECTURE,statutory_debt_to_general_revenue_pct,F-DEBT-REV-LEGACY,v1.0,MACRO-CN-110000-2018-PREFECTURE,statutory_debt_balance_100m;general_public_revenue_100m,73.43,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-110000-2018-fiscal_self_sufficiency_pct,city_macro_fiscal,MACRO-CN-110000-2018-PREFECTURE,fiscal_self_sufficiency_pct,F-FISCAL-SELF,v1.0,MACRO-CN-110000-2018-PREFECTURE,general_public_revenue_100m;general_public_expenditure_100m,77.48,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-110000-2018-fund_revenue_dependence_pct,city_macro_fiscal,MACRO-CN-110000-2018-PREFECTURE,fund_revenue_dependence_pct,F-FUND-DEPEND,v1.0,MACRO-CN-110000-2018-PREFECTURE,gov_fund_revenue_100m;general_public_revenue_100m,25.78,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-110000-2018-gov_fund_to_general_revenue_pct,city_macro_fiscal,MACRO-CN-110000-2018-PREFECTURE,gov_fund_to_general_revenue_pct,F-FUND-REV-LEGACY,v1.0,MACRO-CN-110000-2018-PREFECTURE,gov_fund_revenue_100m;general_public_revenue_100m,34.73,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-120000-2018-statutory_debt_limit_100m,city_macro_fiscal,MACRO-CN-120000-2018-PREFECTURE,statutory_debt_limit_100m,F-STATUTORY-LIMIT,v1.0,MACRO-CN-120000-2018-PREFECTURE,general_debt_limit_100m;special_debt_limit_100m,4158.50,亿元,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-120000-2018-statutory_debt_balance_100m,city_macro_fiscal,MACRO-CN-120000-2018-PREFECTURE,statutory_debt_balance_100m,F-STATUTORY-BALANCE,v1.0,MACRO-CN-120000-2018-PREFECTURE,general_debt_balance_100m;special_debt_balance_100m,4078.36,亿元,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-120000-2018-debt_limit_utilization_pct,city_macro_fiscal,MACRO-CN-120000-2018-PREFECTURE,debt_limit_utilization_pct,F-DEBT-LIMIT-UTIL,v1.0,MACRO-CN-120000-2018-PREFECTURE,statutory_debt_balance_100m;statutory_debt_limit_100m,98.07,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-120000-2018-statutory_debt_to_gdp_pct,city_macro_fiscal,MACRO-CN-120000-2018-PREFECTURE,statutory_debt_to_gdp_pct,F-DEBT-GDP,v1.0,MACRO-CN-120000-2018-PREFECTURE,statutory_debt_balance_100m;gdp_current_100m,21.68,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-120000-2018-statutory_debt_to_revenue_pct,city_macro_fiscal,MACRO-CN-120000-2018-PREFECTURE,statutory_debt_to_revenue_pct,F-DEBT-REV,v1.0,MACRO-CN-120000-2018-PREFECTURE,statutory_debt_balance_100m;general_public_revenue_100m,193.64,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-120000-2018-statutory_debt_to_general_revenue_pct,city_macro_fiscal,MACRO-CN-120000-2018-PREFECTURE,statutory_debt_to_general_revenue_pct,F-DEBT-REV-LEGACY,v1.0,MACRO-CN-120000-2018-PREFECTURE,statutory_debt_balance_100m;general_public_revenue_100m,193.64,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-120000-2018-fiscal_self_sufficiency_pct,city_macro_fiscal,MACRO-CN-120000-2018-PREFECTURE,fiscal_self_sufficiency_pct,F-FISCAL-SELF,v1.0,MACRO-CN-120000-2018-PREFECTURE,general_public_revenue_100m;general_public_expenditure_100m,67.84,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-120000-2018-fund_revenue_dependence_pct,city_macro_fiscal,MACRO-CN-120000-2018-PREFECTURE,fund_revenue_dependence_pct,F-FUND-DEPEND,v1.0,MACRO-CN-120000-2018-PREFECTURE,gov_fund_revenue_100m;general_public_revenue_100m,35.52,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-120000-2018-gov_fund_to_general_revenue_pct,city_macro_fiscal,MACRO-CN-120000-2018-PREFECTURE,gov_fund_to_general_revenue_pct,F-FUND-REV-LEGACY,v1.0,MACRO-CN-120000-2018-PREFECTURE,gov_fund_revenue_100m;general_public_revenue_100m,55.10,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130100-2018-statutory_debt_limit_100m,city_macro_fiscal,MACRO-CN-130100-2018-PREFECTURE,statutory_debt_limit_100m,F-STATUTORY-LIMIT,v1.0,MACRO-CN-130100-2018-PREFECTURE,general_debt_limit_100m;special_debt_limit_100m,1230.18,亿元,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130100-2018-statutory_debt_balance_100m,city_macro_fiscal,MACRO-CN-130100-2018-PREFECTURE,statutory_debt_balance_100m,F-STATUTORY-BALANCE,v1.0,MACRO-CN-130100-2018-PREFECTURE,general_debt_balance_100m;special_debt_balance_100m,1073.39,亿元,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130100-2018-debt_limit_utilization_pct,city_macro_fiscal,MACRO-CN-130100-2018-PREFECTURE,debt_limit_utilization_pct,F-DEBT-LIMIT-UTIL,v1.0,MACRO-CN-130100-2018-PREFECTURE,statutory_debt_balance_100m;statutory_debt_limit_100m,87.25,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130100-2018-statutory_debt_to_gdp_pct,city_macro_fiscal,MACRO-CN-130100-2018-PREFECTURE,statutory_debt_to_gdp_pct,F-DEBT-GDP,v1.0,MACRO-CN-130100-2018-PREFECTURE,statutory_debt_balance_100m;gdp_current_100m,17.65,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130100-2018-statutory_debt_to_revenue_pct,city_macro_fiscal,MACRO-CN-130100-2018-PREFECTURE,statutory_debt_to_revenue_pct,F-DEBT-REV,v1.0,MACRO-CN-130100-2018-PREFECTURE,statutory_debt_balance_100m;general_public_revenue_100m,206.55,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130100-2018-statutory_debt_to_general_revenue_pct,city_macro_fiscal,MACRO-CN-130100-2018-PREFECTURE,statutory_debt_to_general_revenue_pct,F-DEBT-REV-LEGACY,v1.0,MACRO-CN-130100-2018-PREFECTURE,statutory_debt_balance_100m;general_public_revenue_100m,206.55,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130100-2018-fiscal_self_sufficiency_pct,city_macro_fiscal,MACRO-CN-130100-2018-PREFECTURE,fiscal_self_sufficiency_pct,F-FISCAL-SELF,v1.0,MACRO-CN-130100-2018-PREFECTURE,general_public_revenue_100m;general_public_expenditure_100m,52.41,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130100-2018-fund_revenue_dependence_pct,city_macro_fiscal,MACRO-CN-130100-2018-PREFECTURE,fund_revenue_dependence_pct,F-FUND-DEPEND,v1.0,MACRO-CN-130100-2018-PREFECTURE,gov_fund_revenue_100m;general_public_revenue_100m,51.91,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130100-2018-gov_fund_to_general_revenue_pct,city_macro_fiscal,MACRO-CN-130100-2018-PREFECTURE,gov_fund_to_general_revenue_pct,F-FUND-REV-LEGACY,v1.0,MACRO-CN-130100-2018-PREFECTURE,gov_fund_revenue_100m;general_public_revenue_100m,107.93,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130200-2018-statutory_debt_limit_100m,city_macro_fiscal,MACRO-CN-130200-2018-PREFECTURE,statutory_debt_limit_100m,F-STATUTORY-LIMIT,v1.0,MACRO-CN-130200-2018-PREFECTURE,general_debt_limit_100m;special_debt_limit_100m,1743.73,亿元,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130200-2018-statutory_debt_balance_100m,city_macro_fiscal,MACRO-CN-130200-2018-PREFECTURE,statutory_debt_balance_100m,F-STATUTORY-BALANCE,v1.0,MACRO-CN-130200-2018-PREFECTURE,general_debt_balance_100m;special_debt_balance_100m,444.85,亿元,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130200-2018-debt_limit_utilization_pct,city_macro_fiscal,MACRO-CN-130200-2018-PREFECTURE,debt_limit_utilization_pct,F-DEBT-LIMIT-UTIL,v1.0,MACRO-CN-130200-2018-PREFECTURE,statutory_debt_balance_100m;statutory_debt_limit_100m,25.51,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130200-2018-statutory_debt_to_gdp_pct,city_macro_fiscal,MACRO-CN-130200-2018-PREFECTURE,statutory_debt_to_gdp_pct,F-DEBT-GDP,v1.0,MACRO-CN-130200-2018-PREFECTURE,statutory_debt_balance_100m;gdp_current_100m,6.40,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130200-2018-statutory_debt_to_revenue_pct,city_macro_fiscal,MACRO-CN-130200-2018-PREFECTURE,statutory_debt_to_revenue_pct,F-DEBT-REV,v1.0,MACRO-CN-130200-2018-PREFECTURE,statutory_debt_balance_100m;general_public_revenue_100m,102.87,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130200-2018-statutory_debt_to_general_revenue_pct,city_macro_fiscal,MACRO-CN-130200-2018-PREFECTURE,statutory_debt_to_general_revenue_pct,F-DEBT-REV-LEGACY,v1.0,MACRO-CN-130200-2018-PREFECTURE,statutory_debt_balance_100m;general_public_revenue_100m,102.87,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130200-2018-fiscal_self_sufficiency_pct,city_macro_fiscal,MACRO-CN-130200-2018-PREFECTURE,fiscal_self_sufficiency_pct,F-FISCAL-SELF,v1.0,MACRO-CN-130200-2018-PREFECTURE,general_public_revenue_100m;general_public_expenditure_100m,57.71,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130200-2018-fund_revenue_dependence_pct,city_macro_fiscal,MACRO-CN-130200-2018-PREFECTURE,fund_revenue_dependence_pct,F-FUND-DEPEND,v1.0,MACRO-CN-130200-2018-PREFECTURE,gov_fund_revenue_100m;general_public_revenue_100m,42.00,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130200-2018-gov_fund_to_general_revenue_pct,city_macro_fiscal,MACRO-CN-130200-2018-PREFECTURE,gov_fund_to_general_revenue_pct,F-FUND-REV-LEGACY,v1.0,MACRO-CN-130200-2018-PREFECTURE,gov_fund_revenue_100m;general_public_revenue_100m,72.42,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130300-2018-statutory_debt_limit_100m,city_macro_fiscal,MACRO-CN-130300-2018-PREFECTURE,statutory_debt_limit_100m,F-STATUTORY-LIMIT,v1.0,MACRO-CN-130300-2018-PREFECTURE,general_debt_limit_100m;special_debt_limit_100m,543.31,亿元,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130300-2018-statutory_debt_balance_100m,city_macro_fiscal,MACRO-CN-130300-2018-PREFECTURE,statutory_debt_balance_100m,F-STATUTORY-BALANCE,v1.0,MACRO-CN-130300-2018-PREFECTURE,general_debt_balance_100m;special_debt_balance_100m,237.32,亿元,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130300-2018-debt_limit_utilization_pct,city_macro_fiscal,MACRO-CN-130300-2018-PREFECTURE,debt_limit_utilization_pct,F-DEBT-LIMIT-UTIL,v1.0,MACRO-CN-130300-2018-PREFECTURE,statutory_debt_balance_100m;statutory_debt_limit_100m,43.68,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130300-2018-statutory_debt_to_gdp_pct,city_macro_fiscal,MACRO-CN-130300-2018-PREFECTURE,statutory_debt_to_gdp_pct,F-DEBT-GDP,v1.0,MACRO-CN-130300-2018-PREFECTURE,statutory_debt_balance_100m;gdp_current_100m,14.51,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130300-2018-statutory_debt_to_revenue_pct,city_macro_fiscal,MACRO-CN-130300-2018-PREFECTURE,statutory_debt_to_revenue_pct,F-DEBT-REV,v1.0,MACRO-CN-130300-2018-PREFECTURE,statutory_debt_balance_100m;general_public_revenue_100m,177.86,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130300-2018-statutory_debt_to_general_revenue_pct,city_macro_fiscal,MACRO-CN-130300-2018-PREFECTURE,statutory_debt_to_general_revenue_pct,F-DEBT-REV-LEGACY,v1.0,MACRO-CN-130300-2018-PREFECTURE,statutory_debt_balance_100m;general_public_revenue_100m,177.86,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130300-2018-fiscal_self_sufficiency_pct,city_macro_fiscal,MACRO-CN-130300-2018-PREFECTURE,fiscal_self_sufficiency_pct,F-FISCAL-SELF,v1.0,MACRO-CN-130300-2018-PREFECTURE,general_public_revenue_100m;general_public_expenditure_100m,45.81,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130300-2018-fund_revenue_dependence_pct,city_macro_fiscal,MACRO-CN-130300-2018-PREFECTURE,fund_revenue_dependence_pct,F-FUND-DEPEND,v1.0,MACRO-CN-130300-2018-PREFECTURE,gov_fund_revenue_100m;general_public_revenue_100m,39.70,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130300-2018-gov_fund_to_general_revenue_pct,city_macro_fiscal,MACRO-CN-130300-2018-PREFECTURE,gov_fund_to_general_revenue_pct,F-FUND-REV-LEGACY,v1.0,MACRO-CN-130300-2018-PREFECTURE,gov_fund_revenue_100m;general_public_revenue_100m,65.84,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130400-2018-statutory_debt_limit_100m,city_macro_fiscal,MACRO-CN-130400-2018-PREFECTURE,statutory_debt_limit_100m,F-STATUTORY-LIMIT,v1.0,MACRO-CN-130400-2018-PREFECTURE,general_debt_limit_100m;special_debt_limit_100m,775.31,亿元,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130400-2018-statutory_debt_balance_100m,city_macro_fiscal,MACRO-CN-130400-2018-PREFECTURE,statutory_debt_balance_100m,F-STATUTORY-BALANCE,v1.0,MACRO-CN-130400-2018-PREFECTURE,general_debt_balance_100m;special_debt_balance_100m,277.41,亿元,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130400-2018-debt_limit_utilization_pct,city_macro_fiscal,MACRO-CN-130400-2018-PREFECTURE,debt_limit_utilization_pct,F-DEBT-LIMIT-UTIL,v1.0,MACRO-CN-130400-2018-PREFECTURE,statutory_debt_balance_100m;statutory_debt_limit_100m,35.78,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130400-2018-statutory_debt_to_gdp_pct,city_macro_fiscal,MACRO-CN-130400-2018-PREFECTURE,statutory_debt_to_gdp_pct,F-DEBT-GDP,v1.0,MACRO-CN-130400-2018-PREFECTURE,statutory_debt_balance_100m;gdp_current_100m,8.03,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130400-2018-statutory_debt_to_revenue_pct,city_macro_fiscal,MACRO-CN-130400-2018-PREFECTURE,statutory_debt_to_revenue_pct,F-DEBT-REV,v1.0,MACRO-CN-130400-2018-PREFECTURE,statutory_debt_balance_100m;general_public_revenue_100m,113.97,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130400-2018-statutory_debt_to_general_revenue_pct,city_macro_fiscal,MACRO-CN-130400-2018-PREFECTURE,statutory_debt_to_general_revenue_pct,F-DEBT-REV-LEGACY,v1.0,MACRO-CN-130400-2018-PREFECTURE,statutory_debt_balance_100m;general_public_revenue_100m,113.97,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130400-2018-fiscal_self_sufficiency_pct,city_macro_fiscal,MACRO-CN-130400-2018-PREFECTURE,fiscal_self_sufficiency_pct,F-FISCAL-SELF,v1.0,MACRO-CN-130400-2018-PREFECTURE,general_public_revenue_100m;general_public_expenditure_100m,38.88,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130400-2018-fund_revenue_dependence_pct,city_macro_fiscal,MACRO-CN-130400-2018-PREFECTURE,fund_revenue_dependence_pct,F-FUND-DEPEND,v1.0,MACRO-CN-130400-2018-PREFECTURE,gov_fund_revenue_100m;general_public_revenue_100m,40.78,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130400-2018-gov_fund_to_general_revenue_pct,city_macro_fiscal,MACRO-CN-130400-2018-PREFECTURE,gov_fund_to_general_revenue_pct,F-FUND-REV-LEGACY,v1.0,MACRO-CN-130400-2018-PREFECTURE,gov_fund_revenue_100m;general_public_revenue_100m,68.86,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130500-2018-statutory_debt_limit_100m,city_macro_fiscal,MACRO-CN-130500-2018-PREFECTURE,statutory_debt_limit_100m,F-STATUTORY-LIMIT,v1.0,MACRO-CN-130500-2018-PREFECTURE,general_debt_limit_100m;special_debt_limit_100m,480.19,亿元,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130500-2018-statutory_debt_balance_100m,city_macro_fiscal,MACRO-CN-130500-2018-PREFECTURE,statutory_debt_balance_100m,F-STATUTORY-BALANCE,v1.0,MACRO-CN-130500-2018-PREFECTURE,general_debt_balance_100m;special_debt_balance_100m,389.67,亿元,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130500-2018-debt_limit_utilization_pct,city_macro_fiscal,MACRO-CN-130500-2018-PREFECTURE,debt_limit_utilization_pct,F-DEBT-LIMIT-UTIL,v1.0,MACRO-CN-130500-2018-PREFECTURE,statutory_debt_balance_100m;statutory_debt_limit_100m,81.15,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130500-2018-statutory_debt_to_gdp_pct,city_macro_fiscal,MACRO-CN-130500-2018-PREFECTURE,statutory_debt_to_gdp_pct,F-DEBT-GDP,v1.0,MACRO-CN-130500-2018-PREFECTURE,statutory_debt_balance_100m;gdp_current_100m,18.12,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130500-2018-statutory_debt_to_revenue_pct,city_macro_fiscal,MACRO-CN-130500-2018-PREFECTURE,statutory_debt_to_revenue_pct,F-DEBT-REV,v1.0,MACRO-CN-130500-2018-PREFECTURE,statutory_debt_balance_100m;general_public_revenue_100m,261.52,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130500-2018-statutory_debt_to_general_revenue_pct,city_macro_fiscal,MACRO-CN-130500-2018-PREFECTURE,statutory_debt_to_general_revenue_pct,F-DEBT-REV-LEGACY,v1.0,MACRO-CN-130500-2018-PREFECTURE,statutory_debt_balance_100m;general_public_revenue_100m,261.52,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130500-2018-fiscal_self_sufficiency_pct,city_macro_fiscal,MACRO-CN-130500-2018-PREFECTURE,fiscal_self_sufficiency_pct,F-FISCAL-SELF,v1.0,MACRO-CN-130500-2018-PREFECTURE,general_public_revenue_100m;general_public_expenditure_100m,30.11,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130500-2018-fund_revenue_dependence_pct,city_macro_fiscal,MACRO-CN-130500-2018-PREFECTURE,fund_revenue_dependence_pct,F-FUND-DEPEND,v1.0,MACRO-CN-130500-2018-PREFECTURE,gov_fund_revenue_100m;general_public_revenue_100m,59.55,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130500-2018-gov_fund_to_general_revenue_pct,city_macro_fiscal,MACRO-CN-130500-2018-PREFECTURE,gov_fund_to_general_revenue_pct,F-FUND-REV-LEGACY,v1.0,MACRO-CN-130500-2018-PREFECTURE,gov_fund_revenue_100m;general_public_revenue_100m,147.21,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130600-2018-statutory_debt_limit_100m,city_macro_fiscal,MACRO-CN-130600-2018-PREFECTURE,statutory_debt_limit_100m,F-STATUTORY-LIMIT,v1.0,MACRO-CN-130600-2018-PREFECTURE,general_debt_limit_100m;special_debt_limit_100m,498.49,亿元,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130600-2018-statutory_debt_balance_100m,city_macro_fiscal,MACRO-CN-130600-2018-PREFECTURE,statutory_debt_balance_100m,F-STATUTORY-BALANCE,v1.0,MACRO-CN-130600-2018-PREFECTURE,general_debt_balance_100m;special_debt_balance_100m,396.84,亿元,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130600-2018-debt_limit_utilization_pct,city_macro_fiscal,MACRO-CN-130600-2018-PREFECTURE,debt_limit_utilization_pct,F-DEBT-LIMIT-UTIL,v1.0,MACRO-CN-130600-2018-PREFECTURE,statutory_debt_balance_100m;statutory_debt_limit_100m,79.61,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130600-2018-statutory_debt_to_gdp_pct,city_macro_fiscal,MACRO-CN-130600-2018-PREFECTURE,statutory_debt_to_gdp_pct,F-DEBT-GDP,v1.0,MACRO-CN-130600-2018-PREFECTURE,statutory_debt_balance_100m;gdp_current_100m,11.05,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-130600-2018-statutory_debt_to_revenue_pct,city_macro_fiscal,MACRO-CN-130600-2018-PREFECTURE,statutory_debt_to_revenue_pct,F-DEBT-REV,v1.0,MACRO-CN-130600-2018-PREFECTURE,statutory_debt_balance_100m;general_public_revenue_100m,138.58,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
