calculation_id,target_table,target_record_id,target_field,formula_id,formula_version,input_record_ids,input_fields,output_value,output_unit,calculation_status,calculated_at,note
CAL-CN-421200-2019-statutory_debt_to_revenue_pct,city_macro_fiscal,MACRO-CN-421200-2019-PREFECTURE,statutory_debt_to_revenue_pct,F-DEBT-REV,v1.0,MACRO-CN-421200-2019-PREFECTURE,statutory_debt_balance_100m;general_public_revenue_100m,228.59,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-421200-2019-statutory_debt_to_general_revenue_pct,city_macro_fiscal,MACRO-CN-421200-2019-PREFECTURE,statutory_debt_to_general_revenue_pct,F-DEBT-REV-LEGACY,v1.0,MACRO-CN-421200-2019-PREFECTURE,statutory_debt_balance_100m;general_public_revenue_100m,228.59,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-421200-2019-fiscal_self_sufficiency_pct,city_macro_fiscal,MACRO-CN-421200-2019-PREFECTURE,fiscal_self_sufficiency_pct,F-FISCAL-SELF,v1.0,MACRO-CN-421200-2019-PREFECTURE,general_public_revenue_100m;general_public_expenditure_100m,33.76,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-421300-2019-statutory_debt_limit_100m,city_macro_fiscal,MACRO-CN-421300-2019-PREFECTURE,statutory_debt_limit_100m,F-STATUTORY-LIMIT,v1.0,MACRO-CN-421300-2019-PREFECTURE,general_debt_limit_100m;special_debt_limit_100m,141.74,亿元,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-421300-2019-statutory_debt_balance_100m,city_macro_fiscal,MACRO-CN-421300-2019-PREFECTURE,statutory_debt_balance_100m,F-STATUTORY-BALANCE,v1.0,MACRO-CN-421300-2019-PREFECTURE,general_debt_balance_100m;special_debt_balance_100m,127.89,亿元,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-421300-2019-debt_limit_utilization_pct,city_macro_fiscal,MACRO-CN-421300-2019-PREFECTURE,debt_limit_utilization_pct,F-DEBT-LIMIT-UTIL,v1.0,MACRO-CN-421300-2019-PREFECTURE,statutory_debt_balance_100m;statutory_debt_limit_100m,90.23,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-421300-2019-statutory_debt_to_gdp_pct,city_macro_fiscal,MACRO-CN-421300-2019-PREFECTURE,statutory_debt_to_gdp_pct,F-DEBT-GDP,v1.0,MACRO-CN-421300-2019-PREFECTURE,statutory_debt_balance_100m;gdp_current_100m,11.01,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-421300-2019-statutory_debt_to_revenue_pct,city_macro_fiscal,MACRO-CN-421300-2019-PREFECTURE,statutory_debt_to_revenue_pct,F-DEBT-REV,v1.0,MACRO-CN-421300-2019-PREFECTURE,statutory_debt_balance_100m;general_public_revenue_100m,260.47,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-421300-2019-statutory_debt_to_general_revenue_pct,city_macro_fiscal,MACRO-CN-421300-2019-PREFECTURE,statutory_debt_to_general_revenue_pct,F-DEBT-REV-LEGACY,v1.0,MACRO-CN-421300-2019-PREFECTURE,statutory_debt_balance_100m;general_public_revenue_100m,260.47,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-421300-2019-fiscal_self_sufficiency_pct,city_macro_fiscal,MACRO-CN-421300-2019-PREFECTURE,fiscal_self_sufficiency_pct,F-FISCAL-SELF,v1.0,MACRO-CN-421300-2019-PREFECTURE,general_public_revenue_100m;general_public_expenditure_100m,31.08,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-421300-2019-fund_revenue_dependence_pct,city_macro_fiscal,MACRO-CN-421300-2019-PREFECTURE,fund_revenue_dependence_pct,F-FUND-DEPEND,v1.0,MACRO-CN-421300-2019-PREFECTURE,gov_fund_revenue_100m;general_public_revenue_100m,36.12,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-421300-2019-gov_fund_to_general_revenue_pct,city_macro_fiscal,MACRO-CN-421300-2019-PREFECTURE,gov_fund_to_general_revenue_pct,F-FUND-REV-LEGACY,v1.0,MACRO-CN-421300-2019-PREFECTURE,gov_fund_revenue_100m;general_public_revenue_100m,56.54,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-422800-2019-statutory_debt_limit_100m,city_macro_fiscal,MACRO-CN-422800-2019-PREFECTURE,statutory_debt_limit_100m,F-STATUTORY-LIMIT,v1.0,MACRO-CN-422800-2019-PREFECTURE,general_debt_limit_100m;special_debt_limit_100m,309.27,亿元,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-422800-2019-statutory_debt_balance_100m,city_macro_fiscal,MACRO-CN-422800-2019-PREFECTURE,statutory_debt_balance_100m,F-STATUTORY-BALANCE,v1.0,MACRO-CN-422800-2019-PREFECTURE,general_debt_balance_100m;special_debt_balance_100m,294.78,亿元,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-422800-2019-debt_limit_utilization_pct,city_macro_fiscal,MACRO-CN-422800-2019-PREFECTURE,debt_limit_utilization_pct,F-DEBT-LIMIT-UTIL,v1.0,MACRO-CN-422800-2019-PREFECTURE,statutory_debt_balance_100m;statutory_debt_limit_100m,95.31,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-422800-2019-statutory_debt_to_gdp_pct,city_macro_fiscal,MACRO-CN-422800-2019-PREFECTURE,statutory_debt_to_gdp_pct,F-DEBT-GDP,v1.0,MACRO-CN-422800-2019-PREFECTURE,statutory_debt_balance_100m;gdp_current_100m,25.43,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-422800-2019-statutory_debt_to_revenue_pct,city_macro_fiscal,MACRO-CN-422800-2019-PREFECTURE,statutory_debt_to_revenue_pct,F-DEBT-REV,v1.0,MACRO-CN-422800-2019-PREFECTURE,statutory_debt_balance_100m;general_public_revenue_100m,365.51,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-422800-2019-statutory_debt_to_general_revenue_pct,city_macro_fiscal,MACRO-CN-422800-2019-PREFECTURE,statutory_debt_to_general_revenue_pct,F-DEBT-REV-LEGACY,v1.0,MACRO-CN-422800-2019-PREFECTURE,statutory_debt_balance_100m;general_public_revenue_100m,365.51,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-422800-2019-fiscal_self_sufficiency_pct,city_macro_fiscal,MACRO-CN-422800-2019-PREFECTURE,fiscal_self_sufficiency_pct,F-FISCAL-SELF,v1.0,MACRO-CN-422800-2019-PREFECTURE,general_public_revenue_100m;general_public_expenditure_100m,18.08,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-422800-2019-fund_revenue_dependence_pct,city_macro_fiscal,MACRO-CN-422800-2019-PREFECTURE,fund_revenue_dependence_pct,F-FUND-DEPEND,v1.0,MACRO-CN-422800-2019-PREFECTURE,gov_fund_revenue_100m;general_public_revenue_100m,53.20,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-422800-2019-gov_fund_to_general_revenue_pct,city_macro_fiscal,MACRO-CN-422800-2019-PREFECTURE,gov_fund_to_general_revenue_pct,F-FUND-REV-LEGACY,v1.0,MACRO-CN-422800-2019-PREFECTURE,gov_fund_revenue_100m;general_public_revenue_100m,113.69,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-429000-2019-statutory_debt_balance_100m,city_macro_fiscal,MACRO-CN-429000-2019-PREFECTURE,statutory_debt_balance_100m,F-STATUTORY-BALANCE,v1.0,MACRO-CN-429000-2019-PREFECTURE,general_debt_balance_100m;special_debt_balance_100m,201.67,亿元,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-429000-2019-statutory_debt_to_gdp_pct,city_macro_fiscal,MACRO-CN-429000-2019-PREFECTURE,statutory_debt_to_gdp_pct,F-DEBT-GDP,v1.0,MACRO-CN-429000-2019-PREFECTURE,statutory_debt_balance_100m;gdp_current_100m,8.53,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-429000-2019-statutory_debt_to_revenue_pct,city_macro_fiscal,MACRO-CN-429000-2019-PREFECTURE,statutory_debt_to_revenue_pct,F-DEBT-REV,v1.0,MACRO-CN-429000-2019-PREFECTURE,statutory_debt_balance_100m;general_public_revenue_100m,227.34,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-429000-2019-statutory_debt_to_general_revenue_pct,city_macro_fiscal,MACRO-CN-429000-2019-PREFECTURE,statutory_debt_to_general_revenue_pct,F-DEBT-REV-LEGACY,v1.0,MACRO-CN-429000-2019-PREFECTURE,statutory_debt_balance_100m;general_public_revenue_100m,227.34,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-429000-2019-fiscal_self_sufficiency_pct,city_macro_fiscal,MACRO-CN-429000-2019-PREFECTURE,fiscal_self_sufficiency_pct,F-FISCAL-SELF,v1.0,MACRO-CN-429000-2019-PREFECTURE,general_public_revenue_100m;general_public_expenditure_100m,31.39,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430100-2019-statutory_debt_limit_100m,city_macro_fiscal,MACRO-CN-430100-2019-PREFECTURE,statutory_debt_limit_100m,F-STATUTORY-LIMIT,v1.0,MACRO-CN-430100-2019-PREFECTURE,general_debt_limit_100m;special_debt_limit_100m,1823.82,亿元,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430100-2019-statutory_debt_balance_100m,city_macro_fiscal,MACRO-CN-430100-2019-PREFECTURE,statutory_debt_balance_100m,F-STATUTORY-BALANCE,v1.0,MACRO-CN-430100-2019-PREFECTURE,general_debt_balance_100m;special_debt_balance_100m,1823.30,亿元,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430100-2019-debt_limit_utilization_pct,city_macro_fiscal,MACRO-CN-430100-2019-PREFECTURE,debt_limit_utilization_pct,F-DEBT-LIMIT-UTIL,v1.0,MACRO-CN-430100-2019-PREFECTURE,statutory_debt_balance_100m;statutory_debt_limit_100m,99.97,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430100-2019-statutory_debt_to_gdp_pct,city_macro_fiscal,MACRO-CN-430100-2019-PREFECTURE,statutory_debt_to_gdp_pct,F-DEBT-GDP,v1.0,MACRO-CN-430100-2019-PREFECTURE,statutory_debt_balance_100m;gdp_current_100m,15.75,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430100-2019-statutory_debt_to_revenue_pct,city_macro_fiscal,MACRO-CN-430100-2019-PREFECTURE,statutory_debt_to_revenue_pct,F-DEBT-REV,v1.0,MACRO-CN-430100-2019-PREFECTURE,statutory_debt_balance_100m;general_public_revenue_100m,114.48,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430100-2019-statutory_debt_to_general_revenue_pct,city_macro_fiscal,MACRO-CN-430100-2019-PREFECTURE,statutory_debt_to_general_revenue_pct,F-DEBT-REV-LEGACY,v1.0,MACRO-CN-430100-2019-PREFECTURE,statutory_debt_balance_100m;general_public_revenue_100m,114.48,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430100-2019-fiscal_self_sufficiency_pct,city_macro_fiscal,MACRO-CN-430100-2019-PREFECTURE,fiscal_self_sufficiency_pct,F-FISCAL-SELF,v1.0,MACRO-CN-430100-2019-PREFECTURE,general_public_revenue_100m;general_public_expenditure_100m,111.69,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430100-2019-fund_revenue_dependence_pct,city_macro_fiscal,MACRO-CN-430100-2019-PREFECTURE,fund_revenue_dependence_pct,F-FUND-DEPEND,v1.0,MACRO-CN-430100-2019-PREFECTURE,gov_fund_revenue_100m;general_public_revenue_100m,35.04,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430100-2019-gov_fund_to_general_revenue_pct,city_macro_fiscal,MACRO-CN-430100-2019-PREFECTURE,gov_fund_to_general_revenue_pct,F-FUND-REV-LEGACY,v1.0,MACRO-CN-430100-2019-PREFECTURE,gov_fund_revenue_100m;general_public_revenue_100m,53.95,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430200-2019-statutory_debt_limit_100m,city_macro_fiscal,MACRO-CN-430200-2019-PREFECTURE,statutory_debt_limit_100m,F-STATUTORY-LIMIT,v1.0,MACRO-CN-430200-2019-PREFECTURE,general_debt_limit_100m;special_debt_limit_100m,705.50,亿元,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430200-2019-statutory_debt_balance_100m,city_macro_fiscal,MACRO-CN-430200-2019-PREFECTURE,statutory_debt_balance_100m,F-STATUTORY-BALANCE,v1.0,MACRO-CN-430200-2019-PREFECTURE,general_debt_balance_100m;special_debt_balance_100m,705.14,亿元,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430200-2019-debt_limit_utilization_pct,city_macro_fiscal,MACRO-CN-430200-2019-PREFECTURE,debt_limit_utilization_pct,F-DEBT-LIMIT-UTIL,v1.0,MACRO-CN-430200-2019-PREFECTURE,statutory_debt_balance_100m;statutory_debt_limit_100m,99.95,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430200-2019-statutory_debt_to_gdp_pct,city_macro_fiscal,MACRO-CN-430200-2019-PREFECTURE,statutory_debt_to_gdp_pct,F-DEBT-GDP,v1.0,MACRO-CN-430200-2019-PREFECTURE,statutory_debt_balance_100m;gdp_current_100m,23.48,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430200-2019-statutory_debt_to_revenue_pct,city_macro_fiscal,MACRO-CN-430200-2019-PREFECTURE,statutory_debt_to_revenue_pct,F-DEBT-REV,v1.0,MACRO-CN-430200-2019-PREFECTURE,statutory_debt_balance_100m;general_public_revenue_100m,219.12,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430200-2019-statutory_debt_to_general_revenue_pct,city_macro_fiscal,MACRO-CN-430200-2019-PREFECTURE,statutory_debt_to_general_revenue_pct,F-DEBT-REV-LEGACY,v1.0,MACRO-CN-430200-2019-PREFECTURE,statutory_debt_balance_100m;general_public_revenue_100m,219.12,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430200-2019-fiscal_self_sufficiency_pct,city_macro_fiscal,MACRO-CN-430200-2019-PREFECTURE,fiscal_self_sufficiency_pct,F-FISCAL-SELF,v1.0,MACRO-CN-430200-2019-PREFECTURE,general_public_revenue_100m;general_public_expenditure_100m,61.17,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430200-2019-fund_revenue_dependence_pct,city_macro_fiscal,MACRO-CN-430200-2019-PREFECTURE,fund_revenue_dependence_pct,F-FUND-DEPEND,v1.0,MACRO-CN-430200-2019-PREFECTURE,gov_fund_revenue_100m;general_public_revenue_100m,48.03,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430200-2019-gov_fund_to_general_revenue_pct,city_macro_fiscal,MACRO-CN-430200-2019-PREFECTURE,gov_fund_to_general_revenue_pct,F-FUND-REV-LEGACY,v1.0,MACRO-CN-430200-2019-PREFECTURE,gov_fund_revenue_100m;general_public_revenue_100m,92.41,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430300-2019-statutory_debt_limit_100m,city_macro_fiscal,MACRO-CN-430300-2019-PREFECTURE,statutory_debt_limit_100m,F-STATUTORY-LIMIT,v1.0,MACRO-CN-430300-2019-PREFECTURE,general_debt_limit_100m;special_debt_limit_100m,524.08,亿元,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430300-2019-statutory_debt_balance_100m,city_macro_fiscal,MACRO-CN-430300-2019-PREFECTURE,statutory_debt_balance_100m,F-STATUTORY-BALANCE,v1.0,MACRO-CN-430300-2019-PREFECTURE,general_debt_balance_100m;special_debt_balance_100m,523.79,亿元,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430300-2019-debt_limit_utilization_pct,city_macro_fiscal,MACRO-CN-430300-2019-PREFECTURE,debt_limit_utilization_pct,F-DEBT-LIMIT-UTIL,v1.0,MACRO-CN-430300-2019-PREFECTURE,statutory_debt_balance_100m;statutory_debt_limit_100m,99.94,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430300-2019-statutory_debt_to_gdp_pct,city_macro_fiscal,MACRO-CN-430300-2019-PREFECTURE,statutory_debt_to_gdp_pct,F-DEBT-GDP,v1.0,MACRO-CN-430300-2019-PREFECTURE,statutory_debt_balance_100m;gdp_current_100m,23.20,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430300-2019-statutory_debt_to_revenue_pct,city_macro_fiscal,MACRO-CN-430300-2019-PREFECTURE,statutory_debt_to_revenue_pct,F-DEBT-REV,v1.0,MACRO-CN-430300-2019-PREFECTURE,statutory_debt_balance_100m;general_public_revenue_100m,262.29,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430300-2019-statutory_debt_to_general_revenue_pct,city_macro_fiscal,MACRO-CN-430300-2019-PREFECTURE,statutory_debt_to_general_revenue_pct,F-DEBT-REV-LEGACY,v1.0,MACRO-CN-430300-2019-PREFECTURE,statutory_debt_balance_100m;general_public_revenue_100m,262.29,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430300-2019-fiscal_self_sufficiency_pct,city_macro_fiscal,MACRO-CN-430300-2019-PREFECTURE,fiscal_self_sufficiency_pct,F-FISCAL-SELF,v1.0,MACRO-CN-430300-2019-PREFECTURE,general_public_revenue_100m;general_public_expenditure_100m,63.08,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430300-2019-fund_revenue_dependence_pct,city_macro_fiscal,MACRO-CN-430300-2019-PREFECTURE,fund_revenue_dependence_pct,F-FUND-DEPEND,v1.0,MACRO-CN-430300-2019-PREFECTURE,gov_fund_revenue_100m;general_public_revenue_100m,31.90,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430300-2019-gov_fund_to_general_revenue_pct,city_macro_fiscal,MACRO-CN-430300-2019-PREFECTURE,gov_fund_to_general_revenue_pct,F-FUND-REV-LEGACY,v1.0,MACRO-CN-430300-2019-PREFECTURE,gov_fund_revenue_100m;general_public_revenue_100m,46.85,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430400-2019-statutory_debt_limit_100m,city_macro_fiscal,MACRO-CN-430400-2019-PREFECTURE,statutory_debt_limit_100m,F-STATUTORY-LIMIT,v1.0,MACRO-CN-430400-2019-PREFECTURE,general_debt_limit_100m;special_debt_limit_100m,797.92,亿元,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430400-2019-statutory_debt_balance_100m,city_macro_fiscal,MACRO-CN-430400-2019-PREFECTURE,statutory_debt_balance_100m,F-STATUTORY-BALANCE,v1.0,MACRO-CN-430400-2019-PREFECTURE,general_debt_balance_100m;special_debt_balance_100m,793.18,亿元,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430400-2019-debt_limit_utilization_pct,city_macro_fiscal,MACRO-CN-430400-2019-PREFECTURE,debt_limit_utilization_pct,F-DEBT-LIMIT-UTIL,v1.0,MACRO-CN-430400-2019-PREFECTURE,statutory_debt_balance_100m;statutory_debt_limit_100m,99.41,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430400-2019-statutory_debt_to_gdp_pct,city_macro_fiscal,MACRO-CN-430400-2019-PREFECTURE,statutory_debt_to_gdp_pct,F-DEBT-GDP,v1.0,MACRO-CN-430400-2019-PREFECTURE,statutory_debt_balance_100m;gdp_current_100m,23.52,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430400-2019-statutory_debt_to_revenue_pct,city_macro_fiscal,MACRO-CN-430400-2019-PREFECTURE,statutory_debt_to_revenue_pct,F-DEBT-REV,v1.0,MACRO-CN-430400-2019-PREFECTURE,statutory_debt_balance_100m;general_public_revenue_100m,466.03,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430400-2019-statutory_debt_to_general_revenue_pct,city_macro_fiscal,MACRO-CN-430400-2019-PREFECTURE,statutory_debt_to_general_revenue_pct,F-DEBT-REV-LEGACY,v1.0,MACRO-CN-430400-2019-PREFECTURE,statutory_debt_balance_100m;general_public_revenue_100m,466.03,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430400-2019-fiscal_self_sufficiency_pct,city_macro_fiscal,MACRO-CN-430400-2019-PREFECTURE,fiscal_self_sufficiency_pct,F-FISCAL-SELF,v1.0,MACRO-CN-430400-2019-PREFECTURE,general_public_revenue_100m;general_public_expenditure_100m,28.42,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430400-2019-fund_revenue_dependence_pct,city_macro_fiscal,MACRO-CN-430400-2019-PREFECTURE,fund_revenue_dependence_pct,F-FUND-DEPEND,v1.0,MACRO-CN-430400-2019-PREFECTURE,gov_fund_revenue_100m;general_public_revenue_100m,61.25,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430400-2019-gov_fund_to_general_revenue_pct,city_macro_fiscal,MACRO-CN-430400-2019-PREFECTURE,gov_fund_to_general_revenue_pct,F-FUND-REV-LEGACY,v1.0,MACRO-CN-430400-2019-PREFECTURE,gov_fund_revenue_100m;general_public_revenue_100m,158.05,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430500-2019-statutory_debt_limit_100m,city_macro_fiscal,MACRO-CN-430500-2019-PREFECTURE,statutory_debt_limit_100m,F-STATUTORY-LIMIT,v1.0,MACRO-CN-430500-2019-PREFECTURE,general_debt_limit_100m;special_debt_limit_100m,454.37,亿元,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430500-2019-statutory_debt_balance_100m,city_macro_fiscal,MACRO-CN-430500-2019-PREFECTURE,statutory_debt_balance_100m,F-STATUTORY-BALANCE,v1.0,MACRO-CN-430500-2019-PREFECTURE,general_debt_balance_100m;special_debt_balance_100m,454.29,亿元,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430500-2019-debt_limit_utilization_pct,city_macro_fiscal,MACRO-CN-430500-2019-PREFECTURE,debt_limit_utilization_pct,F-DEBT-LIMIT-UTIL,v1.0,MACRO-CN-430500-2019-PREFECTURE,statutory_debt_balance_100m;statutory_debt_limit_100m,99.98,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430500-2019-statutory_debt_to_gdp_pct,city_macro_fiscal,MACRO-CN-430500-2019-PREFECTURE,statutory_debt_to_gdp_pct,F-DEBT-GDP,v1.0,MACRO-CN-430500-2019-PREFECTURE,statutory_debt_balance_100m;gdp_current_100m,21.11,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430500-2019-statutory_debt_to_revenue_pct,city_macro_fiscal,MACRO-CN-430500-2019-PREFECTURE,statutory_debt_to_revenue_pct,F-DEBT-REV,v1.0,MACRO-CN-430500-2019-PREFECTURE,statutory_debt_balance_100m;general_public_revenue_100m,268.95,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
CAL-CN-430500-2019-statutory_debt_to_general_revenue_pct,city_macro_fiscal,MACRO-CN-430500-2019-PREFECTURE,statutory_debt_to_general_revenue_pct,F-DEBT-REV-LEGACY,v1.0,MACRO-CN-430500-2019-PREFECTURE,statutory_debt_balance_100m;general_public_revenue_100m,268.95,%,calculated,2026-08-01T00:00:00+08:00,分母缺失/为零时不生成结果；勾稽值仅在两项分项同时存在时生成。
