risk_metric_id,city_id,metric_year,period_end,geo_scope,metric_code,metric_name_cn,metric_value,unit,value_origin,calculation_id,data_status,source_doc_id,source_grade,note
RISK-CN-140200-2018-debt_limit_utilization,CN-140200,2018,2018-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-140200-2018-fiscal_self_sufficiency,CN-140200,2018,2018-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,35.84,%,calculated,CAL-CN-140200-2018-fiscal_self_sufficiency_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,
RISK-CN-140200-2018-gov_fund_dependence,CN-140200,2018,2018-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-140200-2018-tax_share,CN-140200,2018,2018-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-140300-2018-statutory_debt_to_gdp,CN-140300,2018,2018-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,16.72,%,calculated,CAL-CN-140300-2018-statutory_debt_to_gdp_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,
RISK-CN-140300-2018-statutory_debt_to_general_revenue,CN-140300,2018,2018-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,212.95,%,calculated,CAL-CN-140300-2018-statutory_debt_to_general_revenue_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,
RISK-CN-140300-2018-debt_limit_utilization,CN-140300,2018,2018-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-140300-2018-fiscal_self_sufficiency,CN-140300,2018,2018-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,46.49,%,calculated,CAL-CN-140300-2018-fiscal_self_sufficiency_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,
RISK-CN-140300-2018-gov_fund_dependence,CN-140300,2018,2018-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-140300-2018-tax_share,CN-140300,2018,2018-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-140400-2018-statutory_debt_to_gdp,CN-140400,2018,2018-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,9.57,%,calculated,CAL-CN-140400-2018-statutory_debt_to_gdp_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,
RISK-CN-140400-2018-statutory_debt_to_general_revenue,CN-140400,2018,2018-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,104.57,%,calculated,CAL-CN-140400-2018-statutory_debt_to_general_revenue_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,
RISK-CN-140400-2018-debt_limit_utilization,CN-140400,2018,2018-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-140400-2018-fiscal_self_sufficiency,CN-140400,2018,2018-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,46.54,%,calculated,CAL-CN-140400-2018-fiscal_self_sufficiency_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,
RISK-CN-140400-2018-gov_fund_dependence,CN-140400,2018,2018-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-140400-2018-tax_share,CN-140400,2018,2018-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-140500-2018-statutory_debt_to_gdp,CN-140500,2018,2018-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,6.93,%,calculated,CAL-CN-140500-2018-statutory_debt_to_gdp_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-SHANXI-JINCHENG-2018,B2,
RISK-CN-140500-2018-statutory_debt_to_general_revenue,CN-140500,2018,2018-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,74.80,%,calculated,CAL-CN-140500-2018-statutory_debt_to_general_revenue_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-SHANXI-JINCHENG-2018,B2,
RISK-CN-140500-2018-debt_limit_utilization,CN-140500,2018,2018-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-SHANXI-JINCHENG-2018,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-140500-2018-fiscal_self_sufficiency,CN-140500,2018,2018-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,54.85,%,calculated,CAL-CN-140500-2018-fiscal_self_sufficiency_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-SHANXI-JINCHENG-2018,B2,
RISK-CN-140500-2018-gov_fund_dependence,CN-140500,2018,2018-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-SHANXI-JINCHENG-2018,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-140500-2018-tax_share,CN-140500,2018,2018-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-SHANXI-JINCHENG-2018,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-140600-2018-statutory_debt_to_gdp,CN-140600,2018,2018-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,10.13,%,calculated,CAL-CN-140600-2018-statutory_debt_to_gdp_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,
RISK-CN-140600-2018-statutory_debt_to_general_revenue,CN-140600,2018,2018-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,119.41,%,calculated,CAL-CN-140600-2018-statutory_debt_to_general_revenue_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,
RISK-CN-140600-2018-debt_limit_utilization,CN-140600,2018,2018-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-140600-2018-fiscal_self_sufficiency,CN-140600,2018,2018-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,51.99,%,calculated,CAL-CN-140600-2018-fiscal_self_sufficiency_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,
RISK-CN-140600-2018-gov_fund_dependence,CN-140600,2018,2018-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-140600-2018-tax_share,CN-140600,2018,2018-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-140700-2018-statutory_debt_to_gdp,CN-140700,2018,2018-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,21.03,%,calculated,CAL-CN-140700-2018-statutory_debt_to_gdp_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,
RISK-CN-140700-2018-statutory_debt_to_general_revenue,CN-140700,2018,2018-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,201.84,%,calculated,CAL-CN-140700-2018-statutory_debt_to_general_revenue_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,
RISK-CN-140700-2018-debt_limit_utilization,CN-140700,2018,2018-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-140700-2018-fiscal_self_sufficiency,CN-140700,2018,2018-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,46.74,%,calculated,CAL-CN-140700-2018-fiscal_self_sufficiency_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,
RISK-CN-140700-2018-gov_fund_dependence,CN-140700,2018,2018-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-140700-2018-tax_share,CN-140700,2018,2018-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-140800-2018-statutory_debt_to_gdp,CN-140800,2018,2018-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,10.01,%,calculated,CAL-CN-140800-2018-statutory_debt_to_gdp_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,
RISK-CN-140800-2018-statutory_debt_to_general_revenue,CN-140800,2018,2018-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,187.22,%,calculated,CAL-CN-140800-2018-statutory_debt_to_general_revenue_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,
RISK-CN-140800-2018-debt_limit_utilization,CN-140800,2018,2018-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-140800-2018-fiscal_self_sufficiency,CN-140800,2018,2018-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,23.90,%,calculated,CAL-CN-140800-2018-fiscal_self_sufficiency_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,
RISK-CN-140800-2018-gov_fund_dependence,CN-140800,2018,2018-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-140800-2018-tax_share,CN-140800,2018,2018-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-140900-2018-statutory_debt_to_gdp,CN-140900,2018,2018-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,18.36,%,calculated,CAL-CN-140900-2018-statutory_debt_to_gdp_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,
RISK-CN-140900-2018-statutory_debt_to_general_revenue,CN-140900,2018,2018-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,222.89,%,calculated,CAL-CN-140900-2018-statutory_debt_to_general_revenue_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,
RISK-CN-140900-2018-debt_limit_utilization,CN-140900,2018,2018-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-140900-2018-fiscal_self_sufficiency,CN-140900,2018,2018-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,25.96,%,calculated,CAL-CN-140900-2018-fiscal_self_sufficiency_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,
RISK-CN-140900-2018-gov_fund_dependence,CN-140900,2018,2018-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-140900-2018-tax_share,CN-140900,2018,2018-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-141000-2018-statutory_debt_to_gdp,CN-141000,2018,2018-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,18.85,%,calculated,CAL-CN-141000-2018-statutory_debt_to_gdp_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,
RISK-CN-141000-2018-statutory_debt_to_general_revenue,CN-141000,2018,2018-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,215.35,%,calculated,CAL-CN-141000-2018-statutory_debt_to_general_revenue_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,
RISK-CN-141000-2018-debt_limit_utilization,CN-141000,2018,2018-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-141000-2018-fiscal_self_sufficiency,CN-141000,2018,2018-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,32.65,%,calculated,CAL-CN-141000-2018-fiscal_self_sufficiency_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,
RISK-CN-141000-2018-gov_fund_dependence,CN-141000,2018,2018-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-141000-2018-tax_share,CN-141000,2018,2018-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-141100-2018-statutory_debt_to_gdp,CN-141100,2018,2018-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,16.07,%,calculated,CAL-CN-141100-2018-statutory_debt_to_gdp_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,
RISK-CN-141100-2018-statutory_debt_to_general_revenue,CN-141100,2018,2018-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,130.61,%,calculated,CAL-CN-141100-2018-statutory_debt_to_general_revenue_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,
RISK-CN-141100-2018-debt_limit_utilization,CN-141100,2018,2018-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-141100-2018-fiscal_self_sufficiency,CN-141100,2018,2018-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,42.65,%,calculated,CAL-CN-141100-2018-fiscal_self_sufficiency_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,
RISK-CN-141100-2018-gov_fund_dependence,CN-141100,2018,2018-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-141100-2018-tax_share,CN-141100,2018,2018-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-EBS-SHANXI-2018,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-150100-2018-statutory_debt_to_gdp,CN-150100,2018,2018-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,28.95,%,calculated,CAL-CN-150100-2018-statutory_debt_to_gdp_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-CEIC-CN-150100,D,
RISK-CN-150100-2018-statutory_debt_to_general_revenue,CN-150100,2018,2018-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,410.64,%,calculated,CAL-CN-150100-2018-statutory_debt_to_general_revenue_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-CEIC-CN-150100,D,
RISK-CN-150100-2018-debt_limit_utilization,CN-150100,2018,2018-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-CEIC-CN-150100,D,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-150100-2018-fiscal_self_sufficiency,CN-150100,2018,2018-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,57.39,%,calculated,CAL-CN-150100-2018-fiscal_self_sufficiency_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-CEIC-CN-150100,D,
RISK-CN-150100-2018-gov_fund_dependence,CN-150100,2018,2018-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-CEIC-CN-150100,D,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-150100-2018-tax_share,CN-150100,2018,2018-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-CEIC-CN-150100,D,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-150200-2018-statutory_debt_to_gdp,CN-150200,2018,2018-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,,%,,,provisional,SRC-CITY-PANEL-1990-2023,D,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-150200-2018-statutory_debt_to_general_revenue,CN-150200,2018,2018-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,,%,,,provisional,SRC-CITY-PANEL-1990-2023,D,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-150200-2018-debt_limit_utilization,CN-150200,2018,2018-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,provisional,SRC-CITY-PANEL-1990-2023,D,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-150200-2018-fiscal_self_sufficiency,CN-150200,2018,2018-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,39.16,%,calculated,CAL-CN-150200-2018-fiscal_self_sufficiency_pct,provisional,SRC-CITY-PANEL-1990-2023,D,
RISK-CN-150200-2018-gov_fund_dependence,CN-150200,2018,2018-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,provisional,SRC-CITY-PANEL-1990-2023,D,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-150200-2018-tax_share,CN-150200,2018,2018-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,provisional,SRC-CITY-PANEL-1990-2023,D,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-150300-2018-statutory_debt_to_gdp,CN-150300,2018,2018-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,34.87,%,calculated,CAL-CN-150300-2018-statutory_debt_to_gdp_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-CEIC-CN-150300,D,
RISK-CN-150300-2018-statutory_debt_to_general_revenue,CN-150300,2018,2018-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,423.87,%,calculated,CAL-CN-150300-2018-statutory_debt_to_general_revenue_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-CEIC-CN-150300,D,
RISK-CN-150300-2018-debt_limit_utilization,CN-150300,2018,2018-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-CEIC-CN-150300,D,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-150300-2018-fiscal_self_sufficiency,CN-150300,2018,2018-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,37.42,%,calculated,CAL-CN-150300-2018-fiscal_self_sufficiency_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-CEIC-CN-150300,D,
RISK-CN-150300-2018-gov_fund_dependence,CN-150300,2018,2018-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-CEIC-CN-150300,D,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-150300-2018-tax_share,CN-150300,2018,2018-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-CEIC-CN-150300,D,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-150400-2018-statutory_debt_to_gdp,CN-150400,2018,2018-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,21.74,%,calculated,CAL-CN-150400-2018-statutory_debt_to_gdp_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-CEIC-CN-150400,D,
