lineage_id,target_table,target_record_id,target_field,value_origin,source_doc_id,source_locator,locator_type,page_number,table_name,sheet_name,cell_range,row_label,column_label,evidence_excerpt,raw_value,raw_unit,machine_extracted_value,normalized_value,normalization_rule,calculation_id,conflict_group_id,selected_flag,selection_reason,extraction_method,parse_confidence,reviewer,reviewed_at
LIN-013044,city_macro_fiscal,MACRO-CN-341500-2024-PREFECTURE,general_debt_balance_100m,disclosed,SRC-OFFICIAL-DEBT-ANHUI-LIUAN-2024,官方归档文本第 2 行；表=六安市2024年末地方政府债务余额预计执行数,text_row,,,,,六安市,general_debt_balance_100m,六安市 1238.40 296.07 942.33,六安市 1238.40 296.07 942.33,亿元,296.07,296.07,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013045,city_macro_fiscal,MACRO-CN-341500-2024-PREFECTURE,special_debt_balance_100m,disclosed,SRC-OFFICIAL-DEBT-ANHUI-LIUAN-2024,官方归档文本第 2 行；表=六安市2024年末地方政府债务余额预计执行数,text_row,,,,,六安市,special_debt_balance_100m,六安市 1238.40 296.07 942.33,六安市 1238.40 296.07 942.33,亿元,942.33,942.33,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013046,city_macro_fiscal,MACRO-CN-341600-2024-PREFECTURE,statutory_debt_balance_100m,disclosed,SRC-SECONDARY-DEBT-ANHUI-BOZHOU-2024,归档来源文本第 2 行；表=亳州市2024年末地方政府债务余额,text_row,,,,,亳州市,statutory_debt_balance_100m,亳州市 1114.10 | CEIC一般+专项分项：一般=24853.770，专项=86556.420百万人民币；合计为计算值,亳州市 1114.10 | CEIC一般+专项分项：一般=24853.770，专项=86556.420百万人民币；合计为计算值,亿元,1114.10,1114.10,PDF/文本表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,评级研究报告公开转载的地级行政单元总余额摘录，仅作补缺暂存；不反推一般/专项分项。,whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013047,city_macro_fiscal,MACRO-CN-341700-2024-PREFECTURE,general_debt_balance_100m,disclosed,SRC-SECONDARY-DEBT-ANHUI-CHIZHOU-2024,归档来源文本第 2 行；表=图表4 池州市主要财力指标,text_row,,,,,池州市,general_debt_balance_100m,池州市 435.06 152.55 282.51 | CEIC页面元数据同比基准：2024年=43680.970百万人民币,池州市 435.06 152.55 282.51 | CEIC页面元数据同比基准：2024年=43680.970百万人民币,亿元,152.55,152.55,PDF/文本表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,评级研究报告公开转载的地级行政单元总余额摘录，仅作补缺暂存；不反推一般/专项分项。,whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013048,city_macro_fiscal,MACRO-CN-341700-2024-PREFECTURE,special_debt_balance_100m,disclosed,SRC-SECONDARY-DEBT-ANHUI-CHIZHOU-2024,归档来源文本第 2 行；表=图表4 池州市主要财力指标,text_row,,,,,池州市,special_debt_balance_100m,池州市 435.06 152.55 282.51 | CEIC页面元数据同比基准：2024年=43680.970百万人民币,池州市 435.06 152.55 282.51 | CEIC页面元数据同比基准：2024年=43680.970百万人民币,亿元,282.51,282.51,PDF/文本表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,评级研究报告公开转载的地级行政单元总余额摘录，仅作补缺暂存；不反推一般/专项分项。,whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013049,city_macro_fiscal,MACRO-CN-341800-2024-PREFECTURE,general_debt_limit_100m,disclosed,SRC-CITY-DEBT-ANHUI-XUANCHENG-2024,官方归档文本第 4 行；表=宣城市2024年地方政府债务限额及余额决算情况表,text_row,,,,,宣城市,general_debt_limit_100m,宣城市 797.671 226.0154 571.6556 784.2783 221.8187 562.4596,宣城市 797.671 226.0154 571.6556 784.2783 221.8187 562.4596,亿元,226.02,226.02,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013050,city_macro_fiscal,MACRO-CN-341800-2024-PREFECTURE,general_debt_balance_100m,disclosed,SRC-CITY-DEBT-ANHUI-XUANCHENG-2024,官方归档文本第 4 行；表=宣城市2024年地方政府债务限额及余额决算情况表,text_row,,,,,宣城市,general_debt_balance_100m,宣城市 797.671 226.0154 571.6556 784.2783 221.8187 562.4596,宣城市 797.671 226.0154 571.6556 784.2783 221.8187 562.4596,亿元,221.82,221.82,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013051,city_macro_fiscal,MACRO-CN-341800-2024-PREFECTURE,special_debt_balance_100m,disclosed,SRC-CITY-DEBT-ANHUI-XUANCHENG-2024,官方归档文本第 4 行；表=宣城市2024年地方政府债务限额及余额决算情况表,text_row,,,,,宣城市,special_debt_balance_100m,宣城市 797.671 226.0154 571.6556 784.2783 221.8187 562.4596,宣城市 797.671 226.0154 571.6556 784.2783 221.8187 562.4596,亿元,562.46,562.46,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013052,city_macro_fiscal,MACRO-CN-341800-2024-PREFECTURE,special_debt_limit_100m,disclosed,SRC-CITY-DEBT-ANHUI-XUANCHENG-2024,官方归档文本第 4 行；表=宣城市2024年地方政府债务限额及余额决算情况表,text_row,,,,,宣城市,special_debt_limit_100m,宣城市 797.671 226.0154 571.6556 784.2783 221.8187 562.4596,宣城市 797.671 226.0154 571.6556 784.2783 221.8187 562.4596,亿元,571.66,571.66,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013053,city_macro_fiscal,MACRO-CN-350100-2024-PREFECTURE,general_debt_limit_100m,disclosed,SRC-PROVINCE-DEBT-FUJIAN-2024,官方归档文本第 9 行；表=2024年度福建省地方政府债务限额余额情况表,text_row,,,,,福州市,general_debt_limit_100m,福州市       2856.64     560.55    2296.09    2760.74      540.04    2220.70 | CEIC页面元数据同比基准：2024年=276074.000百万人民币,福州市       2856.64     560.55    2296.09    2760.74      540.04    2220.70 | CEIC页面元数据同比基准：2024年=276074.000百万人民币,亿元,560.55,560.55,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013054,city_macro_fiscal,MACRO-CN-350100-2024-PREFECTURE,general_debt_balance_100m,disclosed,SRC-PROVINCE-DEBT-FUJIAN-2024,官方归档文本第 9 行；表=2024年度福建省地方政府债务限额余额情况表,text_row,,,,,福州市,general_debt_balance_100m,福州市       2856.64     560.55    2296.09    2760.74      540.04    2220.70 | CEIC页面元数据同比基准：2024年=276074.000百万人民币,福州市       2856.64     560.55    2296.09    2760.74      540.04    2220.70 | CEIC页面元数据同比基准：2024年=276074.000百万人民币,亿元,540.04,540.04,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013055,city_macro_fiscal,MACRO-CN-350100-2024-PREFECTURE,special_debt_balance_100m,disclosed,SRC-PROVINCE-DEBT-FUJIAN-2024,官方归档文本第 9 行；表=2024年度福建省地方政府债务限额余额情况表,text_row,,,,,福州市,special_debt_balance_100m,福州市       2856.64     560.55    2296.09    2760.74      540.04    2220.70 | CEIC页面元数据同比基准：2024年=276074.000百万人民币,福州市       2856.64     560.55    2296.09    2760.74      540.04    2220.70 | CEIC页面元数据同比基准：2024年=276074.000百万人民币,亿元,2220.70,2220.70,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013056,city_macro_fiscal,MACRO-CN-350100-2024-PREFECTURE,special_debt_limit_100m,disclosed,SRC-PROVINCE-DEBT-FUJIAN-2024,官方归档文本第 9 行；表=2024年度福建省地方政府债务限额余额情况表,text_row,,,,,福州市,special_debt_limit_100m,福州市       2856.64     560.55    2296.09    2760.74      540.04    2220.70 | CEIC页面元数据同比基准：2024年=276074.000百万人民币,福州市       2856.64     560.55    2296.09    2760.74      540.04    2220.70 | CEIC页面元数据同比基准：2024年=276074.000百万人民币,亿元,2296.09,2296.09,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013057,city_macro_fiscal,MACRO-CN-350200-2024-PREFECTURE,general_debt_limit_100m,disclosed,SRC-PROVINCE-DEBT-FUJIAN-2024,官方归档文本第 10 行；表=2024年度福建省地方政府债务限额余额情况表,text_row,,,,,厦门市,general_debt_limit_100m,厦门市       2772.10     425.70    2346.40    2639.68      417.70    2221.98,厦门市       2772.10     425.70    2346.40    2639.68      417.70    2221.98,亿元,425.70,425.70,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013058,city_macro_fiscal,MACRO-CN-350200-2024-PREFECTURE,general_debt_balance_100m,disclosed,SRC-PROVINCE-DEBT-FUJIAN-2024,官方归档文本第 10 行；表=2024年度福建省地方政府债务限额余额情况表,text_row,,,,,厦门市,general_debt_balance_100m,厦门市       2772.10     425.70    2346.40    2639.68      417.70    2221.98,厦门市       2772.10     425.70    2346.40    2639.68      417.70    2221.98,亿元,417.70,417.70,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013059,city_macro_fiscal,MACRO-CN-350200-2024-PREFECTURE,special_debt_balance_100m,disclosed,SRC-PROVINCE-DEBT-FUJIAN-2024,官方归档文本第 10 行；表=2024年度福建省地方政府债务限额余额情况表,text_row,,,,,厦门市,special_debt_balance_100m,厦门市       2772.10     425.70    2346.40    2639.68      417.70    2221.98,厦门市       2772.10     425.70    2346.40    2639.68      417.70    2221.98,亿元,2221.98,2221.98,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013060,city_macro_fiscal,MACRO-CN-350200-2024-PREFECTURE,special_debt_limit_100m,disclosed,SRC-PROVINCE-DEBT-FUJIAN-2024,官方归档文本第 10 行；表=2024年度福建省地方政府债务限额余额情况表,text_row,,,,,厦门市,special_debt_limit_100m,厦门市       2772.10     425.70    2346.40    2639.68      417.70    2221.98,厦门市       2772.10     425.70    2346.40    2639.68      417.70    2221.98,亿元,2346.40,2346.40,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013061,city_macro_fiscal,MACRO-CN-350300-2024-PREFECTURE,general_debt_limit_100m,disclosed,SRC-PROVINCE-DEBT-FUJIAN-2024,官方归档文本第 11 行；表=2024年度福建省地方政府债务限额余额情况表,text_row,,,,,莆田市,general_debt_limit_100m,莆田市       1332.69     237.69    1095.00    1308.59      223.75    1084.84,莆田市       1332.69     237.69    1095.00    1308.59      223.75    1084.84,亿元,237.69,237.69,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013062,city_macro_fiscal,MACRO-CN-350300-2024-PREFECTURE,general_debt_balance_100m,disclosed,SRC-PROVINCE-DEBT-FUJIAN-2024,官方归档文本第 11 行；表=2024年度福建省地方政府债务限额余额情况表,text_row,,,,,莆田市,general_debt_balance_100m,莆田市       1332.69     237.69    1095.00    1308.59      223.75    1084.84,莆田市       1332.69     237.69    1095.00    1308.59      223.75    1084.84,亿元,223.75,223.75,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013063,city_macro_fiscal,MACRO-CN-350300-2024-PREFECTURE,special_debt_balance_100m,disclosed,SRC-PROVINCE-DEBT-FUJIAN-2024,官方归档文本第 11 行；表=2024年度福建省地方政府债务限额余额情况表,text_row,,,,,莆田市,special_debt_balance_100m,莆田市       1332.69     237.69    1095.00    1308.59      223.75    1084.84,莆田市       1332.69     237.69    1095.00    1308.59      223.75    1084.84,亿元,1084.84,1084.84,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013064,city_macro_fiscal,MACRO-CN-350300-2024-PREFECTURE,special_debt_limit_100m,disclosed,SRC-PROVINCE-DEBT-FUJIAN-2024,官方归档文本第 11 行；表=2024年度福建省地方政府债务限额余额情况表,text_row,,,,,莆田市,special_debt_limit_100m,莆田市       1332.69     237.69    1095.00    1308.59      223.75    1084.84,莆田市       1332.69     237.69    1095.00    1308.59      223.75    1084.84,亿元,1095.00,1095.00,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013065,city_macro_fiscal,MACRO-CN-350400-2024-PREFECTURE,general_debt_limit_100m,disclosed,SRC-PROVINCE-DEBT-FUJIAN-2024,官方归档文本第 12 行；表=2024年度福建省地方政府债务限额余额情况表,text_row,,,,,三明市,general_debt_limit_100m,三明市        984.58     406.05     578.53     950.88      383.91     566.97,三明市        984.58     406.05     578.53     950.88      383.91     566.97,亿元,406.05,406.05,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013066,city_macro_fiscal,MACRO-CN-350400-2024-PREFECTURE,general_debt_balance_100m,disclosed,SRC-PROVINCE-DEBT-FUJIAN-2024,官方归档文本第 12 行；表=2024年度福建省地方政府债务限额余额情况表,text_row,,,,,三明市,general_debt_balance_100m,三明市        984.58     406.05     578.53     950.88      383.91     566.97,三明市        984.58     406.05     578.53     950.88      383.91     566.97,亿元,383.91,383.91,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013067,city_macro_fiscal,MACRO-CN-350400-2024-PREFECTURE,special_debt_balance_100m,disclosed,SRC-PROVINCE-DEBT-FUJIAN-2024,官方归档文本第 12 行；表=2024年度福建省地方政府债务限额余额情况表,text_row,,,,,三明市,special_debt_balance_100m,三明市        984.58     406.05     578.53     950.88      383.91     566.97,三明市        984.58     406.05     578.53     950.88      383.91     566.97,亿元,566.97,566.97,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013068,city_macro_fiscal,MACRO-CN-350400-2024-PREFECTURE,special_debt_limit_100m,disclosed,SRC-PROVINCE-DEBT-FUJIAN-2024,官方归档文本第 12 行；表=2024年度福建省地方政府债务限额余额情况表,text_row,,,,,三明市,special_debt_limit_100m,三明市        984.58     406.05     578.53     950.88      383.91     566.97,三明市        984.58     406.05     578.53     950.88      383.91     566.97,亿元,578.53,578.53,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013069,city_macro_fiscal,MACRO-CN-350500-2024-PREFECTURE,general_debt_limit_100m,disclosed,SRC-PROVINCE-DEBT-FUJIAN-2024,官方归档文本第 13 行；表=2024年度福建省地方政府债务限额余额情况表,text_row,,,,,泉州市,general_debt_limit_100m,泉州市       2753.80     842.07    1911.73    2661.15      798.25    1862.90,泉州市       2753.80     842.07    1911.73    2661.15      798.25    1862.90,亿元,842.07,842.07,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013070,city_macro_fiscal,MACRO-CN-350500-2024-PREFECTURE,general_debt_balance_100m,disclosed,SRC-PROVINCE-DEBT-FUJIAN-2024,官方归档文本第 13 行；表=2024年度福建省地方政府债务限额余额情况表,text_row,,,,,泉州市,general_debt_balance_100m,泉州市       2753.80     842.07    1911.73    2661.15      798.25    1862.90,泉州市       2753.80     842.07    1911.73    2661.15      798.25    1862.90,亿元,798.25,798.25,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013071,city_macro_fiscal,MACRO-CN-350500-2024-PREFECTURE,special_debt_balance_100m,disclosed,SRC-PROVINCE-DEBT-FUJIAN-2024,官方归档文本第 13 行；表=2024年度福建省地方政府债务限额余额情况表,text_row,,,,,泉州市,special_debt_balance_100m,泉州市       2753.80     842.07    1911.73    2661.15      798.25    1862.90,泉州市       2753.80     842.07    1911.73    2661.15      798.25    1862.90,亿元,1862.90,1862.90,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013072,city_macro_fiscal,MACRO-CN-350500-2024-PREFECTURE,special_debt_limit_100m,disclosed,SRC-PROVINCE-DEBT-FUJIAN-2024,官方归档文本第 13 行；表=2024年度福建省地方政府债务限额余额情况表,text_row,,,,,泉州市,special_debt_limit_100m,泉州市       2753.80     842.07    1911.73    2661.15      798.25    1862.90,泉州市       2753.80     842.07    1911.73    2661.15      798.25    1862.90,亿元,1911.73,1911.73,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013073,city_macro_fiscal,MACRO-CN-350600-2024-PREFECTURE,general_debt_limit_100m,disclosed,SRC-PROVINCE-DEBT-FUJIAN-2024,官方归档文本第 14 行；表=2024年度福建省地方政府债务限额余额情况表,text_row,,,,,漳州市,general_debt_limit_100m,漳州市       1743.50     534.72    1208.78    1693.90      516.39    1177.51,漳州市       1743.50     534.72    1208.78    1693.90      516.39    1177.51,亿元,534.72,534.72,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013074,city_macro_fiscal,MACRO-CN-350600-2024-PREFECTURE,general_debt_balance_100m,disclosed,SRC-PROVINCE-DEBT-FUJIAN-2024,官方归档文本第 14 行；表=2024年度福建省地方政府债务限额余额情况表,text_row,,,,,漳州市,general_debt_balance_100m,漳州市       1743.50     534.72    1208.78    1693.90      516.39    1177.51,漳州市       1743.50     534.72    1208.78    1693.90      516.39    1177.51,亿元,516.39,516.39,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013075,city_macro_fiscal,MACRO-CN-350600-2024-PREFECTURE,special_debt_balance_100m,disclosed,SRC-PROVINCE-DEBT-FUJIAN-2024,官方归档文本第 14 行；表=2024年度福建省地方政府债务限额余额情况表,text_row,,,,,漳州市,special_debt_balance_100m,漳州市       1743.50     534.72    1208.78    1693.90      516.39    1177.51,漳州市       1743.50     534.72    1208.78    1693.90      516.39    1177.51,亿元,1177.51,1177.51,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013076,city_macro_fiscal,MACRO-CN-350600-2024-PREFECTURE,special_debt_limit_100m,disclosed,SRC-PROVINCE-DEBT-FUJIAN-2024,官方归档文本第 14 行；表=2024年度福建省地方政府债务限额余额情况表,text_row,,,,,漳州市,special_debt_limit_100m,漳州市       1743.50     534.72    1208.78    1693.90      516.39    1177.51,漳州市       1743.50     534.72    1208.78    1693.90      516.39    1177.51,亿元,1208.78,1208.78,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013077,city_macro_fiscal,MACRO-CN-350700-2024-PREFECTURE,general_debt_limit_100m,disclosed,SRC-PROVINCE-DEBT-FUJIAN-2024,官方归档文本第 15 行；表=2024年度福建省地方政府债务限额余额情况表,text_row,,,,,南平市,general_debt_limit_100m,南平市       1140.23     315.61     824.62    1117.21      302.98     814.23,南平市       1140.23     315.61     824.62    1117.21      302.98     814.23,亿元,315.61,315.61,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013078,city_macro_fiscal,MACRO-CN-350700-2024-PREFECTURE,general_debt_balance_100m,disclosed,SRC-PROVINCE-DEBT-FUJIAN-2024,官方归档文本第 15 行；表=2024年度福建省地方政府债务限额余额情况表,text_row,,,,,南平市,general_debt_balance_100m,南平市       1140.23     315.61     824.62    1117.21      302.98     814.23,南平市       1140.23     315.61     824.62    1117.21      302.98     814.23,亿元,302.98,302.98,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013079,city_macro_fiscal,MACRO-CN-350700-2024-PREFECTURE,special_debt_balance_100m,disclosed,SRC-PROVINCE-DEBT-FUJIAN-2024,官方归档文本第 15 行；表=2024年度福建省地方政府债务限额余额情况表,text_row,,,,,南平市,special_debt_balance_100m,南平市       1140.23     315.61     824.62    1117.21      302.98     814.23,南平市       1140.23     315.61     824.62    1117.21      302.98     814.23,亿元,814.23,814.23,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013080,city_macro_fiscal,MACRO-CN-350700-2024-PREFECTURE,special_debt_limit_100m,disclosed,SRC-PROVINCE-DEBT-FUJIAN-2024,官方归档文本第 15 行；表=2024年度福建省地方政府债务限额余额情况表,text_row,,,,,南平市,special_debt_limit_100m,南平市       1140.23     315.61     824.62    1117.21      302.98     814.23,南平市       1140.23     315.61     824.62    1117.21      302.98     814.23,亿元,824.62,824.62,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013081,city_macro_fiscal,MACRO-CN-350800-2024-PREFECTURE,general_debt_limit_100m,disclosed,SRC-PROVINCE-DEBT-FUJIAN-2024,官方归档文本第 16 行；表=2024年度福建省地方政府债务限额余额情况表,text_row,,,,,龙岩市,general_debt_limit_100m,龙岩市       1155.18     325.24     829.94    1119.65      310.93     808.72,龙岩市       1155.18     325.24     829.94    1119.65      310.93     808.72,亿元,325.24,325.24,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-013082,city_macro_fiscal,MACRO-CN-350800-2024-PREFECTURE,general_debt_balance_100m,disclosed,SRC-PROVINCE-DEBT-FUJIAN-2024,官方归档文本第 16 行；表=2024年度福建省地方政府债务限额余额情况表,text_row,,,,,龙岩市,general_debt_balance_100m,龙岩市       1155.18     325.24     829.94    1119.65      310.93     808.72,龙岩市       1155.18     325.24     829.94    1119.65      310.93     808.72,亿元,310.93,310.93,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
