lineage_id,target_table,target_record_id,target_field,value_origin,source_doc_id,source_locator,locator_type,page_number,table_name,sheet_name,cell_range,row_label,column_label,evidence_excerpt,raw_value,raw_unit,machine_extracted_value,normalized_value,normalization_rule,calculation_id,conflict_group_id,selected_flag,selection_reason,extraction_method,parse_confidence,reviewer,reviewed_at
LIN-000001,city_macro_fiscal,MACRO-CN-110000-2018-PREFECTURE,gdp_current_100m,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 30 行，city_code=110000，year=2018，字段=gdp_current_100m,csv_cell,,,,,北京市,gdp_current_100m,,303199787.0,万人民币,30319.98,30319.98,"10,000元换算为亿元",,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000002,city_macro_fiscal,MACRO-CN-110000-2018-PREFECTURE,gdp_real_growth_pct,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 30 行，city_code=110000，year=2018，字段=gdp_real_growth_pct,csv_cell,,,,,北京市,gdp_real_growth_pct,,6.6,%,6.60,6.60,百分比原值保留,,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000003,city_macro_fiscal,MACRO-CN-110000-2018-PREFECTURE,resident_population_10k,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 30 行，city_code=110000，year=2018，字段=resident_population_10k,csv_cell,,,,,北京市,resident_population_10k,,1368.0,万人（变量原名 pop_avg）,1368.00,1368.00,暂按公开变量名映射，待核实定义,,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000004,city_macro_fiscal,MACRO-CN-110000-2018-PREFECTURE,general_public_revenue_100m,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 30 行，city_code=110000，year=2018，字段=general_public_revenue_100m,csv_cell,,,,,北京市,general_public_revenue_100m,,57859175.0,万元人民币,5785.92,5785.92,"10,000元换算为亿元",,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000005,city_macro_fiscal,MACRO-CN-110000-2018-PREFECTURE,general_public_expenditure_100m,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 30 行，city_code=110000，year=2018，字段=general_public_expenditure_100m,csv_cell,,,,,北京市,general_public_expenditure_100m,,74675240.0,万元人民币,7467.52,7467.52,"10,000元换算为亿元",,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000006,city_macro_fiscal,MACRO-CN-110000-2018-PREFECTURE,general_debt_balance_100m,disclosed,SRC-SECONDARY-DEBT-BEIJING-2018,归档来源文本第 2 行；表=表5：2017~2019年北京市政府债务余额情况,text_row,,,,,北京市,general_debt_balance_100m,北京市 4248.89 2034.03 2214.86,北京市 4248.89 2034.03 2214.86,亿元,2034.03,2034.03,PDF/文本表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,评级研究报告公开转载的地级行政单元总余额摘录，仅作补缺暂存；不反推一般/专项分项。,whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000007,city_macro_fiscal,MACRO-CN-110000-2018-PREFECTURE,special_debt_balance_100m,disclosed,SRC-SECONDARY-DEBT-BEIJING-2018,归档来源文本第 2 行；表=表5：2017~2019年北京市政府债务余额情况,text_row,,,,,北京市,special_debt_balance_100m,北京市 4248.89 2034.03 2214.86,北京市 4248.89 2034.03 2214.86,亿元,2214.86,2214.86,PDF/文本表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,评级研究报告公开转载的地级行政单元总余额摘录，仅作补缺暂存；不反推一般/专项分项。,whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000008,city_macro_fiscal,MACRO-CN-120000-2018-PREFECTURE,gdp_current_100m,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 64 行，city_code=120000，year=2018，字段=gdp_current_100m,csv_cell,,,,,天津市,gdp_current_100m,,188096400.0,万人民币,18809.64,18809.64,"10,000元换算为亿元",,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000009,city_macro_fiscal,MACRO-CN-120000-2018-PREFECTURE,gdp_real_growth_pct,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 64 行，city_code=120000，year=2018，字段=gdp_real_growth_pct,csv_cell,,,,,天津市,gdp_real_growth_pct,,3.6,%,3.60,3.60,百分比原值保留,,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000010,city_macro_fiscal,MACRO-CN-120000-2018-PREFECTURE,resident_population_10k,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 64 行，city_code=120000，year=2018，字段=resident_population_10k,csv_cell,,,,,天津市,resident_population_10k,,1066.0,万人（变量原名 pop_avg）,1066.00,1066.00,暂按公开变量名映射，待核实定义,,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000011,city_macro_fiscal,MACRO-CN-120000-2018-PREFECTURE,general_public_revenue_100m,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 64 行，city_code=120000，year=2018，字段=general_public_revenue_100m,csv_cell,,,,,天津市,general_public_revenue_100m,,21061890.0,万元人民币,2106.19,2106.19,"10,000元换算为亿元",,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000012,city_macro_fiscal,MACRO-CN-120000-2018-PREFECTURE,general_public_expenditure_100m,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 64 行，city_code=120000，year=2018，字段=general_public_expenditure_100m,csv_cell,,,,,天津市,general_public_expenditure_100m,,31045305.0,万元人民币,3104.53,3104.53,"10,000元换算为亿元",,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000013,city_macro_fiscal,MACRO-CN-120000-2018-PREFECTURE,general_debt_balance_100m,disclosed,SRC-CELMA-DEBT-TIANJIN-2018,官方归档文本第 2 行；表=天津市2018年地方政府债务余额情况表,text_row,,,,,天津市,general_debt_balance_100m,天津市 4078.36 1399.58 2678.78,天津市 4078.36 1399.58 2678.78,亿元,1399.58,1399.58,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000014,city_macro_fiscal,MACRO-CN-120000-2018-PREFECTURE,special_debt_balance_100m,disclosed,SRC-CELMA-DEBT-TIANJIN-2018,官方归档文本第 2 行；表=天津市2018年地方政府债务余额情况表,text_row,,,,,天津市,special_debt_balance_100m,天津市 4078.36 1399.58 2678.78,天津市 4078.36 1399.58 2678.78,亿元,2678.78,2678.78,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000015,city_macro_fiscal,MACRO-CN-130100-2018-PREFECTURE,gdp_current_100m,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 98 行，city_code=130100，year=2018，字段=gdp_current_100m,csv_cell,,,,,石家庄市,gdp_current_100m,,60826180.0,万人民币,6082.62,6082.62,"10,000元换算为亿元",,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000016,city_macro_fiscal,MACRO-CN-130100-2018-PREFECTURE,gdp_real_growth_pct,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 98 行，city_code=130100，year=2018，字段=gdp_real_growth_pct,csv_cell,,,,,石家庄市,gdp_real_growth_pct,,7.42,%,7.42,7.42,百分比原值保留,,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000017,city_macro_fiscal,MACRO-CN-130100-2018-PREFECTURE,resident_population_10k,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 98 行，city_code=130100，year=2018，字段=resident_population_10k,csv_cell,,,,,石家庄市,resident_population_10k,,977.0,万人（变量原名 pop_avg）,977.00,977.00,暂按公开变量名映射，待核实定义,,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000018,city_macro_fiscal,MACRO-CN-130100-2018-PREFECTURE,general_public_revenue_100m,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 98 行，city_code=130100，year=2018，字段=general_public_revenue_100m,csv_cell,,,,,石家庄市,general_public_revenue_100m,,5196778.0,万元人民币,519.68,519.68,"10,000元换算为亿元",,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000019,city_macro_fiscal,MACRO-CN-130100-2018-PREFECTURE,general_public_expenditure_100m,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 98 行，city_code=130100，year=2018，字段=general_public_expenditure_100m,csv_cell,,,,,石家庄市,general_public_expenditure_100m,,9916127.0,万元人民币,991.61,991.61,"10,000元换算为亿元",,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000020,city_macro_fiscal,MACRO-CN-130100-2018-PREFECTURE,general_debt_limit_100m,disclosed,SRC-OFFICIAL-DEBT-HEBEI-SHIJIAZHUANG-2018,官方归档文本第 2 行；表=2018年石家庄市全市地方政府债务发行及还本付息情况表,text_row,,,,,石家庄市,general_debt_limit_100m,石家庄市 1230.18 807.86 422.32 1073.39 686.53 386.86,石家庄市 1230.18 807.86 422.32 1073.39 686.53 386.86,亿元,807.86,807.86,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000021,city_macro_fiscal,MACRO-CN-130100-2018-PREFECTURE,general_debt_balance_100m,disclosed,SRC-OFFICIAL-DEBT-HEBEI-SHIJIAZHUANG-2018,官方归档文本第 2 行；表=2018年石家庄市全市地方政府债务发行及还本付息情况表,text_row,,,,,石家庄市,general_debt_balance_100m,石家庄市 1230.18 807.86 422.32 1073.39 686.53 386.86,石家庄市 1230.18 807.86 422.32 1073.39 686.53 386.86,亿元,686.53,686.53,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000022,city_macro_fiscal,MACRO-CN-130100-2018-PREFECTURE,special_debt_balance_100m,disclosed,SRC-OFFICIAL-DEBT-HEBEI-SHIJIAZHUANG-2018,官方归档文本第 2 行；表=2018年石家庄市全市地方政府债务发行及还本付息情况表,text_row,,,,,石家庄市,special_debt_balance_100m,石家庄市 1230.18 807.86 422.32 1073.39 686.53 386.86,石家庄市 1230.18 807.86 422.32 1073.39 686.53 386.86,亿元,386.86,386.86,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000023,city_macro_fiscal,MACRO-CN-130100-2018-PREFECTURE,special_debt_limit_100m,disclosed,SRC-OFFICIAL-DEBT-HEBEI-SHIJIAZHUANG-2018,官方归档文本第 2 行；表=2018年石家庄市全市地方政府债务发行及还本付息情况表,text_row,,,,,石家庄市,special_debt_limit_100m,石家庄市 1230.18 807.86 422.32 1073.39 686.53 386.86,石家庄市 1230.18 807.86 422.32 1073.39 686.53 386.86,亿元,422.32,422.32,PDF 表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,官方财政/人大公开债务表，严格匹配行政单元白名单并排除本级/区县行。,pdftotext+whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000024,city_macro_fiscal,MACRO-CN-130200-2018-PREFECTURE,gdp_current_100m,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 132 行，city_code=130200，year=2018，字段=gdp_current_100m,csv_cell,,,,,唐山市,gdp_current_100m,,69549700.0,万人民币,6954.97,6954.97,"10,000元换算为亿元",,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000025,city_macro_fiscal,MACRO-CN-130200-2018-PREFECTURE,gdp_real_growth_pct,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 132 行，city_code=130200，year=2018，字段=gdp_real_growth_pct,csv_cell,,,,,唐山市,gdp_real_growth_pct,,7.3,%,7.30,7.30,百分比原值保留,,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000026,city_macro_fiscal,MACRO-CN-130200-2018-PREFECTURE,resident_population_10k,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 132 行，city_code=130200，year=2018，字段=resident_population_10k,csv_cell,,,,,唐山市,resident_population_10k,,757.0,万人（变量原名 pop_avg）,757.00,757.00,暂按公开变量名映射，待核实定义,,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000027,city_macro_fiscal,MACRO-CN-130200-2018-PREFECTURE,general_public_revenue_100m,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 132 行，city_code=130200，year=2018，字段=general_public_revenue_100m,csv_cell,,,,,唐山市,general_public_revenue_100m,,4324347.0,万元人民币,432.43,432.43,"10,000元换算为亿元",,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000028,city_macro_fiscal,MACRO-CN-130200-2018-PREFECTURE,general_public_expenditure_100m,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 132 行，city_code=130200，year=2018，字段=general_public_expenditure_100m,csv_cell,,,,,唐山市,general_public_expenditure_100m,,7492880.0,万元人民币,749.29,749.29,"10,000元换算为亿元",,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000029,city_macro_fiscal,MACRO-CN-130200-2018-PREFECTURE,statutory_debt_balance_100m,chart_digitized,SRC-SECONDARY-EBS-HEBEI-2018,归档来源文本第 7 行；表=图表1 河北省各地级市2018年政府债务余额、限额情况,text_row,,,,,唐山市,statutory_debt_balance_100m,图表1：唐山市2018年一般债务余额276.23亿元、专项债务余额168.62亿元，合计444.85亿元,图表1：唐山市2018年一般债务余额276.23亿元、专项债务余额168.62亿元，合计444.85亿元,亿元,444.85,444.85,PDF/文本表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,评级研究报告公开转载的地级行政单元总余额摘录，仅作补缺暂存；不反推一般/专项分项。,whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000030,city_macro_fiscal,MACRO-CN-130300-2018-PREFECTURE,gdp_current_100m,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 166 行，city_code=130300，year=2018，字段=gdp_current_100m,csv_cell,,,,,秦皇岛市,gdp_current_100m,,16355631.0,万人民币,1635.56,1635.56,"10,000元换算为亿元",,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000031,city_macro_fiscal,MACRO-CN-130300-2018-PREFECTURE,gdp_real_growth_pct,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 166 行，city_code=130300，year=2018，字段=gdp_real_growth_pct,csv_cell,,,,,秦皇岛市,gdp_real_growth_pct,,6.6,%,6.60,6.60,百分比原值保留,,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000032,city_macro_fiscal,MACRO-CN-130300-2018-PREFECTURE,resident_population_10k,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 166 行，city_code=130300，year=2018，字段=resident_population_10k,csv_cell,,,,,秦皇岛市,resident_population_10k,,299.0,万人（变量原名 pop_avg）,299.00,299.00,暂按公开变量名映射，待核实定义,,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000033,city_macro_fiscal,MACRO-CN-130300-2018-PREFECTURE,general_public_revenue_100m,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 166 行，city_code=130300，year=2018，字段=general_public_revenue_100m,csv_cell,,,,,秦皇岛市,general_public_revenue_100m,,1334339.0,万元人民币,133.43,133.43,"10,000元换算为亿元",,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000034,city_macro_fiscal,MACRO-CN-130300-2018-PREFECTURE,general_public_expenditure_100m,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 166 行，city_code=130300，year=2018，字段=general_public_expenditure_100m,csv_cell,,,,,秦皇岛市,general_public_expenditure_100m,,2912487.0,万元人民币,291.25,291.25,"10,000元换算为亿元",,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000035,city_macro_fiscal,MACRO-CN-130300-2018-PREFECTURE,statutory_debt_balance_100m,chart_digitized,SRC-SECONDARY-EBS-HEBEI-2018,归档来源文本第 8 行；表=图表1 河北省各地级市2018年政府债务余额、限额情况,text_row,,,,,秦皇岛市,statutory_debt_balance_100m,图表1：秦皇岛市2018年一般债务余额184.59亿元、专项债务余额52.73亿元，合计237.32亿元,图表1：秦皇岛市2018年一般债务余额184.59亿元、专项债务余额52.73亿元，合计237.32亿元,亿元,237.32,237.32,PDF/文本表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,评级研究报告公开转载的地级行政单元总余额摘录，仅作补缺暂存；不反推一般/专项分项。,whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000036,city_macro_fiscal,MACRO-CN-130400-2018-PREFECTURE,gdp_current_100m,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 200 行，city_code=130400，year=2018，字段=gdp_current_100m,csv_cell,,,,,邯郸市,gdp_current_100m,,34545705.0,万人民币,3454.57,3454.57,"10,000元换算为亿元",,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000037,city_macro_fiscal,MACRO-CN-130400-2018-PREFECTURE,gdp_real_growth_pct,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 200 行，city_code=130400，year=2018，字段=gdp_real_growth_pct,csv_cell,,,,,邯郸市,gdp_real_growth_pct,,6.55,%,6.55,6.55,百分比原值保留,,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000038,city_macro_fiscal,MACRO-CN-130400-2018-PREFECTURE,resident_population_10k,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 200 行，city_code=130400，year=2018，字段=resident_population_10k,csv_cell,,,,,邯郸市,resident_population_10k,,1054.0,万人（变量原名 pop_avg）,1054.00,1054.00,暂按公开变量名映射，待核实定义,,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000039,city_macro_fiscal,MACRO-CN-130400-2018-PREFECTURE,general_public_revenue_100m,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 200 行，city_code=130400，year=2018，字段=general_public_revenue_100m,csv_cell,,,,,邯郸市,general_public_revenue_100m,,2433970.0,万元人民币,243.40,243.40,"10,000元换算为亿元",,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000040,city_macro_fiscal,MACRO-CN-130400-2018-PREFECTURE,general_public_expenditure_100m,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 200 行，city_code=130400，year=2018，字段=general_public_expenditure_100m,csv_cell,,,,,邯郸市,general_public_expenditure_100m,,6259998.0,万元人民币,626.00,626.00,"10,000元换算为亿元",,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000041,city_macro_fiscal,MACRO-CN-130400-2018-PREFECTURE,statutory_debt_balance_100m,chart_digitized,SRC-SECONDARY-EBS-HEBEI-2018,归档来源文本第 9 行；表=图表1 河北省各地级市2018年政府债务余额、限额情况,text_row,,,,,邯郸市,statutory_debt_balance_100m,图表1：邯郸市2018年一般债务余额149.09亿元、专项债务余额128.32亿元，合计277.41亿元,图表1：邯郸市2018年一般债务余额149.09亿元、专项债务余额128.32亿元，合计277.41亿元,亿元,277.41,277.41,PDF/文本表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,评级研究报告公开转载的地级行政单元总余额摘录，仅作补缺暂存；不反推一般/专项分项。,whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000042,city_macro_fiscal,MACRO-CN-130500-2018-PREFECTURE,gdp_current_100m,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 234 行，city_code=130500，year=2018，字段=gdp_current_100m,csv_cell,,,,,邢台市,gdp_current_100m,,21507611.0,万人民币,2150.76,2150.76,"10,000元换算为亿元",,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000043,city_macro_fiscal,MACRO-CN-130500-2018-PREFECTURE,gdp_real_growth_pct,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 234 行，city_code=130500，year=2018，字段=gdp_real_growth_pct,csv_cell,,,,,邢台市,gdp_real_growth_pct,,7.0,%,7.00,7.00,百分比原值保留,,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000044,city_macro_fiscal,MACRO-CN-130500-2018-PREFECTURE,resident_population_10k,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 234 行，city_code=130500，year=2018，字段=resident_population_10k,csv_cell,,,,,邢台市,resident_population_10k,,793.0,万人（变量原名 pop_avg）,793.00,793.00,暂按公开变量名映射，待核实定义,,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000045,city_macro_fiscal,MACRO-CN-130500-2018-PREFECTURE,general_public_revenue_100m,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 234 行，city_code=130500，year=2018，字段=general_public_revenue_100m,csv_cell,,,,,邢台市,general_public_revenue_100m,,1490014.0,万元人民币,149.00,149.00,"10,000元换算为亿元",,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000046,city_macro_fiscal,MACRO-CN-130500-2018-PREFECTURE,general_public_expenditure_100m,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 234 行，city_code=130500，year=2018，字段=general_public_expenditure_100m,csv_cell,,,,,邢台市,general_public_expenditure_100m,,4948361.0,万元人民币,494.84,494.84,"10,000元换算为亿元",,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000047,city_macro_fiscal,MACRO-CN-130500-2018-PREFECTURE,statutory_debt_balance_100m,disclosed,SRC-SECONDARY-DEBT-HEBEI-XINGTAI-2018-RATING,归档来源文本第 2 行；表=2017—2019年邢台市地方政府债务余额,text_row,,,,,邢台市,statutory_debt_balance_100m,邢台市 389.67,邢台市 389.67,亿元,389.67,389.67,PDF/文本表格数值按原表单位换算为亿元；保留 prefecture_whole 全市/全州/全地区口径。,,,true,评级研究报告公开转载的地级行政单元总余额摘录，仅作补缺暂存；不反推一般/专项分项。,whitelist-row-parser,0.95,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000048,city_macro_fiscal,MACRO-CN-130600-2018-PREFECTURE,gdp_current_100m,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 268 行，city_code=130600，year=2018，字段=gdp_current_100m,csv_cell,,,,,保定市,gdp_current_100m,,35897885.0,万人民币,3589.79,3589.79,"10,000元换算为亿元",,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000049,city_macro_fiscal,MACRO-CN-130600-2018-PREFECTURE,gdp_real_growth_pct,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 268 行，city_code=130600，year=2018，字段=gdp_real_growth_pct,csv_cell,,,,,保定市,gdp_real_growth_pct,,6.6,%,6.60,6.60,百分比原值保留,,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000050,city_macro_fiscal,MACRO-CN-130600-2018-PREFECTURE,resident_population_10k,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 268 行，city_code=130600，year=2018，字段=resident_population_10k,csv_cell,,,,,保定市,resident_population_10k,,1204.0,万人（变量原名 pop_avg）,1204.00,1204.00,暂按公开变量名映射，待核实定义,,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
LIN-000051,city_macro_fiscal,MACRO-CN-130600-2018-PREFECTURE,general_public_revenue_100m,disclosed,SRC-CITY-PANEL-1990-2023,CSV:data/china_city_panel_with_policies.csv 第 268 行，city_code=130600，year=2018，字段=general_public_revenue_100m,csv_cell,,,,,保定市,general_public_revenue_100m,,2863602.0,万元人民币,286.36,286.36,"10,000元换算为亿元",,,true,公开研究型面板作为暂存来源，待官方来源复核,csv,0.55,national_panel_collector,2026-08-01T00:00:00+08:00
