来源：https://pdf.dfcfw.com/pdf/H3_AP202506051685194913_1.pdf?1749129621000.pdf=
表1 2023年浙江省各地市级经济、财政以及财务数据（单位：亿元）
绍兴市|7791.14|578.75|445.07
湖州市|4015.10|410.50|546.64
嘉兴市|7062.45|632.02|578.19
舟山市|2101.00|193.51|89.74
台州市|6241.00|494.28|626.06
宁波市|16453.00|1785.86|902.21
金华市|6011.27|525.80|859.98
衢州市|2125.20|204.21|303.71
杭州市|20059.00|2616.81|2233.40
温州市|8731.00|622.68|1310.70
丽水市|1964.40|186.06|405.59
表格列：地区|GDP|一般公共预算收入|政府性基金收入；数据来源：Wind，远东资信整理；全市口径。
