city_id,city_name_cn,metric_year,statutory_debt_balance_100m,raw_value_million_rmb,value_origin,source_doc_id,source_url,evidence_excerpt,source_grade
CN-130200,唐山市,2024,2832.01000,283201.000,disclosed,SRC-SECONDARY-CEIC-CN-130200,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-hebei-tangshan,CEIC页面元数据同比基准：2024年=283201.000百万人民币,D
CN-130200,唐山市,2025,3127.72000,312772.000,disclosed,SRC-SECONDARY-CEIC-CN-130200,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-hebei-tangshan,CEIC页面元数据：2025年=312772.000百万人民币,D
CN-130300,秦皇岛市,2024,884.72000,88472.000,disclosed,SRC-SECONDARY-CEIC-CN-130300,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-hebei-qinhuangdao,CEIC页面元数据同比基准：2024年=88472.000百万人民币,D
CN-130300,秦皇岛市,2025,1030.01000,103001.000,disclosed,SRC-SECONDARY-CEIC-CN-130300,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-hebei-qinhuangdao,CEIC页面元数据：2025年=103001.000百万人民币,D
CN-130400,邯郸市,2024,1531.64000,153164.000,disclosed,SRC-SECONDARY-CEIC-CN-130400,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-hebei-handan,CEIC页面元数据同比基准：2024年=153164.000百万人民币,D
CN-130400,邯郸市,2025,1756.50000,175650.000,disclosed,SRC-SECONDARY-CEIC-CN-130400,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-hebei-handan,CEIC页面元数据：2025年=175650.000百万人民币,D
CN-130500,邢台市,2024,1226.60000,122660.000,disclosed,SRC-SECONDARY-CEIC-CN-130500,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-hebei-xingtai,CEIC页面元数据同比基准：2024年=122660.000百万人民币,D
CN-130500,邢台市,2025,1409.08000,140908.000,disclosed,SRC-SECONDARY-CEIC-CN-130500,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-hebei-xingtai,CEIC页面元数据：2025年=140908.000百万人民币,D
CN-130700,张家口市,2024,1547.17000,154717.000,disclosed,SRC-SECONDARY-CEIC-CN-130700,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-hebei-zhangjiakou,CEIC页面元数据同比基准：2024年=154717.000百万人民币,D
CN-130700,张家口市,2025,1895.29000,189529.000,disclosed,SRC-SECONDARY-CEIC-CN-130700,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-hebei-zhangjiakou,CEIC页面元数据：2025年=189529.000百万人民币,D
CN-130800,承德市,2024,878.74000,87874.000,disclosed,SRC-SECONDARY-CEIC-CN-130800,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-hebei-chengde,CEIC页面元数据同比基准：2024年=87874.000百万人民币,D
CN-130800,承德市,2025,1020.18000,102018.000,disclosed,SRC-SECONDARY-CEIC-CN-130800,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-hebei-chengde,CEIC页面元数据：2025年=102018.000百万人民币,D
CN-130900,沧州市,2024,1268.70000,126870.000,disclosed,SRC-SECONDARY-CEIC-CN-130900,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-hebei-cangzhou,CEIC页面元数据同比基准：2024年=126870.000百万人民币,D
CN-130900,沧州市,2025,1564.40000,156440.000,disclosed,SRC-SECONDARY-CEIC-CN-130900,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-hebei-cangzhou,CEIC页面元数据：2025年=156440.000百万人民币,D
CN-131000,廊坊市,2024,1247.98000,124798.000,disclosed,SRC-SECONDARY-CEIC-CN-131000,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-hebei-langfang,CEIC页面元数据同比基准：2024年=124798.000百万人民币,D
CN-131000,廊坊市,2025,1460.06000,146006.000,disclosed,SRC-SECONDARY-CEIC-CN-131000,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-hebei-langfang,CEIC页面元数据：2025年=146006.000百万人民币,D
CN-131100,衡水市,2024,722.35000,72235.000,disclosed,SRC-SECONDARY-CEIC-CN-131100,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-hebei-hengshui,CEIC页面元数据同比基准：2024年=72235.000百万人民币,D
CN-131100,衡水市,2025,836.63000,83663.000,disclosed,SRC-SECONDARY-CEIC-CN-131100,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-hebei-hengshui,CEIC页面元数据：2025年=83663.000百万人民币,D
CN-140100,太原市,2024,1422.98480,142298.480,disclosed,SRC-SECONDARY-CEIC-CN-140100,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-shanxi-taiyuan,CEIC页面元数据同比基准：2024年=142298.480百万人民币,D
CN-140100,太原市,2025,1791.69000,179169.000,disclosed,SRC-SECONDARY-CEIC-CN-140100,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-shanxi-taiyuan,CEIC页面元数据：2025年=179169.000百万人民币,D
CN-150100,呼和浩特市,2018,840.67330,84067.330,disclosed,SRC-SECONDARY-CEIC-CN-150100,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-hohhot,CEIC图表：2018年=84067.330百万人民币,D
CN-150100,呼和浩特市,2019,899.52350,89952.350,disclosed,SRC-SECONDARY-CEIC-CN-150100,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-hohhot,CEIC图表：2019年=89952.350百万人民币,D
CN-150100,呼和浩特市,2020,960.39850,96039.850,disclosed,SRC-SECONDARY-CEIC-CN-150100,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-hohhot,CEIC图表：2020年=96039.850百万人民币,D
CN-150100,呼和浩特市,2021,979.08930,97908.930,disclosed,SRC-SECONDARY-CEIC-CN-150100,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-hohhot,CEIC图表：2021年=97908.930百万人民币,D
CN-150100,呼和浩特市,2022,1028.02250,102802.250,disclosed,SRC-SECONDARY-CEIC-CN-150100,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-hohhot,CEIC图表：2022年=102802.250百万人民币,D
CN-150100,呼和浩特市,2023,1430.11660,143011.660,disclosed,SRC-SECONDARY-CEIC-CN-150100,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-hohhot,CEIC图表：2023年=143011.660百万人民币,D
CN-150100,呼和浩特市,2024,1582.17680,158217.680,disclosed,SRC-SECONDARY-CEIC-CN-150100,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-hohhot,CEIC图表：2024年=158217.680百万人民币,D
CN-150300,乌海市,2018,172.93670,17293.670,disclosed,SRC-SECONDARY-CEIC-CN-150300,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-wuhai,CEIC图表：2018年=17293.670百万人民币,D
CN-150300,乌海市,2019,189.76780,18976.780,disclosed,SRC-SECONDARY-CEIC-CN-150300,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-wuhai,CEIC图表：2019年=18976.780百万人民币,D
CN-150300,乌海市,2020,228.57560,22857.560,disclosed,SRC-SECONDARY-CEIC-CN-150300,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-wuhai,CEIC图表：2020年=22857.560百万人民币,D
CN-150300,乌海市,2021,244.90600,24490.600,disclosed,SRC-SECONDARY-CEIC-CN-150300,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-wuhai,CEIC图表：2021年=24490.600百万人民币,D
CN-150300,乌海市,2022,254.40470,25440.470,disclosed,SRC-SECONDARY-CEIC-CN-150300,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-wuhai,CEIC图表：2022年=25440.470百万人民币,D
CN-150300,乌海市,2023,289.13100,28913.100,disclosed,SRC-SECONDARY-CEIC-CN-150300,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-wuhai,CEIC图表：2023年=28913.100百万人民币,D
CN-150300,乌海市,2024,320.62580,32062.580,disclosed,SRC-SECONDARY-CEIC-CN-150300,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-wuhai,CEIC图表：2024年=32062.580百万人民币,D
CN-150400,赤峰市,2018,336.93870,33693.870,disclosed,SRC-SECONDARY-CEIC-CN-150400,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-chifeng,CEIC图表：2018年=33693.870百万人民币,D
CN-150400,赤峰市,2019,430.00230,43000.230,disclosed,SRC-SECONDARY-CEIC-CN-150400,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-chifeng,CEIC图表：2019年=43000.230百万人民币,D
CN-150400,赤峰市,2020,500.44120,50044.120,disclosed,SRC-SECONDARY-CEIC-CN-150400,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-chifeng,CEIC图表：2020年=50044.120百万人民币,D
CN-150400,赤峰市,2021,563.82480,56382.480,disclosed,SRC-SECONDARY-CEIC-CN-150400,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-chifeng,CEIC图表：2021年=56382.480百万人民币,D
CN-150400,赤峰市,2022,604.19640,60419.640,disclosed,SRC-SECONDARY-CEIC-CN-150400,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-chifeng,CEIC图表：2022年=60419.640百万人民币,D
CN-150400,赤峰市,2023,756.93430,75693.430,disclosed,SRC-SECONDARY-CEIC-CN-150400,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-chifeng,CEIC图表：2023年=75693.430百万人民币,D
CN-150400,赤峰市,2024,881.01730,88101.730,disclosed,SRC-SECONDARY-CEIC-CN-150400,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-chifeng,CEIC图表：2024年=88101.730百万人民币,D
CN-150700,呼伦贝尔市,2018,371.58970,37158.970,disclosed,SRC-SECONDARY-CEIC-CN-150700,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-hulunbeier,CEIC图表：2018年=37158.970百万人民币,D
CN-150700,呼伦贝尔市,2019,418.23280,41823.280,disclosed,SRC-SECONDARY-CEIC-CN-150700,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-hulunbeier,CEIC图表：2019年=41823.280百万人民币,D
CN-150700,呼伦贝尔市,2020,501.90150,50190.150,disclosed,SRC-SECONDARY-CEIC-CN-150700,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-hulunbeier,CEIC图表：2020年=50190.150百万人民币,D
CN-150700,呼伦贝尔市,2021,565.82350,56582.350,disclosed,SRC-SECONDARY-CEIC-CN-150700,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-hulunbeier,CEIC图表：2021年=56582.350百万人民币,D
CN-150700,呼伦贝尔市,2022,600.15080,60015.080,disclosed,SRC-SECONDARY-CEIC-CN-150700,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-hulunbeier,CEIC图表：2022年=60015.080百万人民币,D
CN-150700,呼伦贝尔市,2023,720.32240,72032.240,disclosed,SRC-SECONDARY-CEIC-CN-150700,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-hulunbeier,CEIC图表：2023年=72032.240百万人民币,D
CN-150700,呼伦贝尔市,2024,801.37450,80137.450,disclosed,SRC-SECONDARY-CEIC-CN-150700,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-hulunbeier,CEIC图表：2024年=80137.450百万人民币,D
CN-150800,巴彦淖尔市,2018,305.51670,30551.670,disclosed,SRC-SECONDARY-CEIC-CN-150800,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-bayannaoer,CEIC图表：2018年=30551.670百万人民币,D
CN-150800,巴彦淖尔市,2019,332.86140,33286.140,disclosed,SRC-SECONDARY-CEIC-CN-150800,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-bayannaoer,CEIC图表：2019年=33286.140百万人民币,D
CN-150800,巴彦淖尔市,2020,414.05120,41405.120,disclosed,SRC-SECONDARY-CEIC-CN-150800,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-bayannaoer,CEIC图表：2020年=41405.120百万人民币,D
CN-150800,巴彦淖尔市,2021,505.17050,50517.050,disclosed,SRC-SECONDARY-CEIC-CN-150800,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-bayannaoer,CEIC图表：2021年=50517.050百万人民币,D
CN-150800,巴彦淖尔市,2022,534.98110,53498.110,disclosed,SRC-SECONDARY-CEIC-CN-150800,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-bayannaoer,CEIC图表：2022年=53498.110百万人民币,D
CN-150800,巴彦淖尔市,2023,608.70360,60870.360,disclosed,SRC-SECONDARY-CEIC-CN-150800,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-bayannaoer,CEIC图表：2023年=60870.360百万人民币,D
CN-150800,巴彦淖尔市,2024,659.39480,65939.480,disclosed,SRC-SECONDARY-CEIC-CN-150800,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-bayannaoer,CEIC图表：2024年=65939.480百万人民币,D
CN-150900,乌兰察布市,2018,552.50640,55250.640,disclosed,SRC-SECONDARY-CEIC-CN-150900,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-wulanchabu,CEIC图表：2018年=55250.640百万人民币,D
CN-150900,乌兰察布市,2019,595.79870,59579.870,disclosed,SRC-SECONDARY-CEIC-CN-150900,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-wulanchabu,CEIC图表：2019年=59579.870百万人民币,D
CN-150900,乌兰察布市,2020,683.01900,68301.900,disclosed,SRC-SECONDARY-CEIC-CN-150900,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-wulanchabu,CEIC图表：2020年=68301.900百万人民币,D
CN-150900,乌兰察布市,2021,739.87650,73987.650,disclosed,SRC-SECONDARY-CEIC-CN-150900,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-wulanchabu,CEIC图表：2021年=73987.650百万人民币,D
CN-150900,乌兰察布市,2022,781.57080,78157.080,disclosed,SRC-SECONDARY-CEIC-CN-150900,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-wulanchabu,CEIC图表：2022年=78157.080百万人民币,D
CN-150900,乌兰察布市,2023,933.58480,93358.480,disclosed,SRC-SECONDARY-CEIC-CN-150900,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-wulanchabu,CEIC图表：2023年=93358.480百万人民币,D
CN-150900,乌兰察布市,2024,1006.80690,100680.690,disclosed,SRC-SECONDARY-CEIC-CN-150900,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-inner-mongolia-wulanchabu,CEIC图表：2024年=100680.690百万人民币,D
CN-210100,沈阳市,2024,2401.90660,240190.660,calculated,SRC-SECONDARY-CEIC-CN-210100,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-general-liaoning-shenyang;https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-special-liaoning-shenyang,CEIC一般+专项分项：一般=108644.280，专项=131546.380百万人民币；合计为计算值,D
CN-210100,沈阳市,2025,2684.80000,268480.000,calculated,SRC-SECONDARY-CEIC-CN-210100,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-general-liaoning-shenyang;https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-special-liaoning-shenyang,CEIC一般+专项分项：一般=110780.000，专项=157700.000百万人民币；合计为计算值,D
CN-210400,抚顺市,2024,328.25250,32825.250,calculated,SRC-SECONDARY-CEIC-CN-210400,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-general-liaoning-fushun;https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-special-liaoning-fushun,CEIC一般+专项分项：一般=23958.370，专项=8866.880百万人民币；合计为计算值,D
CN-210400,抚顺市,2025,351.10000,35110.000,calculated,SRC-SECONDARY-CEIC-CN-210400,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-general-liaoning-fushun;https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-special-liaoning-fushun,CEIC一般+专项分项：一般=23980.000，专项=11130.000百万人民币；合计为计算值,D
CN-210800,营口市,2024,1352.03070,135203.070,calculated,SRC-SECONDARY-CEIC-CN-210800,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-general-liaoning-yingkou;https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-special-liaoning-yingkou,CEIC一般+专项分项：一般=92957.310，专项=42245.760百万人民币；合计为计算值,D
CN-210800,营口市,2025,1434.40000,143440.000,calculated,SRC-SECONDARY-CEIC-CN-210800,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-general-liaoning-yingkou;https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-special-liaoning-yingkou,CEIC一般+专项分项：一般=91890.000，专项=51550.000百万人民币；合计为计算值,D
CN-210900,阜新市,2024,269.68560,26968.560,calculated,SRC-SECONDARY-CEIC-CN-210900,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-general-liaoning-fuxin;https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-special-liaoning-fuxin,CEIC一般+专项分项：一般=15443.480，专项=11525.080百万人民币；合计为计算值,D
CN-210900,阜新市,2025,293.00000,29300.000,calculated,SRC-SECONDARY-CEIC-CN-210900,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-general-liaoning-fuxin;https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-special-liaoning-fuxin,CEIC一般+专项分项：一般=15420.000，专项=13880.000百万人民币；合计为计算值,D
CN-211000,辽阳市,2024,477.53500,47753.500,calculated,SRC-SECONDARY-CEIC-CN-211000,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-general-liaoning-liaoyang;https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-special-liaoning-liaoyang,CEIC一般+专项分项：一般=27920.430，专项=19833.070百万人民币；合计为计算值,D
CN-211000,辽阳市,2025,527.50000,52750.000,calculated,SRC-SECONDARY-CEIC-CN-211000,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-general-liaoning-liaoyang;https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-special-liaoning-liaoyang,CEIC一般+专项分项：一般=27670.000，专项=25080.000百万人民币；合计为计算值,D
CN-211300,朝阳市,2024,377.89100,37789.100,calculated,SRC-SECONDARY-CEIC-CN-211300,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-general-liaoning-chaoyang;https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-special-liaoning-chaoyang,CEIC一般+专项分项：一般=16089.110，专项=21699.990百万人民币；合计为计算值,D
CN-211300,朝阳市,2025,425.00000,42500.000,calculated,SRC-SECONDARY-CEIC-CN-211300,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-general-liaoning-chaoyang;https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-special-liaoning-chaoyang,CEIC一般+专项分项：一般=16240.000，专项=26260.000百万人民币；合计为计算值,D
CN-211400,葫芦岛市,2024,568.52320,56852.320,calculated,SRC-SECONDARY-CEIC-CN-211400,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-general-liaoning-huludao;https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-special-liaoning-huludao,CEIC一般+专项分项：一般=39767.510，专项=17084.810百万人民币；合计为计算值,D
CN-211400,葫芦岛市,2025,595.89100,59589.100,calculated,SRC-SECONDARY-CEIC-CN-211400,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-general-liaoning-huludao;https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-special-liaoning-huludao,CEIC一般+专项分项：一般=39673.560，专项=19915.540百万人民币；合计为计算值,D
CN-220100,长春市,2024,3158.37000,315837.000,disclosed,SRC-SECONDARY-CEIC-CN-220100,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-jilin-changchun,CEIC页面元数据同比基准：2024年=315837.000百万人民币,D
CN-220100,长春市,2025,3478.40000,347840.000,disclosed,SRC-SECONDARY-CEIC-CN-220100,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-jilin-changchun,CEIC页面元数据：2025年=347840.000百万人民币,D
CN-230100,哈尔滨市,2024,3486.30930,348630.930,disclosed,SRC-SECONDARY-CEIC-CN-230100,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-heilongjiang-harbin,CEIC页面元数据同比基准：2024年=348630.930百万人民币,D
CN-230100,哈尔滨市,2025,3784.29450,378429.450,disclosed,SRC-SECONDARY-CEIC-CN-230100,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-heilongjiang-harbin,CEIC页面元数据：2025年=378429.450百万人民币,D
CN-230600,大庆市,2024,602.24850,60224.850,calculated,SRC-SECONDARY-CEIC-CN-230600,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-general-heilongjiang-daqing;https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-special-heilongjiang-daqing,CEIC一般+专项分项：一般=26945.890，专项=33278.960百万人民币；合计为计算值,D
CN-230600,大庆市,2025,737.85240,73785.240,calculated,SRC-SECONDARY-CEIC-CN-230600,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-general-heilongjiang-daqing;https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-special-heilongjiang-daqing,CEIC一般+专项分项：一般=28608.110，专项=45177.130百万人民币；合计为计算值,D
CN-230700,伊春市,2024,234.09590,23409.590,disclosed,SRC-SECONDARY-CEIC-CN-230700,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-heilongjiang-yichun,CEIC页面元数据同比基准：2024年=23409.590百万人民币,D
CN-230700,伊春市,2025,275.25170,27525.170,disclosed,SRC-SECONDARY-CEIC-CN-230700,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-heilongjiang-yichun,CEIC页面元数据：2025年=27525.170百万人民币,D
CN-230800,佳木斯市,2024,620.10160,62010.160,disclosed,SRC-SECONDARY-CEIC-CN-230800,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-heilongjiang-jiamusi,CEIC页面元数据同比基准：2024年=62010.160百万人民币,D
CN-230800,佳木斯市,2025,715.19500,71519.500,disclosed,SRC-SECONDARY-CEIC-CN-230800,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-heilongjiang-jiamusi,CEIC页面元数据：2025年=71519.500百万人民币,D
