city_id,city_name_cn,metric_year,statutory_debt_balance_100m,raw_value_million_rmb,value_origin,source_doc_id,source_url,evidence_excerpt,source_grade
CN-511800,雅安市,2020,189.00000,18900.000,disclosed,SRC-SECONDARY-CEIC-CN-511800,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-sichuan-yaan,CEIC图表：2020年=18900.000百万人民币,D
CN-511800,雅安市,2021,241.00000,24100.000,disclosed,SRC-SECONDARY-CEIC-CN-511800,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-sichuan-yaan,CEIC图表：2021年=24100.000百万人民币,D
CN-511800,雅安市,2022,301.50000,30150.000,disclosed,SRC-SECONDARY-CEIC-CN-511800,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-sichuan-yaan,CEIC图表：2022年=30150.000百万人民币,D
CN-511800,雅安市,2023,367.30000,36730.000,disclosed,SRC-SECONDARY-CEIC-CN-511800,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-sichuan-yaan,CEIC图表：2023年=36730.000百万人民币,D
CN-511800,雅安市,2024,440.70000,44070.000,disclosed,SRC-SECONDARY-CEIC-CN-511800,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-sichuan-yaan,CEIC图表：2024年=44070.000百万人民币,D
CN-511900,巴中市,2018,444.00000,44400.000,disclosed,SRC-SECONDARY-CEIC-CN-511900,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-sichuan-bazhong,CEIC图表：2018年=44400.000百万人民币,D
CN-511900,巴中市,2019,468.00000,46800.000,disclosed,SRC-SECONDARY-CEIC-CN-511900,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-sichuan-bazhong,CEIC图表：2019年=46800.000百万人民币,D
CN-511900,巴中市,2020,528.00000,52800.000,disclosed,SRC-SECONDARY-CEIC-CN-511900,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-sichuan-bazhong,CEIC图表：2020年=52800.000百万人民币,D
CN-511900,巴中市,2021,683.30000,68330.000,disclosed,SRC-SECONDARY-CEIC-CN-511900,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-sichuan-bazhong,CEIC图表：2021年=68330.000百万人民币,D
CN-511900,巴中市,2022,728.90000,72890.000,disclosed,SRC-SECONDARY-CEIC-CN-511900,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-sichuan-bazhong,CEIC图表：2022年=72890.000百万人民币,D
CN-511900,巴中市,2023,800.40000,80040.000,disclosed,SRC-SECONDARY-CEIC-CN-511900,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-sichuan-bazhong,CEIC图表：2023年=80040.000百万人民币,D
CN-511900,巴中市,2024,951.30000,95130.000,disclosed,SRC-SECONDARY-CEIC-CN-511900,https://www.ceicdata.com/zh-hans/china/local-government-debt-prefecture-level-city-outstanding/cn-local-government-debt-outstanding-sichuan-bazhong,CEIC图表：2024年=95130.000百万人民币,D
